ts,balance,position_qty,avg_entry,position_value,unrealized_pnl,realized_pnl,total_equity,price
2026-05-08T07:55:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,88.22
2026-05-08T08:00:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,88.27
2026-05-08T08:05:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,88.22
2026-05-08T08:10:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,88.22
2026-05-08T08:15:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,88.16
2026-05-08T08:20:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,88.05
2026-05-08T08:25:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,88.2
2026-05-08T08:30:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,88.29
2026-05-08T08:35:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,88.46
2026-05-08T08:40:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,88.48
2026-05-08T08:45:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,88.52
2026-05-08T09:10:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,88.55
2026-05-08T09:35:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,88.53
2026-05-08T10:00:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,88.58
2026-05-08T10:25:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,88.46
2026-05-08T10:50:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,88.71
2026-05-08T11:15:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,88.65
2026-05-08T11:40:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,88.52
2026-05-08T12:05:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,88.58
2026-05-08T12:30:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,88.66
2026-05-08T12:55:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,88.46
2026-05-08T13:20:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,88.5
2026-05-08T13:45:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,88.29
2026-05-08T14:10:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,88.82
2026-05-08T14:35:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,89.21
2026-05-08T15:00:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,88.97
2026-05-08T15:25:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,88.59
2026-05-08T15:50:00+00:00,90.0,0.112587,88.82,10.08,0.0766,0.0,100.08,89.5
2026-05-08T16:15:00+00:00,90.0,0.112587,88.82,10.08,0.0766,0.0,100.08,89.5
2026-05-08T16:40:00+00:00,100.1,0.0,0,0.0,0.0,0.1002,100.1,89.71
