ts,symbol,side,qty,price,usd_amount,realized_pnl,reason
2026-05-07T06:25:00+00:00,SOLUSDT,BUY,0.2825178,88.49,25.0,0.0,SIGNAL_BUY
2026-05-07T07:45:00+00:00,SOLUSDT,SELL,0.2825178,90.3,25.51,0.5114,TAKE_PROFIT
2026-05-07T09:30:00+00:00,SOLUSDT,BUY,0.28075798,89.5,25.13,0.0,SIGNAL_BUY
2026-05-07T09:45:00+00:00,SOLUSDT,BUY,0.21070974,89.44,18.85,0.0,SIGNAL_BUY
2026-05-07T10:35:00+00:00,SOLUSDT,BUY,0.15877791,89.02,14.13,0.0,SIGNAL_BUY
2026-05-07T10:40:00+00:00,SOLUSDT,BUY,0.11886978,89.18,10.6,0.0,SIGNAL_BUY
2026-05-07T11:05:00+00:00,SOLUSDT,SELL,0.76911542,89.52,68.85,0.1423,MAX_HOLD
2026-05-07T13:15:00+00:00,SOLUSDT,BUY,0.28150138,89.39,25.16,0.0,SIGNAL_BUY
2026-05-07T13:20:00+00:00,SOLUSDT,BUY,0.2110316,89.43,18.87,0.0,SIGNAL_BUY
2026-05-07T14:10:00+00:00,SOLUSDT,BUY,0.15925312,88.88,14.15,0.0,SIGNAL_BUY
2026-05-07T14:45:00+00:00,SOLUSDT,BUY,0.12049731,88.1,10.62,0.0,SIGNAL_BUY
2026-05-07T14:50:00+00:00,SOLUSDT,SELL,0.86251301,88.24,76.11,-0.6599,MAX_HOLD
2026-05-07T15:05:00+00:00,SOLUSDT,BUY,0.28253201,88.48,25.0,0.0,SIGNAL_BUY
2026-05-07T16:40:00+00:00,SOLUSDT,SELL,0.28253201,88.52,25.01,0.0113,MAX_HOLD
2026-05-08T01:30:00+00:00,SOLUSDT,BUY,0.28326827,88.26,25.0,0.0,SIGNAL_BUY
2026-05-08T02:25:00+00:00,SOLUSDT,BUY,0.21332131,87.9,18.75,0.0,SIGNAL_BUY
2026-05-08T02:55:00+00:00,SOLUSDT,SELL,0.49658957,88.06,43.73,-0.0225,SIGNAL_SELL
2026-05-08T03:10:00+00:00,SOLUSDT,BUY,0.28407349,87.99,25.0,0.0,SIGNAL_BUY
2026-05-08T03:45:00+00:00,SOLUSDT,SELL,0.28407349,88.2,25.06,0.0597,SIGNAL_SELL
