ts,structure,adx,action,reason,open,high,low,close,entry,sl,tp,rr,balance
2026-05-07T17:25:00+00:00,?,7.3,NO_TRADE,ADX_TOO_LOW(7.3),88.45,88.61,87.96,88.17,0,0,0,0,100.0
2026-05-07T17:30:00+00:00,?,8.2,NO_TRADE,ADX_TOO_LOW(8.2),88.17,88.42,88.13,88.4,0,0,0,0,100.0
2026-05-07T17:35:00+00:00,?,10.0,NO_TRADE,ADX_TOO_LOW(10.0),88.4,88.54,88.38,88.48,0,0,0,0,100.0
2026-05-07T17:40:00+00:00,?,10.3,NO_TRADE,ADX_TOO_LOW(10.3),88.49,88.56,88.47,88.49,0,0,0,0,100.0
2026-05-07T17:45:00+00:00,?,10.3,NO_TRADE,ADX_TOO_LOW(10.3),88.49,88.55,88.37,88.43,0,0,0,0,100.0
2026-05-07T17:50:00+00:00,?,11.9,NO_TRADE,ADX_TOO_LOW(11.9),88.43,88.52,88.39,88.52,0,0,0,0,100.0
2026-05-07T17:55:00+00:00,?,13.3,NO_TRADE,ADX_TOO_LOW(13.3),88.52,88.86,88.46,88.8,0,0,0,0,100.0
2026-05-07T18:00:00+00:00,?,12.9,NO_TRADE,ADX_TOO_LOW(12.9),88.8,88.97,88.77,88.92,0,0,0,0,100.0
2026-05-07T18:05:00+00:00,?,13.0,NO_TRADE,ADX_TOO_LOW(13.0),88.93,88.95,88.82,88.84,0,0,0,0,100.0
2026-05-07T18:10:00+00:00,?,13.9,NO_TRADE,ADX_TOO_LOW(13.9),88.84,88.84,88.69,88.82,0,0,0,0,100.0
2026-05-07T18:15:00+00:00,?,14.0,NO_TRADE,ADX_TOO_LOW(14.0),88.81,88.89,88.77,88.8,0,0,0,0,100.0
2026-05-07T18:20:00+00:00,?,14.3,NO_TRADE,ADX_TOO_LOW(14.3),88.8,88.92,88.78,88.88,0,0,0,0,100.0
2026-05-07T18:25:00+00:00,?,14.8,NO_TRADE,ADX_TOO_LOW(14.8),88.89,88.95,88.85,88.86,0,0,0,0,100.0
2026-05-07T18:30:00+00:00,?,14.8,NO_TRADE,ADX_TOO_LOW(14.8),88.86,89.05,88.85,88.96,0,0,0,0,100.0
2026-05-07T18:35:00+00:00,?,15.3,NO_TRADE,ADX_TOO_LOW(15.3),88.96,89.01,88.85,88.96,0,0,0,0,100.0
2026-05-07T18:40:00+00:00,?,14.6,NO_TRADE,ADX_TOO_LOW(14.6),88.96,88.97,88.57,88.62,0,0,0,0,100.0
2026-05-07T18:45:00+00:00,?,13.0,NO_TRADE,ADX_TOO_LOW(13.0),88.62,88.7,88.42,88.44,0,0,0,0,100.0
2026-05-07T18:50:00+00:00,?,13.0,NO_TRADE,ADX_TOO_LOW(13.0),88.43,88.44,88.24,88.37,0,0,0,0,100.0
2026-05-07T18:55:00+00:00,?,13.8,NO_TRADE,ADX_TOO_LOW(13.8),88.37,88.72,88.37,88.58,0,0,0,0,100.0
2026-05-07T19:00:00+00:00,?,12.7,NO_TRADE,ADX_TOO_LOW(12.7),88.58,88.61,88.36,88.37,0,0,0,0,100.0
2026-05-07T19:05:00+00:00,?,11.5,NO_TRADE,ADX_TOO_LOW(11.5),88.38,88.46,88.32,88.38,0,0,0,0,100.0
2026-05-07T19:10:00+00:00,?,11.6,NO_TRADE,ADX_TOO_LOW(11.6),88.37,88.61,88.35,88.55,0,0,0,0,100.0
2026-05-07T19:15:00+00:00,?,10.8,NO_TRADE,ADX_TOO_LOW(10.8),88.56,88.6,88.27,88.3,0,0,0,0,100.0
2026-05-07T19:20:00+00:00,?,10.1,NO_TRADE,ADX_TOO_LOW(10.1),88.3,88.42,88.27,88.28,0,0,0,0,100.0
2026-05-07T19:25:00+00:00,?,10.1,NO_TRADE,ADX_TOO_LOW(10.1),88.28,88.35,88.22,88.29,0,0,0,0,100.0
2026-05-07T19:30:00+00:00,?,10.1,NO_TRADE,ADX_TOO_LOW(10.1),88.3,88.46,88.29,88.44,0,0,0,0,100.0
2026-05-07T19:35:00+00:00,?,9.6,NO_TRADE,ADX_TOO_LOW(9.6),88.45,88.64,88.4,88.62,0,0,0,0,100.0
2026-05-07T19:40:00+00:00,?,9.8,NO_TRADE,ADX_TOO_LOW(9.8),88.62,88.73,88.54,88.55,0,0,0,0,100.0
2026-05-07T19:45:00+00:00,?,9.9,NO_TRADE,ADX_TOO_LOW(9.9),88.55,88.61,88.5,88.59,0,0,0,0,100.0
2026-05-07T19:50:00+00:00,?,9.7,NO_TRADE,ADX_TOO_LOW(9.7),88.6,88.74,88.31,88.39,0,0,0,0,100.0
2026-05-07T19:55:00+00:00,?,9.3,NO_TRADE,ADX_TOO_LOW(9.3),88.39,88.52,88.37,88.45,0,0,0,0,100.0
2026-05-07T20:00:00+00:00,?,8.2,NO_TRADE,ADX_TOO_LOW(8.2),88.45,88.88,88.37,88.68,0,0,0,0,100.0
2026-05-07T20:05:00+00:00,?,8.0,NO_TRADE,ADX_TOO_LOW(8.0),88.68,88.7,88.57,88.65,0,0,0,0,100.0
2026-05-07T20:10:00+00:00,?,9.3,NO_TRADE,ADX_TOO_LOW(9.3),88.65,88.68,88.54,88.55,0,0,0,0,100.0
2026-05-07T20:15:00+00:00,?,10.3,NO_TRADE,ADX_TOO_LOW(10.3),88.55,88.58,88.46,88.49,0,0,0,0,100.0
2026-05-07T20:20:00+00:00,?,10.7,NO_TRADE,ADX_TOO_LOW(10.7),88.49,88.59,88.43,88.55,0,0,0,0,100.0
2026-05-07T20:25:00+00:00,?,11.3,NO_TRADE,ADX_TOO_LOW(11.3),88.56,88.58,88.47,88.56,0,0,0,0,100.0
2026-05-07T20:30:00+00:00,?,11.9,NO_TRADE,ADX_TOO_LOW(11.9),88.56,88.57,88.41,88.41,0,0,0,0,100.0
2026-05-07T20:35:00+00:00,?,12.1,NO_TRADE,ADX_TOO_LOW(12.1),88.42,88.47,88.18,88.21,0,0,0,0,100.0
2026-05-07T20:40:00+00:00,?,12.5,NO_TRADE,ADX_TOO_LOW(12.5),88.21,88.28,88.16,88.22,0,0,0,0,100.0
2026-05-07T20:45:00+00:00,?,13.3,NO_TRADE,ADX_TOO_LOW(13.3),88.22,88.27,88.13,88.26,0,0,0,0,100.0
2026-05-07T20:50:00+00:00,?,13.4,NO_TRADE,ADX_TOO_LOW(13.4),88.26,88.28,88.14,88.14,0,0,0,0,100.0
2026-05-07T20:55:00+00:00,?,13.1,NO_TRADE,ADX_TOO_LOW(13.1),88.14,88.14,88.04,88.07,0,0,0,0,100.0
2026-05-07T21:00:00+00:00,?,13.5,NO_TRADE,ADX_TOO_LOW(13.5),88.07,88.13,88.02,88.13,0,0,0,0,100.0
2026-05-07T21:05:00+00:00,?,15.2,NO_TRADE,ADX_TOO_LOW(15.2),88.13,88.14,87.67,87.68,0,0,0,0,100.0
2026-05-07T21:10:00+00:00,?,18.2,NO_TRADE,ADX_TOO_LOW(18.2),87.68,87.97,87.67,87.89,0,0,0,0,100.0
2026-05-07T21:15:00+00:00,?,19.6,NO_TRADE,ADX_TOO_LOW(19.6),87.88,88.09,87.79,88.08,0,0,0,0,100.0
2026-05-07T21:20:00+00:00,BULLISH,20.1,NO_TRADE,NO_BREAKOUT,88.08,88.1,87.9,88.05,0,0,0,0,100.0
2026-05-07T21:25:00+00:00,BULLISH,20.7,NO_TRADE,NO_BREAKOUT,88.05,88.17,88.05,88.14,0,0,0,0,100.0
2026-05-07T21:30:00+00:00,BULLISH,21.3,NO_TRADE,NO_BREAKOUT,88.14,88.23,88.08,88.18,0,0,0,0,100.0
2026-05-07T21:35:00+00:00,BULLISH,21.6,NO_TRADE,NO_BREAKOUT,88.18,88.23,88.11,88.15,0,0,0,0,100.0
2026-05-07T21:40:00+00:00,BULLISH,21.9,NO_TRADE,NO_BREAKOUT,88.15,88.16,87.98,88.0,0,0,0,0,100.0
2026-05-07T21:45:00+00:00,BULLISH,23.3,NO_TRADE,NO_BREAKOUT,88.0,88.1,87.98,88.07,0,0,0,0,100.0
2026-05-07T21:50:00+00:00,BULLISH,24.1,NO_TRADE,NO_BREAKOUT,88.08,88.08,88.0,88.06,0,0,0,0,100.0
2026-05-07T21:55:00+00:00,BULLISH,24.9,NO_TRADE,NO_BREAKOUT,88.05,88.1,87.95,87.97,0,0,0,0,100.0
2026-05-07T22:00:00+00:00,BULLISH,25.9,NO_TRADE,NO_BREAKOUT,87.97,87.98,87.78,87.78,0,0,0,0,100.0
2026-05-07T22:05:00+00:00,BULLISH,27.7,NO_TRADE,NO_BREAKOUT,87.77,87.86,87.68,87.83,0,0,0,0,100.0
2026-05-07T22:10:00+00:00,BULLISH,29.3,NO_TRADE,NO_BREAKOUT,87.83,88.0,87.72,87.95,0,0,0,0,100.0
2026-05-07T22:15:00+00:00,RANGE,29.6,NO_TRADE,RANGE_STRUCTURE,87.96,88.08,87.93,88.08,0,0,0,0,100.0
2026-05-07T22:20:00+00:00,RANGE,27.9,NO_TRADE,RANGE_STRUCTURE,88.07,88.22,88.07,88.14,0,0,0,0,100.0
2026-05-07T22:25:00+00:00,RANGE,25.2,NO_TRADE,RANGE_STRUCTURE,88.14,88.18,88.02,88.02,0,0,0,0,100.0
2026-05-07T22:30:00+00:00,BEARISH,23.7,NO_TRADE,NO_BREAKOUT,88.03,88.13,87.8,87.8,0,0,0,0,100.0
2026-05-07T22:35:00+00:00,BEARISH,23.4,NO_TRADE,NO_BREAKOUT,87.81,87.94,87.81,87.92,0,0,0,0,100.0
2026-05-07T22:40:00+00:00,RANGE,23.6,NO_TRADE,RANGE_STRUCTURE,87.92,87.98,87.87,87.88,0,0,0,0,100.0
2026-05-07T22:45:00+00:00,RANGE,23.9,NO_TRADE,RANGE_STRUCTURE,87.88,88.0,87.88,87.99,0,0,0,0,100.0
2026-05-07T22:50:00+00:00,RANGE,24.1,NO_TRADE,RANGE_STRUCTURE,87.98,88.09,87.98,88.09,0,0,0,0,100.0
2026-05-07T22:55:00+00:00,RANGE,23.0,NO_TRADE,RANGE_STRUCTURE,88.09,88.17,88.06,88.1,0,0,0,0,100.0
2026-05-07T23:00:00+00:00,RANGE,21.3,NO_TRADE,RANGE_STRUCTURE,88.09,88.25,88.06,88.23,0,0,0,0,100.0
2026-05-07T23:05:00+00:00,RANGE,19.9,NO_TRADE,ADX_TOO_LOW(19.9),88.23,88.28,88.18,88.28,0,0,0,0,100.0
2026-05-07T23:10:00+00:00,RANGE,18.5,NO_TRADE,ADX_TOO_LOW(18.5),88.28,88.29,88.18,88.22,0,0,0,0,100.0
2026-05-07T23:15:00+00:00,RANGE,16.4,NO_TRADE,ADX_TOO_LOW(16.4),88.22,88.28,88.09,88.1,0,0,0,0,100.0
2026-05-07T23:20:00+00:00,RANGE,13.1,NO_TRADE,ADX_TOO_LOW(13.1),88.09,88.26,88.09,88.23,0,0,0,0,100.0
2026-05-07T23:25:00+00:00,RANGE,11.2,NO_TRADE,ADX_TOO_LOW(11.2),88.22,88.36,88.22,88.24,0,0,0,0,100.0
2026-05-07T23:30:00+00:00,RANGE,10.6,NO_TRADE,ADX_TOO_LOW(10.6),88.25,88.28,88.19,88.19,0,0,0,0,100.0
2026-05-07T23:35:00+00:00,RANGE,10.7,NO_TRADE,ADX_TOO_LOW(10.7),88.2,88.35,88.18,88.32,0,0,0,0,100.0
2026-05-07T23:40:00+00:00,RANGE,11.0,NO_TRADE,ADX_TOO_LOW(11.0),88.31,88.39,88.29,88.39,0,0,0,0,100.0
2026-05-07T23:45:00+00:00,RANGE,10.5,NO_TRADE,ADX_TOO_LOW(10.5),88.39,88.47,88.37,88.47,0,0,0,0,100.0
2026-05-07T23:50:00+00:00,RANGE,10.5,NO_TRADE,ADX_TOO_LOW(10.5),88.46,88.48,88.4,88.43,0,0,0,0,100.0
2026-05-07T23:55:00+00:00,RANGE,10.9,NO_TRADE,ADX_TOO_LOW(10.9),88.42,88.44,88.41,88.42,0,0,0,0,100.0
