timestamp_utc,instrument,timeframe,action,reason_code,p_model_up,p_market_up,tv_recommendation,tv_confidence,edge,atr,adx,stake,equity
2026-05-07T13:15:00+00:00,SOLUSDT,5m,TRADE_EXECUTED,EDGE_AND_FILTERS_OK,0.6007,0.314,NEUTRAL,0.0,0.2867,0.2029007,41.567756,8.0,107.6
2026-05-07T13:20:00+00:00,SOLUSDT,5m,TRADE_EXECUTED,EDGE_AND_FILTERS_OK,0.5978,0.3605,NEUTRAL,0.0,0.2373,0.20340779,39.228245,8.608,98.99
2026-05-07T13:25:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.4104,0.1512,NEUTRAL,0.0,-0.2592,0.20673581,37.708091,0.0,98.99
2026-05-07T13:30:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.4047,0.0581,NEUTRAL,0.0,-0.3466,0.20839754,36.901181,0.0,98.99
2026-05-07T13:35:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.382,0.0,NEUTRAL,0.0,-0.382,0.21279771,36.328281,0.0,98.99
2026-05-07T13:40:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.4129,0.0,NEUTRAL,0.0,-0.4129,0.21116931,35.97347,0.0,98.99
2026-05-07T13:45:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.2827,0.0,NEUTRAL,0.0,-0.2827,0.24251435,37.058825,0.0,98.99
2026-05-07T13:50:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.4577,0.0714,NEUTRAL,0.0,-0.3863,0.24804904,38.066654,0.0,98.99
2026-05-07T13:55:00+00:00,SOLUSDT,5m,TRADE_EXECUTED,EDGE_AND_FILTERS_OK,0.5282,0.0741,NEUTRAL,0.0,0.4541,0.2431884,38.805396,2.418454,96.57
2026-05-07T14:00:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.4379,0.0,NEUTRAL,0.0,-0.4379,0.24153208,39.71799,0.0,96.57
2026-05-07T14:05:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.469,0.0,NEUTRAL,0.0,-0.469,0.23713693,40.654653,0.0,96.57
2026-05-07T14:10:00+00:00,SOLUSDT,5m,TRADE_EXECUTED,EDGE_AND_FILTERS_OK,0.6744,0.2313,NEUTRAL,0.0,0.4431,0.24591287,39.854075,7.725884,88.85
2026-05-07T14:15:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.3955,0.0,NEUTRAL,0.0,-0.3955,0.25691909,39.295295,0.0,88.85
2026-05-07T14:20:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.3927,0.0,NEUTRAL,0.0,-0.3927,0.2499963,38.930957,0.0,88.85
