entry_timestamp_utc,exit_timestamp_utc,instrument,timeframe,side,stake,p_side_model,edge,entry_price,exit_price,result,pnl,equity_after
2026-05-07T13:15:00+00:00,2026-05-07T13:20:00+00:00,SOLUSDT,5m,UP,8.0,0.6007,0.2867,89.39,89.43,WIN,7.6,107.6
2026-05-07T13:20:00+00:00,2026-05-07T13:25:00+00:00,SOLUSDT,5m,UP,8.608,0.5978,0.2373,89.43,89.25,LOSS,-8.608,98.992
2026-05-07T13:55:00+00:00,2026-05-07T14:00:00+00:00,SOLUSDT,5m,UP,2.418454,0.5282,0.4541,88.68,88.57,LOSS,-2.418454,96.573546
2026-05-07T14:10:00+00:00,2026-05-07T14:15:00+00:00,SOLUSDT,5m,UP,7.725884,0.6744,0.4431,88.88,88.54,LOSS,-7.725884,88.847662
2026-05-07T14:45:00+00:00,2026-05-07T14:50:00+00:00,SOLUSDT,5m,UP,5.797849,0.5539,0.484,88.1,88.24,WIN,5.507956,94.355619
2026-05-07T14:50:00+00:00,2026-05-07T14:55:00+00:00,SOLUSDT,5m,UP,7.548449,0.6048,0.437,88.24,88.15,LOSS,-7.548449,86.807169
2026-05-07T15:00:00+00:00,2026-05-07T15:05:00+00:00,SOLUSDT,5m,UP,4.09268,0.5425,0.3537,88.27,88.48,WIN,3.888046,90.695216
2026-05-07T15:05:00+00:00,2026-05-07T15:10:00+00:00,SOLUSDT,5m,UP,7.255617,0.6526,0.2686,88.48,88.36,LOSS,-7.255617,83.439598
2026-05-07T15:30:00+00:00,2026-05-07T15:35:00+00:00,SOLUSDT,5m,UP,6.675168,0.6642,0.2892,88.33,88.37,WIN,6.341409,89.781008
2026-05-07T15:35:00+00:00,2026-05-07T15:40:00+00:00,SOLUSDT,5m,UP,7.182481,0.599,0.1785,88.37,88.42,WIN,6.823357,96.604364
2026-05-07T15:40:00+00:00,2026-05-07T15:45:00+00:00,SOLUSDT,5m,UP,4.109556,0.5396,0.0623,88.42,88.52,WIN,3.904078,100.508442
2026-05-07T15:55:00+00:00,2026-05-07T16:00:00+00:00,SOLUSDT,5m,DOWN,8.040675,0.5934,0.186,88.32,88.33,LOSS,-8.040675,92.467767
2026-05-07T16:00:00+00:00,2026-05-07T16:05:00+00:00,SOLUSDT,5m,DOWN,2.685037,0.5311,0.1657,88.33,88.32,WIN,2.550785,95.018552
2026-05-07T16:30:00+00:00,2026-05-07T16:35:00+00:00,SOLUSDT,5m,DOWN,2.321379,0.5282,0.3076,88.55,88.46,WIN,2.20531,97.223862
2026-05-07T16:35:00+00:00,2026-05-07T16:40:00+00:00,SOLUSDT,5m,DOWN,7.777909,0.5933,0.2404,88.46,88.52,LOSS,-7.777909,89.445953
2026-05-07T16:55:00+00:00,2026-05-07T17:00:00+00:00,SOLUSDT,5m,DOWN,7.155676,0.6103,0.2132,88.43,88.47,LOSS,-7.155676,82.290277
2026-05-07T17:00:00+00:00,2026-05-07T17:05:00+00:00,SOLUSDT,5m,DOWN,0.912363,0.5198,0.1816,88.47,88.47,WIN,0.866745,83.157022
2026-05-07T17:30:00+00:00,2026-05-07T17:35:00+00:00,SOLUSDT,5m,UP,5.030207,0.5509,0.0964,88.4,88.48,WIN,4.778697,87.935719
2026-05-07T17:35:00+00:00,2026-05-07T17:40:00+00:00,SOLUSDT,5m,UP,7.034858,0.6102,0.0102,88.48,88.49,WIN,6.683115,94.618834
2026-05-07T17:45:00+00:00,2026-05-07T17:50:00+00:00,SOLUSDT,5m,DOWN,2.747498,0.5311,0.0402,88.43,88.52,LOSS,-2.747498,91.871335
2026-05-07T18:10:00+00:00,2026-05-07T18:15:00+00:00,SOLUSDT,5m,DOWN,3.061757,0.5338,0.4005,88.82,88.8,WIN,2.908669,94.780005
2026-05-07T18:15:00+00:00,2026-05-07T18:20:00+00:00,SOLUSDT,5m,DOWN,0.614212,0.5169,0.3569,88.8,88.88,LOSS,-0.614212,94.165793
2026-05-07T18:40:00+00:00,2026-05-07T18:45:00+00:00,SOLUSDT,5m,DOWN,7.533263,0.6918,0.2614,88.62,88.44,WIN,7.1566,101.322393
2026-05-07T18:45:00+00:00,2026-05-07T18:50:00+00:00,SOLUSDT,5m,DOWN,8.105791,0.6979,0.0397,88.44,88.37,WIN,7.700502,109.022895
2026-05-07T18:55:00+00:00,2026-05-07T19:00:00+00:00,SOLUSDT,5m,UP,8.721832,0.5988,0.0798,88.58,88.37,LOSS,-8.721832,100.301063
2026-05-07T19:10:00+00:00,2026-05-07T19:15:00+00:00,SOLUSDT,5m,UP,8.024085,0.5988,0.2937,88.55,88.3,LOSS,-8.024085,92.276978
2026-05-07T19:30:00+00:00,2026-05-07T19:35:00+00:00,SOLUSDT,5m,UP,7.382158,0.5876,0.3523,88.44,88.62,WIN,7.01305,99.290029
2026-05-07T19:35:00+00:00,2026-05-07T19:40:00+00:00,SOLUSDT,5m,UP,7.943202,0.6439,0.1439,88.62,88.55,LOSS,-7.943202,91.346826
2026-05-07T20:00:00+00:00,2026-05-07T20:05:00+00:00,SOLUSDT,5m,UP,7.307746,0.6466,0.0584,88.68,88.65,LOSS,-7.307746,84.03908
2026-05-07T20:45:00+00:00,2026-05-07T20:50:00+00:00,SOLUSDT,5m,UP,1.692695,0.5255,0.4191,88.26,88.14,LOSS,-1.692695,82.346385
2026-05-08T00:25:00+00:00,2026-05-08T00:30:00+00:00,SOLUSDT,5m,DOWN,6.587711,0.5933,0.2933,88.41,88.4,WIN,6.258325,88.60471
2026-05-08T00:30:00+00:00,2026-05-08T00:35:00+00:00,SOLUSDT,5m,DOWN,6.162023,0.5566,0.1766,88.4,88.3,WIN,5.853922,94.458632
2026-05-08T00:55:00+00:00,2026-05-08T01:00:00+00:00,SOLUSDT,5m,UP,2.757852,0.5312,0.1843,88.27,88.3,WIN,2.619959,97.078591
2026-05-08T01:00:00+00:00,2026-05-08T01:05:00+00:00,SOLUSDT,5m,UP,4.576945,0.5425,0.2498,88.3,88.21,LOSS,-4.576945,92.501646
2026-05-08T01:15:00+00:00,2026-05-08T01:20:00+00:00,SOLUSDT,5m,UP,0.202704,0.5142,0.3037,88.14,88.09,LOSS,-0.202704,92.298942
2026-05-08T01:25:00+00:00,2026-05-08T01:30:00+00:00,SOLUSDT,5m,UP,5.187333,0.5482,0.2324,88.2,88.26,WIN,4.927966,97.226908
2026-05-08T01:30:00+00:00,2026-05-08T01:35:00+00:00,SOLUSDT,5m,UP,7.778153,0.5651,0.144,88.26,88.21,LOSS,-7.778153,89.448755
2026-05-08T02:10:00+00:00,2026-05-08T02:15:00+00:00,SOLUSDT,5m,UP,1.403798,0.5227,0.4247,87.94,87.66,LOSS,-1.403798,88.044957
2026-05-08T02:20:00+00:00,2026-05-08T02:25:00+00:00,SOLUSDT,5m,UP,0.598538,0.5171,0.2515,87.83,87.9,WIN,0.568612,88.613569
2026-05-08T02:25:00+00:00,2026-05-08T02:30:00+00:00,SOLUSDT,5m,UP,7.089086,0.5882,0.2132,87.9,88.23,WIN,6.734631,95.3482
2026-05-08T02:50:00+00:00,2026-05-08T02:55:00+00:00,SOLUSDT,5m,DOWN,1.920481,0.5255,0.3255,88.14,88.06,WIN,1.824457,97.172657
2026-05-08T02:55:00+00:00,2026-05-08T03:00:00+00:00,SOLUSDT,5m,DOWN,7.773813,0.5738,0.2405,88.06,87.75,WIN,7.385122,104.557779
2026-05-08T03:10:00+00:00,2026-05-08T03:15:00+00:00,SOLUSDT,5m,UP,8.364622,0.5938,0.0438,87.99,88.17,WIN,7.946391,112.50417
2026-05-08T03:40:00+00:00,2026-05-08T03:45:00+00:00,SOLUSDT,5m,DOWN,1.247349,0.5198,0.461,88.3,88.2,WIN,1.184982,113.689152
2026-05-08T03:45:00+00:00,2026-05-08T03:50:00+00:00,SOLUSDT,5m,DOWN,9.095132,0.5652,0.3593,88.2,88.29,LOSS,-9.095132,104.59402
2026-05-08T03:55:00+00:00,2026-05-08T04:00:00+00:00,SOLUSDT,5m,DOWN,0.229203,0.5142,0.3377,88.22,88.27,LOSS,-0.229203,104.364817
2026-05-08T04:25:00+00:00,2026-05-08T04:30:00+00:00,SOLUSDT,5m,DOWN,0.692904,0.517,0.4514,88.32,88.17,WIN,0.658259,105.023075
2026-05-08T04:30:00+00:00,2026-05-08T04:35:00+00:00,SOLUSDT,5m,DOWN,8.401846,0.5907,0.2792,88.17,88.15,WIN,7.981754,113.004829
2026-05-08T04:35:00+00:00,2026-05-08T04:40:00+00:00,SOLUSDT,5m,DOWN,7.37425,0.5539,0.2096,88.15,88.12,WIN,7.005538,120.010367
2026-05-08T04:40:00+00:00,2026-05-08T04:45:00+00:00,SOLUSDT,5m,DOWN,1.883428,0.5227,0.1293,88.12,88.12,WIN,1.789257,121.799623
2026-05-08T05:05:00+00:00,2026-05-08T05:10:00+00:00,SOLUSDT,5m,UP,0.266907,0.5142,0.2225,88.19,88.22,WIN,0.253561,122.053185
2026-05-08T05:10:00+00:00,2026-05-08T05:15:00+00:00,SOLUSDT,5m,UP,3.001246,0.5283,0.1116,88.22,88.21,LOSS,-3.001246,119.051939
2026-05-08T05:20:00+00:00,2026-05-08T05:25:00+00:00,SOLUSDT,5m,UP,0.260886,0.5142,0.0142,88.24,88.28,WIN,0.247841,119.29978
