ts,balance,positions,total_equity
2026-05-07T15:25:00+00:00,100.0,0,100.0
2026-05-07T16:15:00+00:00,100.0,0,100.0
2026-05-07T17:05:00+00:00,100.0,0,100.0
2026-05-07T17:55:00+00:00,100.0,0,100.0
2026-05-07T18:45:00+00:00,100.0,0,100.0
2026-05-07T19:35:00+00:00,100.0,0,100.0
2026-05-07T20:25:00+00:00,100.0,0,100.0
2026-05-07T21:15:00+00:00,100.0,0,100.0
2026-05-07T22:05:00+00:00,100.0,0,100.0
2026-05-07T22:55:00+00:00,100.0,0,100.0
2026-05-07T23:45:00+00:00,100.0,0,100.0
2026-05-08T00:35:00+00:00,100.0,0,100.0
2026-05-08T01:25:00+00:00,100.0,0,100.0
2026-05-08T02:15:00+00:00,100.0,0,100.0
2026-05-08T03:05:00+00:00,100.0,0,100.0
2026-05-08T03:55:00+00:00,100.0,0,100.0
2026-05-08T04:45:00+00:00,100.0,0,100.0
2026-05-08T05:35:00+00:00,100.0,0,100.0
2026-05-08T06:25:00+00:00,100.0,0,100.0
2026-05-08T07:15:00+00:00,100.0,0,100.0
2026-05-08T08:05:00+00:00,100.0,0,100.0
2026-05-08T08:55:00+00:00,100.0,0,100.0
2026-05-08T09:45:00+00:00,100.0,0,100.0
2026-05-08T10:35:00+00:00,100.0,0,100.0
2026-05-08T11:25:00+00:00,100.0,0,100.0
2026-05-08T12:15:00+00:00,100.0,0,100.0
2026-05-08T13:05:00+00:00,100.0,0,100.0
