entry_timestamp_utc,exit_timestamp_utc,instrument,timeframe,side,stake,p_side_model,edge,entry_price,exit_price,result,pnl,equity_after
2026-05-07T03:35:00+00:00,2026-05-07T03:40:00+00:00,SOLUSDT,5m,UP,1.286451,0.537,0.2828,87.87,87.98,WIN,1.222128,101.222128
2026-05-07T03:40:00+00:00,2026-05-07T03:45:00+00:00,SOLUSDT,5m,UP,4.96966,0.6051,0.0634,87.98,87.98,LOSS,-4.96966,96.252468
2026-05-07T03:50:00+00:00,2026-05-07T03:55:00+00:00,SOLUSDT,5m,DOWN,0.797831,0.5284,0.0168,87.93,87.75,WIN,0.75794,97.010408
2026-05-07T04:35:00+00:00,2026-05-07T04:40:00+00:00,SOLUSDT,5m,DOWN,1.098311,0.5341,0.3248,88.06,87.98,WIN,1.043396,98.053804
2026-05-07T04:40:00+00:00,2026-05-07T04:45:00+00:00,SOLUSDT,5m,DOWN,2.743006,0.5654,0.1844,87.98,88.13,LOSS,-2.743006,95.310798
2026-05-07T05:20:00+00:00,2026-05-07T05:25:00+00:00,SOLUSDT,5m,DOWN,1.210913,0.5367,0.3923,88.5,88.6,LOSS,-1.210913,94.099884
2026-05-07T05:35:00+00:00,2026-05-07T05:40:00+00:00,SOLUSDT,5m,DOWN,0.349429,0.5198,0.4198,88.54,88.47,WIN,0.331957,94.431842
2026-05-07T05:40:00+00:00,2026-05-07T05:45:00+00:00,SOLUSDT,5m,DOWN,1.486124,0.5424,0.3646,88.47,88.57,LOSS,-1.486124,92.945717
2026-05-07T06:05:00+00:00,2026-05-07T06:10:00+00:00,SOLUSDT,5m,DOWN,3.836386,0.5904,0.3369,88.51,88.24,WIN,3.644567,96.590284
2026-05-07T06:10:00+00:00,2026-05-07T06:15:00+00:00,SOLUSDT,5m,DOWN,7.727223,0.704,0.0702,88.24,88.29,LOSS,-7.727223,88.863061
2026-05-07T06:20:00+00:00,2026-05-07T06:25:00+00:00,SOLUSDT,5m,UP,1.133724,0.5368,0.0438,88.33,88.49,WIN,1.077037,89.940099
2026-05-07T07:05:00+00:00,2026-05-07T07:10:00+00:00,SOLUSDT,5m,DOWN,1.66905,0.5477,0.4603,89.18,89.52,LOSS,-1.66905,88.271048
2026-05-07T07:50:00+00:00,2026-05-07T07:55:00+00:00,SOLUSDT,5m,DOWN,4.48409,0.6083,0.4869,90.05,90.16,LOSS,-4.48409,83.786958
2026-05-07T08:10:00+00:00,2026-05-07T08:15:00+00:00,SOLUSDT,5m,DOWN,0.542939,0.525,0.4107,90.14,89.77,WIN,0.515793,84.30275
2026-05-07T08:15:00+00:00,2026-05-07T08:20:00+00:00,SOLUSDT,5m,DOWN,6.74422,0.7395,0.3318,89.77,89.8,LOSS,-6.74422,77.55853
2026-05-07T08:20:00+00:00,2026-05-07T08:25:00+00:00,SOLUSDT,5m,DOWN,3.032087,0.5863,0.1731,89.8,89.85,LOSS,-3.032087,74.526443
2026-05-07T08:30:00+00:00,2026-05-07T08:35:00+00:00,SOLUSDT,5m,DOWN,1.371118,0.5474,0.0518,89.74,89.74,WIN,1.302562,75.829005
2026-05-07T08:35:00+00:00,2026-05-07T08:40:00+00:00,SOLUSDT,5m,DOWN,0.7173,0.5306,0.0306,89.74,89.62,WIN,0.681435,76.51044
2026-05-07T08:50:00+00:00,2026-05-07T08:55:00+00:00,SOLUSDT,5m,UP,0.2719,0.5195,0.2785,89.67,89.58,LOSS,-0.2719,76.23854
2026-05-07T09:05:00+00:00,2026-05-07T09:10:00+00:00,SOLUSDT,5m,UP,1.065952,0.5391,0.3543,89.55,89.54,LOSS,-1.065952,75.172588
2026-05-07T09:10:00+00:00,2026-05-07T09:15:00+00:00,SOLUSDT,5m,UP,1.163034,0.5419,0.368,89.54,89.54,LOSS,-1.163034,74.009555
2026-05-07T09:30:00+00:00,2026-05-07T09:35:00+00:00,SOLUSDT,5m,UP,2.464142,0.5754,0.3509,89.5,89.33,LOSS,-2.464142,71.545412
2026-05-07T09:45:00+00:00,2026-05-07T09:50:00+00:00,SOLUSDT,5m,UP,2.17274,0.5699,0.4066,89.44,89.42,LOSS,-2.17274,69.372672
2026-05-08T00:25:00+00:00,2026-05-08T00:30:00+00:00,SOLUSDT,5m,DOWN,2.970432,0.5933,0.2933,88.41,88.4,WIN,2.82191,72.194582
2026-05-08T00:30:00+00:00,2026-05-08T00:35:00+00:00,SOLUSDT,5m,DOWN,1.681595,0.5566,0.1766,88.4,88.3,WIN,1.597515,73.792097
2026-05-08T00:55:00+00:00,2026-05-08T01:00:00+00:00,SOLUSDT,5m,UP,0.721588,0.5312,0.1843,88.27,88.3,WIN,0.685509,74.477606
2026-05-08T01:00:00+00:00,2026-05-08T01:05:00+00:00,SOLUSDT,5m,UP,1.176056,0.5425,0.2498,88.3,88.21,LOSS,-1.176056,73.301549
2026-05-08T01:15:00+00:00,2026-05-08T01:20:00+00:00,SOLUSDT,5m,UP,0.053799,0.5142,0.3037,88.14,88.09,LOSS,-0.053799,73.24775
2026-05-08T01:25:00+00:00,2026-05-08T01:30:00+00:00,SOLUSDT,5m,UP,1.37877,0.5482,0.2324,88.2,88.26,WIN,1.309832,74.557581
2026-05-08T01:30:00+00:00,2026-05-08T01:35:00+00:00,SOLUSDT,5m,UP,2.073811,0.5651,0.144,88.26,88.21,LOSS,-2.073811,72.483771
