timestamp_utc,instrument,action,reason_code,p_model_up,p_market_up,edge,balance,position_qty,position_value,total_equity,price
2026-01-01T00:00:00+00:00,BTC,HOLD,WARMUP,0.6881,0.5314,0.1567,1000.0,0.0,0.0,1000.0,0.35
2026-01-01T00:05:00+00:00,BTC,HOLD,WARMUP,0.4805,0.4761,0.0044,1000.0,0.0,0.0,1000.0,0.35
2026-01-01T00:10:00+00:00,BTC,HOLD,WARMUP,0.6807,0.4713,0.2094,1000.0,0.0,0.0,1000.0,0.36
2026-01-01T00:15:00+00:00,BTC,HOLD,WARMUP,0.7621,0.5126,0.2495,1000.0,0.0,0.0,1000.0,0.37
2026-01-01T00:20:00+00:00,BTC,HOLD,WARMUP,0.396,0.4712,0.0752,1000.0,0.0,0.0,1000.0,0.36
2026-01-01T00:25:00+00:00,BTC,HOLD,WARMUP,0.6649,0.5202,0.1447,1000.0,0.0,0.0,1000.0,0.37
2026-01-01T00:30:00+00:00,BTC,HOLD,WARMUP,0.5737,0.4685,0.1052,1000.0,0.0,0.0,1000.0,0.37
2026-01-01T00:35:00+00:00,BTC,HOLD,WARMUP,0.6834,0.4606,0.2228,1000.0,0.0,0.0,1000.0,0.38
2026-01-01T00:40:00+00:00,BTC,HOLD,WARMUP,0.7181,0.4804,0.2377,1000.0,0.0,0.0,1000.0,0.39
2026-01-01T00:45:00+00:00,BTC,HOLD,WARMUP,0.7023,0.4702,0.2321,1000.0,0.0,0.0,1000.0,0.39
2026-01-01T00:50:00+00:00,BTC,HOLD,HOLD,0.5495,0.5186,0.0309,1000.0,0.0,0.0,1000.0,0.4
2026-01-01T00:55:00+00:00,BTC,HOLD,HOLD,0.358,0.4643,0.1063,1000.0,0.0,0.0,1000.0,0.39
2026-01-01T01:00:00+00:00,BTC,HOLD,HOLD,0.2622,0.4744,0.2122,1000.0,0.0,0.0,1000.0,0.38
2026-01-01T01:05:00+00:00,BTC,BUY,BUY_EXECUTED,0.6453,0.4993,0.146,750.0,646.571233,250.0,1000.0,0.39
2026-01-01T01:10:00+00:00,BTC,SELL,SELL_EXECUTED,0.3393,0.5265,0.1872,995.19,0.0,0.0,995.19,0.38
2026-01-01T01:15:00+00:00,BTC,HOLD,HOLD,0.2144,0.5269,0.3125,995.19,0.0,0.0,995.19,0.37
2026-01-01T01:20:00+00:00,BTC,HOLD,HOLD,0.4168,0.5345,0.1177,995.19,0.0,0.0,995.19,0.36
2026-01-01T01:25:00+00:00,BTC,BUY,BUY_EXECUTED,0.7071,0.5317,0.1754,746.39,668.881643,248.8,995.19,0.37
2026-01-01T01:30:00+00:00,BTC,HOLD,HOLD,0.5391,0.5052,0.0339,746.39,668.881643,250.32,996.71,0.37
2026-01-01T01:35:00+00:00,BTC,HOLD,HOLD,0.5153,0.4718,0.0435,746.39,668.881643,250.52,996.91,0.37
2026-01-01T01:40:00+00:00,BTC,SELL,SELL_EXECUTED,0.3168,0.5082,0.1914,991.44,0.0,0.0,991.44,0.37
2026-01-01T01:45:00+00:00,BTC,HOLD,HOLD,0.3342,0.5021,0.1679,991.44,0.0,0.0,991.44,0.36
2026-01-01T01:50:00+00:00,BTC,HOLD,HOLD,0.236,0.5322,0.2962,991.44,0.0,0.0,991.44,0.35
2026-01-01T01:55:00+00:00,BTC,BUY,BUY_EXECUTED,0.5752,0.4698,0.1054,743.58,703.581434,247.86,991.44,0.35
2026-01-01T02:00:00+00:00,BTC,SELL,SELL_EXECUTED,0.4387,0.5119,0.0732,989.85,0.0,0.0,989.85,0.35
2026-01-01T02:05:00+00:00,BTC,HOLD,HOLD,0.3921,0.495,0.1029,989.85,0.0,0.0,989.85,0.35
2026-01-01T02:10:00+00:00,BTC,BUY,BUY_EXECUTED,0.6573,0.5278,0.1295,742.38,704.158027,247.46,989.85,0.35
2026-01-01T02:15:00+00:00,BTC,SELL,SELL_EXECUTED,0.2888,0.53,0.2412,983.61,0.0,0.0,983.61,0.34
2026-01-01T02:20:00+00:00,BTC,BUY,BUY_EXECUTED,0.7097,0.5219,0.1878,737.71,701.541418,245.9,983.61,0.35
2026-01-01T02:25:00+00:00,BTC,SELL,SELL_EXECUTED,0.4258,0.47,0.0442,982.36,0.0,0.0,982.36,0.35
2026-01-01T02:30:00+00:00,BTC,HOLD,MAX_TRADES_DAY,0.7178,0.5222,0.1956,982.36,0.0,0.0,982.36,0.36
2026-01-01T02:35:00+00:00,BTC,HOLD,MAX_TRADES_DAY,0.68,0.5011,0.1789,982.36,0.0,0.0,982.36,0.36
2026-01-01T02:40:00+00:00,BTC,HOLD,MAX_TRADES_DAY,0.3407,0.5016,0.1609,982.36,0.0,0.0,982.36,0.36
2026-01-01T02:45:00+00:00,BTC,HOLD,MAX_TRADES_DAY,0.7555,0.5381,0.2174,982.36,0.0,0.0,982.36,0.37
2026-01-01T02:50:00+00:00,BTC,HOLD,MAX_TRADES_DAY,0.2136,0.5344,0.3208,982.36,0.0,0.0,982.36,0.36
2026-01-01T02:55:00+00:00,BTC,HOLD,MAX_TRADES_DAY,0.7353,0.4689,0.2664,982.36,0.0,0.0,982.36,0.36
2026-01-01T03:00:00+00:00,BTC,HOLD,MAX_TRADES_DAY,0.675,0.483,0.192,982.36,0.0,0.0,982.36,0.37
