ts,symbol,side,qty,price,usd_amount,realized_pnl,reason
2026-05-07T09:45:00+00:00,SOLUSDT,BUY,0.27951699,89.44,25.0,0.0,SIGNAL_BUY
2026-05-07T10:35:00+00:00,SOLUSDT,BUY,0.21062683,89.02,18.75,0.0,SIGNAL_BUY
2026-05-07T10:40:00+00:00,SOLUSDT,BUY,0.1576867,89.18,14.06,0.0,SIGNAL_BUY
2026-05-07T11:20:00+00:00,SOLUSDT,SELL,0.64783052,89.61,58.05,0.2396,MAX_HOLD
2026-05-07T13:15:00+00:00,SOLUSDT,BUY,0.28034342,89.39,25.06,0.0,SIGNAL_BUY
2026-05-07T13:20:00+00:00,SOLUSDT,BUY,0.21016352,89.43,18.79,0.0,SIGNAL_BUY
2026-05-07T14:10:00+00:00,SOLUSDT,BUY,0.15859803,88.88,14.1,0.0,SIGNAL_BUY
2026-05-07T14:45:00+00:00,SOLUSDT,BUY,0.12000164,88.1,10.57,0.0,SIGNAL_BUY
2026-05-07T14:50:00+00:00,SOLUSDT,SELL,0.85896505,88.24,75.8,-0.6572,MAX_HOLD
2026-05-07T15:05:00+00:00,SOLUSDT,BUY,0.2813698,88.48,24.9,0.0,SIGNAL_BUY
2026-05-07T15:30:00+00:00,SOLUSDT,BUY,0.21138571,88.33,18.67,0.0,SIGNAL_BUY
2026-05-07T16:40:00+00:00,SOLUSDT,SELL,0.49275552,88.52,43.62,0.0514,MAX_HOLD
2026-05-08T01:30:00+00:00,SOLUSDT,BUY,0.2822168,88.26,24.91,0.0,SIGNAL_BUY
2026-05-08T02:25:00+00:00,SOLUSDT,BUY,0.21252948,87.9,18.68,0.0,SIGNAL_BUY
2026-05-08T02:55:00+00:00,SOLUSDT,SELL,0.49474628,88.06,43.57,-0.0224,SIGNAL_SELL
2026-05-08T03:10:00+00:00,SOLUSDT,BUY,0.28301904,87.99,24.9,0.0,SIGNAL_BUY
2026-05-08T03:45:00+00:00,SOLUSDT,SELL,0.28301904,88.2,24.96,0.0594,SIGNAL_SELL
2026-05-08T06:10:00+00:00,SOLUSDT,BUY,0.28283432,88.1,24.92,0.0,SIGNAL_BUY
2026-05-08T07:30:00+00:00,SOLUSDT,BUY,0.21265678,87.88,18.69,0.0,SIGNAL_BUY
2026-05-08T07:35:00+00:00,SOLUSDT,BUY,0.15934752,87.96,14.02,0.0,SIGNAL_BUY
2026-05-08T07:45:00+00:00,SOLUSDT,SELL,0.65483862,88.19,57.75,0.128,MAX_HOLD
