ts,symbol,side,qty,price,usd_amount,realized_pnl,reason
2026-05-07T13:15:00+00:00,SOLUSDT,BUY,0.27967334,89.39,25.0,0.0,SIGNAL_BUY
2026-05-07T13:20:00+00:00,SOLUSDT,BUY,0.20966119,89.43,18.75,0.0,SIGNAL_BUY
2026-05-07T14:10:00+00:00,SOLUSDT,BUY,0.15821895,88.88,14.06,0.0,SIGNAL_BUY
2026-05-07T14:45:00+00:00,SOLUSDT,BUY,0.11971481,88.1,10.55,0.0,SIGNAL_BUY
2026-05-07T14:50:00+00:00,SOLUSDT,SELL,0.85691195,88.24,75.61,-0.6556,MAX_HOLD
2026-05-07T15:05:00+00:00,SOLUSDT,BUY,0.28069727,88.48,24.84,0.0,SIGNAL_BUY
2026-05-07T15:30:00+00:00,SOLUSDT,BUY,0.21088046,88.33,18.63,0.0,SIGNAL_BUY
2026-05-07T15:35:00+00:00,SOLUSDT,BUY,0.15808875,88.37,13.97,0.0,SIGNAL_BUY
2026-05-07T15:55:00+00:00,SOLUSDT,SELL,0.64966649,88.32,57.38,-0.0549,SIGNAL_SELL
2026-05-07T17:30:00+00:00,SOLUSDT,BUY,0.28079597,88.4,24.82,0.0,SIGNAL_BUY
2026-05-07T19:05:00+00:00,SOLUSDT,SELL,0.28079597,88.38,24.82,-0.0056,MAX_HOLD
2026-05-08T01:30:00+00:00,SOLUSDT,BUY,0.28122546,88.26,24.82,0.0,SIGNAL_BUY
2026-05-08T02:25:00+00:00,SOLUSDT,BUY,0.21178293,87.9,18.62,0.0,SIGNAL_BUY
2026-05-08T02:55:00+00:00,SOLUSDT,SELL,0.4930084,88.06,43.41,-0.0224,SIGNAL_SELL
2026-05-08T03:10:00+00:00,SOLUSDT,BUY,0.28202488,87.99,24.82,0.0,SIGNAL_BUY
2026-05-08T03:45:00+00:00,SOLUSDT,SELL,0.28202488,88.2,24.87,0.0592,SIGNAL_SELL
2026-05-08T06:10:00+00:00,SOLUSDT,BUY,0.28184082,88.1,24.83,0.0,SIGNAL_BUY
2026-05-08T07:30:00+00:00,SOLUSDT,BUY,0.21190978,87.88,18.62,0.0,SIGNAL_BUY
2026-05-08T07:35:00+00:00,SOLUSDT,BUY,0.15878779,87.96,13.97,0.0,SIGNAL_BUY
2026-05-08T07:45:00+00:00,SOLUSDT,SELL,0.65253839,88.19,57.55,0.1276,MAX_HOLD
