ts,symbol,side,qty,price,usd_amount,realized_pnl,reason
2026-05-06T22:50:00+00:00,SOLUSDT,BUY,0.28023764,89.21,25.0,0.0,SIGNAL_BUY
2026-05-06T23:05:00+00:00,SOLUSDT,BUY,0.21060317,89.03,18.75,0.0,SIGNAL_BUY
2026-05-06T23:20:00+00:00,SOLUSDT,BUY,0.15773976,89.15,14.06,0.0,SIGNAL_BUY
2026-05-07T00:05:00+00:00,SOLUSDT,SELL,0.64858057,89.03,57.74,-0.0694,SIGNAL_SELL
2026-05-07T01:10:00+00:00,SOLUSDT,BUY,0.2826732,88.38,24.98,0.0,SIGNAL_BUY
2026-05-07T01:25:00+00:00,SOLUSDT,BUY,0.21198091,88.39,18.74,0.0,SIGNAL_BUY
2026-05-07T02:30:00+00:00,SOLUSDT,BUY,0.15958147,88.06,14.05,0.0,SIGNAL_BUY
2026-05-07T02:45:00+00:00,SOLUSDT,SELL,0.65423558,88.03,57.59,-0.18,MAX_HOLD
2026-05-07T02:50:00+00:00,SOLUSDT,BUY,0.28299646,88.12,24.94,0.0,SIGNAL_BUY
2026-05-07T03:40:00+00:00,SOLUSDT,BUY,0.21258509,87.98,18.7,0.0,SIGNAL_BUY
2026-05-07T04:25:00+00:00,SOLUSDT,SELL,0.49558155,88.11,43.67,0.0248,MAX_HOLD
2026-05-07T09:30:00+00:00,SOLUSDT,BUY,0.27870223,89.5,24.94,0.0,SIGNAL_BUY
2026-05-07T09:45:00+00:00,SOLUSDT,BUY,0.2091669,89.44,18.71,0.0,SIGNAL_BUY
2026-05-07T10:35:00+00:00,SOLUSDT,BUY,0.15761532,89.02,14.03,0.0,SIGNAL_BUY
2026-05-07T10:40:00+00:00,SOLUSDT,BUY,0.1179994,89.18,10.52,0.0,SIGNAL_BUY
2026-05-07T11:05:00+00:00,SOLUSDT,SELL,0.76348384,89.52,68.35,0.1412,MAX_HOLD
