ts,balance,positions,total_equity
2026-05-07T05:25:00+00:00,100.0,0,100.0
2026-05-07T06:15:00+00:00,100.0,0,100.0
2026-05-07T07:05:00+00:00,100.0,0,100.0
2026-05-07T07:55:00+00:00,100.0,0,100.0
2026-05-07T08:45:00+00:00,100.0,0,100.0
2026-05-07T09:35:00+00:00,100.0,0,100.0
2026-05-07T10:25:00+00:00,100.0,0,100.0
2026-05-07T11:15:00+00:00,100.0,0,100.0
2026-05-07T12:05:00+00:00,100.0,0,100.0
2026-05-07T12:55:00+00:00,100.0,0,100.0
2026-05-07T13:45:00+00:00,100.0,0,100.0
2026-05-07T14:35:00+00:00,100.0,0,100.0
2026-05-07T15:25:00+00:00,100.0,0,100.0
2026-05-07T16:15:00+00:00,100.0,0,100.0
2026-05-07T17:05:00+00:00,100.0,0,100.0
2026-05-07T17:55:00+00:00,100.0,0,100.0
2026-05-07T18:45:00+00:00,100.0,0,100.0
2026-05-07T19:35:00+00:00,100.0,0,100.0
2026-05-07T20:25:00+00:00,100.0,0,100.0
2026-05-07T21:15:00+00:00,100.0,0,100.0
2026-05-07T22:05:00+00:00,100.0,0,100.0
2026-05-07T22:55:00+00:00,100.0,0,100.0
2026-05-07T23:45:00+00:00,100.0,0,100.0
2026-05-08T00:35:00+00:00,100.0,0,100.0
2026-05-08T01:25:00+00:00,100.0,0,100.0
2026-05-08T02:15:00+00:00,100.0,0,100.0
2026-05-08T03:05:00+00:00,100.0,0,100.0
