ts,balance,positions,total_equity
2026-05-07T09:25:00+00:00,100.0,0,100.0
2026-05-07T10:15:00+00:00,100.0,0,100.0
2026-05-07T11:05:00+00:00,100.0,0,100.0
2026-05-07T11:55:00+00:00,100.0,0,100.0
2026-05-07T12:45:00+00:00,100.0,0,100.0
2026-05-07T13:35:00+00:00,100.0,0,100.0
2026-05-07T14:25:00+00:00,100.0,0,100.0
2026-05-07T15:15:00+00:00,100.0,0,100.0
2026-05-07T16:05:00+00:00,100.0,0,100.0
2026-05-07T16:55:00+00:00,100.0,0,100.0
2026-05-07T17:45:00+00:00,100.0,0,100.0
2026-05-07T18:35:00+00:00,100.0,0,100.0
2026-05-07T19:25:00+00:00,100.0,0,100.0
2026-05-07T20:15:00+00:00,100.0,0,100.0
2026-05-07T21:05:00+00:00,100.0,0,100.0
2026-05-07T21:55:00+00:00,100.0,0,100.0
2026-05-07T22:45:00+00:00,100.0,0,100.0
2026-05-07T23:35:00+00:00,100.0,0,100.0
2026-05-08T00:25:00+00:00,100.0,0,100.0
2026-05-08T01:15:00+00:00,100.0,0,100.0
2026-05-08T02:05:00+00:00,100.0,0,100.0
2026-05-08T02:55:00+00:00,100.0,0,100.0
2026-05-08T03:45:00+00:00,100.0,0,100.0
2026-05-08T04:35:00+00:00,100.0,0,100.0
2026-05-08T05:25:00+00:00,100.0,0,100.0
2026-05-08T06:15:00+00:00,100.0,0,100.0
2026-05-08T07:05:00+00:00,100.0,0,100.0
