ts,balance,positions,total_equity
2026-05-06T21:40:00+00:00,100.0,0,100.0
2026-05-06T22:30:00+00:00,100.0,0,100.0
2026-05-06T23:20:00+00:00,100.0,0,100.0
2026-05-07T00:10:00+00:00,100.0,0,100.0
2026-05-07T01:00:00+00:00,100.0,0,100.0
2026-05-07T01:50:00+00:00,100.0,0,100.0
2026-05-07T02:40:00+00:00,100.0,0,100.0
2026-05-07T03:30:00+00:00,100.0,0,100.0
2026-05-07T04:20:00+00:00,100.0,0,100.0
2026-05-07T05:10:00+00:00,100.0,0,100.0
2026-05-07T06:00:00+00:00,100.0,0,100.0
2026-05-07T06:50:00+00:00,100.0,0,100.0
2026-05-07T07:40:00+00:00,100.0,0,100.0
2026-05-07T08:30:00+00:00,100.0,0,100.0
2026-05-07T09:20:00+00:00,100.0,0,100.0
2026-05-07T10:10:00+00:00,100.0,0,100.0
2026-05-07T11:00:00+00:00,100.0,0,100.0
2026-05-07T11:50:00+00:00,100.0,0,100.0
2026-05-07T12:40:00+00:00,100.0,0,100.0
2026-05-07T13:30:00+00:00,100.0,0,100.0
2026-05-07T14:20:00+00:00,100.0,0,100.0
2026-05-07T15:10:00+00:00,100.0,0,100.0
2026-05-07T16:00:00+00:00,100.0,0,100.0
2026-05-07T16:50:00+00:00,100.0,0,100.0
2026-05-07T17:40:00+00:00,100.0,0,100.0
2026-05-07T18:30:00+00:00,100.0,0,100.0
2026-05-07T19:20:00+00:00,100.0,0,100.0
