ts,balance,positions,total_equity
2026-05-07T01:25:00+00:00,100.0,0,100.0
2026-05-07T02:15:00+00:00,100.0,0,100.0
2026-05-07T03:05:00+00:00,100.0,0,100.0
2026-05-07T03:55:00+00:00,100.0,0,100.0
2026-05-07T04:45:00+00:00,100.0,0,100.0
2026-05-07T05:35:00+00:00,100.0,0,100.0
2026-05-07T06:25:00+00:00,100.0,0,100.0
2026-05-07T07:15:00+00:00,100.0,0,100.0
2026-05-07T08:05:00+00:00,100.0,0,100.0
2026-05-07T08:55:00+00:00,100.0,0,100.0
2026-05-07T09:45:00+00:00,100.0,0,100.0
2026-05-07T10:35:00+00:00,100.0,0,100.0
2026-05-07T11:25:00+00:00,100.0,0,100.0
2026-05-07T12:15:00+00:00,100.0,0,100.0
2026-05-07T13:05:00+00:00,100.0,0,100.0
2026-05-07T13:55:00+00:00,100.0,0,100.0
2026-05-07T14:45:00+00:00,100.0,0,100.0
2026-05-07T15:35:00+00:00,100.0,0,100.0
2026-05-07T16:25:00+00:00,100.0,0,100.0
2026-05-07T17:15:00+00:00,100.0,0,100.0
2026-05-07T18:05:00+00:00,100.0,0,100.0
2026-05-07T18:55:00+00:00,100.0,0,100.0
2026-05-07T19:45:00+00:00,100.0,0,100.0
2026-05-07T20:35:00+00:00,100.0,0,100.0
2026-05-07T21:25:00+00:00,100.0,0,100.0
2026-05-07T22:15:00+00:00,100.0,0,100.0
2026-05-07T23:05:00+00:00,100.0,0,100.0
