ts,balance,position_qty,avg_entry,position_value,unrealized_pnl,realized_pnl,total_equity,price
2026-01-01T00:00:00+00:00,1000.0,0.0,0,0.0,0.0,0.0,1000.0,150.0
2026-01-01T00:05:00+00:00,1000.0,0.0,0,0.0,0.0,0.0,1000.0,149.96
2026-01-01T00:10:00+00:00,1000.0,0.0,0,0.0,0.0,0.0,1000.0,150.78
2026-01-01T00:15:00+00:00,1000.0,0.0,0,0.0,0.0,0.0,1000.0,152.05
2026-01-01T00:20:00+00:00,1000.0,0.0,0,0.0,0.0,0.0,1000.0,151.45
2026-01-01T00:25:00+00:00,1000.0,0.0,0,0.0,0.0,0.0,1000.0,152.26
2026-01-01T00:30:00+00:00,1000.0,0.0,0,0.0,0.0,0.0,1000.0,152.61
2026-01-01T00:35:00+00:00,1000.0,0.0,0,0.0,0.0,0.0,1000.0,153.6
2026-01-01T00:40:00+00:00,1000.0,0.0,0,0.0,0.0,0.0,1000.0,154.58
2026-01-01T00:45:00+00:00,1000.0,0.0,0,0.0,0.0,0.0,1000.0,155.57
2026-01-01T00:50:00+00:00,1000.0,0.0,0,0.0,0.0,0.0,1000.0,155.81
2026-01-01T01:15:00+00:00,998.56,0.0,0,0.0,0.0,-1.4433,998.56,152.44
2026-01-01T01:40:00+00:00,997.44,0.0,0,0.0,0.0,-2.5644,997.44,152.17
2026-01-01T02:05:00+00:00,996.95,0.0,0,0.0,0.0,-3.0452,996.95,149.71
2026-01-01T02:30:00+00:00,994.69,0.0,0,0.0,0.0,-5.3098,994.69,151.0
2026-01-01T02:55:00+00:00,994.69,0.0,0,0.0,0.0,-5.3098,994.69,152.08
2026-01-01T03:20:00+00:00,994.69,0.0,0,0.0,0.0,-5.3098,994.69,150.74
2026-01-01T03:45:00+00:00,994.69,0.0,0,0.0,0.0,-5.3098,994.69,150.06
2026-01-01T04:10:00+00:00,994.69,0.0,0,0.0,0.0,-5.3098,994.69,149.39
2026-01-01T04:35:00+00:00,994.69,0.0,0,0.0,0.0,-5.3098,994.69,148.05
2026-01-01T05:00:00+00:00,994.69,0.0,0,0.0,0.0,-5.3098,994.69,148.71
2026-01-01T05:25:00+00:00,994.69,0.0,0,0.0,0.0,-5.3098,994.69,148.07
2026-01-01T05:50:00+00:00,994.69,0.0,0,0.0,0.0,-5.3098,994.69,147.14
2026-01-01T06:15:00+00:00,994.69,0.0,0,0.0,0.0,-5.3098,994.69,147.49
2026-01-01T06:40:00+00:00,994.69,0.0,0,0.0,0.0,-5.3098,994.69,148.57
2026-01-01T07:05:00+00:00,994.69,0.0,0,0.0,0.0,-5.3098,994.69,150.08
2026-01-01T07:30:00+00:00,994.69,0.0,0,0.0,0.0,-5.3098,994.69,149.82
2026-01-01T07:55:00+00:00,994.69,0.0,0,0.0,0.0,-5.3098,994.69,148.17
2026-01-01T08:20:00+00:00,994.69,0.0,0,0.0,0.0,-5.3098,994.69,149.47
2026-01-01T08:45:00+00:00,994.69,0.0,0,0.0,0.0,-5.3098,994.69,151.29
2026-01-01T09:10:00+00:00,994.69,0.0,0,0.0,0.0,-5.3098,994.69,151.67
2026-01-01T09:35:00+00:00,994.69,0.0,0,0.0,0.0,-5.3098,994.69,150.02
2026-01-01T10:00:00+00:00,994.69,0.0,0,0.0,0.0,-5.3098,994.69,148.87
2026-01-01T10:25:00+00:00,994.69,0.0,0,0.0,0.0,-5.3098,994.69,150.48
2026-01-01T10:50:00+00:00,994.69,0.0,0,0.0,0.0,-5.3098,994.69,150.89
2026-01-01T11:15:00+00:00,994.69,0.0,0,0.0,0.0,-5.3098,994.69,150.13
2026-01-01T11:40:00+00:00,994.69,0.0,0,0.0,0.0,-5.3098,994.69,149.61
2026-01-01T12:05:00+00:00,994.69,0.0,0,0.0,0.0,-5.3098,994.69,145.86
2026-01-01T12:30:00+00:00,994.69,0.0,0,0.0,0.0,-5.3098,994.69,146.81
2026-01-01T12:55:00+00:00,994.69,0.0,0,0.0,0.0,-5.3098,994.69,146.5
2026-01-01T13:20:00+00:00,994.69,0.0,0,0.0,0.0,-5.3098,994.69,144.5
2026-01-01T13:45:00+00:00,994.69,0.0,0,0.0,0.0,-5.3098,994.69,142.3
2026-01-01T14:10:00+00:00,994.69,0.0,0,0.0,0.0,-5.3098,994.69,141.27
2026-01-01T14:35:00+00:00,994.69,0.0,0,0.0,0.0,-5.3098,994.69,145.42
2026-01-01T15:00:00+00:00,994.69,0.0,0,0.0,0.0,-5.3098,994.69,146.42
2026-01-01T15:25:00+00:00,994.69,0.0,0,0.0,0.0,-5.3098,994.69,146.71
2026-01-01T15:50:00+00:00,994.69,0.0,0,0.0,0.0,-5.3098,994.69,149.44
2026-01-01T16:15:00+00:00,994.69,0.0,0,0.0,0.0,-5.3098,994.69,150.74
2026-01-01T16:40:00+00:00,994.69,0.0,0,0.0,0.0,-5.3098,994.69,152.01
2026-01-01T17:05:00+00:00,994.69,0.0,0,0.0,0.0,-5.3098,994.69,153.45
2026-01-01T17:30:00+00:00,994.69,0.0,0,0.0,0.0,-5.3098,994.69,151.37
2026-01-01T17:55:00+00:00,994.69,0.0,0,0.0,0.0,-5.3098,994.69,151.77
2026-01-01T18:20:00+00:00,994.69,0.0,0,0.0,0.0,-5.3098,994.69,153.69
2026-01-01T18:45:00+00:00,994.69,0.0,0,0.0,0.0,-5.3098,994.69,150.71
2026-01-01T19:10:00+00:00,994.69,0.0,0,0.0,0.0,-5.3098,994.69,152.0
2026-01-01T19:35:00+00:00,994.69,0.0,0,0.0,0.0,-5.3098,994.69,149.34
