ts,symbol,side,qty,price,usd_amount,realized_pnl,reason
2026-01-01T01:05:00+00:00,BTC,BUY,387.94273965,0.39,150.0,0.0,SIGNAL_BUY
2026-01-01T01:10:00+00:00,BTC,SELL,387.94273965,0.38,147.11,-2.8867,SIGNAL_SELL
2026-01-01T01:25:00+00:00,BTC,BUY,402.10505891,0.37,149.57,0.0,SIGNAL_BUY
2026-01-01T01:40:00+00:00,BTC,SELL,402.10505891,0.37,147.31,-2.2542,SIGNAL_SELL
2026-01-01T02:10:00+00:00,BTC,BUY,424.63447117,0.35,149.23,0.0,SIGNAL_BUY
2026-01-01T02:15:00+00:00,BTC,SELL,424.63447117,0.34,145.47,-3.7614,SIGNAL_SELL
2026-01-01T02:20:00+00:00,BTC,BUY,424.12965918,0.35,148.66,0.0,SIGNAL_BUY
2026-01-01T02:30:00+00:00,BTC,BUY,354.33169311,0.36,126.36,0.0,SIGNAL_BUY
2026-01-01T02:35:00+00:00,BTC,BUY,294.98575683,0.36,107.41,0.0,SIGNAL_BUY
2026-01-01T02:40:00+00:00,BTC,SELL,1073.44710912,0.36,385.04,2.6003,SIGNAL_SELL
