entry_timestamp_utc,exit_timestamp_utc,instrument,timeframe,side,stake,p_side_model,edge,entry_price,exit_price,result,pnl,equity_after
2026-05-06T23:15:00+00:00,2026-05-06T23:20:00+00:00,SOLUSDT,5m,UP,0.357632,0.5225,0.1892,89.03,89.15,WIN,0.33975,100.33975
2026-05-06T23:20:00+00:00,2026-05-06T23:25:00+00:00,SOLUSDT,5m,UP,2.850145,0.5897,0.0897,89.15,89.15,LOSS,-2.850145,97.489605
2026-05-06T23:25:00+00:00,2026-05-06T23:30:00+00:00,SOLUSDT,5m,UP,0.752076,0.5337,0.0337,89.15,89.14,LOSS,-0.752076,96.737529
2026-05-07T00:05:00+00:00,2026-05-07T00:10:00+00:00,SOLUSDT,5m,DOWN,2.551244,0.5842,0.1842,89.03,89.02,WIN,2.423681,99.16121
2026-05-07T00:10:00+00:00,2026-05-07T00:15:00+00:00,SOLUSDT,5m,DOWN,1.486729,0.5534,0.1312,89.02,88.99,WIN,1.412393,100.573603
2026-05-07T00:15:00+00:00,2026-05-07T00:20:00+00:00,SOLUSDT,5m,DOWN,0.255637,0.5197,0.0308,88.99,88.82,WIN,0.242855,100.816458
2026-05-07T00:45:00+00:00,2026-05-07T00:50:00+00:00,SOLUSDT,5m,UP,0.78519,0.5339,0.3339,88.48,88.27,LOSS,-0.78519,100.031268
2026-05-07T01:10:00+00:00,2026-05-07T01:15:00+00:00,SOLUSDT,5m,UP,3.288586,0.6018,0.3828,88.38,88.18,LOSS,-3.288586,96.742682
2026-05-07T01:20:00+00:00,2026-05-07T01:25:00+00:00,SOLUSDT,5m,UP,0.553297,0.5283,0.3569,88.33,88.39,WIN,0.525632,97.268314
2026-05-07T01:25:00+00:00,2026-05-07T01:30:00+00:00,SOLUSDT,5m,UP,2.284925,0.5764,0.3478,88.39,88.24,LOSS,-2.284925,94.983389
2026-05-07T01:35:00+00:00,2026-05-07T01:40:00+00:00,SOLUSDT,5m,UP,0.244937,0.5198,0.3293,88.35,88.35,LOSS,-0.244937,94.738452
2026-05-07T01:40:00+00:00,2026-05-07T01:45:00+00:00,SOLUSDT,5m,UP,0.639844,0.5311,0.3406,88.35,88.35,LOSS,-0.639844,94.098608
2026-05-07T01:55:00+00:00,2026-05-07T02:00:00+00:00,SOLUSDT,5m,UP,0.736346,0.534,0.3435,88.31,88.2,LOSS,-0.736346,93.362262
2026-05-07T02:30:00+00:00,2026-05-07T02:35:00+00:00,SOLUSDT,5m,UP,2.103481,0.5738,0.2912,88.06,87.96,LOSS,-2.103481,91.258781
2026-05-07T14:45:00+00:00,2026-05-07T14:50:00+00:00,SOLUSDT,5m,UP,1.385107,0.5539,0.484,88.1,88.24,WIN,1.315851,92.574632
2026-05-07T14:50:00+00:00,2026-05-07T14:55:00+00:00,SOLUSDT,5m,UP,3.146056,0.6048,0.437,88.24,88.15,LOSS,-3.146056,89.428576
2026-05-07T15:00:00+00:00,2026-05-07T15:05:00+00:00,SOLUSDT,5m,UP,0.980655,0.5425,0.3537,88.27,88.48,WIN,0.931622,90.360198
2026-05-07T15:05:00+00:00,2026-05-07T15:10:00+00:00,SOLUSDT,5m,UP,4.666638,0.6526,0.2686,88.48,88.36,LOSS,-4.666638,85.69356
2026-05-07T15:30:00+00:00,2026-05-07T15:35:00+00:00,SOLUSDT,5m,UP,4.792904,0.6642,0.2892,88.33,88.37,WIN,4.553259,90.246818
2026-05-07T15:35:00+00:00,2026-05-07T15:40:00+00:00,SOLUSDT,5m,UP,2.873554,0.599,0.1785,88.37,88.42,WIN,2.729876,92.976694
2026-05-07T15:40:00+00:00,2026-05-07T15:45:00+00:00,SOLUSDT,5m,UP,0.919941,0.5396,0.0623,88.42,88.52,WIN,0.873944,93.850638
2026-05-07T15:55:00+00:00,2026-05-07T16:00:00+00:00,SOLUSDT,5m,DOWN,2.794121,0.5934,0.186,88.32,88.33,LOSS,-2.794121,91.056517
2026-05-07T16:00:00+00:00,2026-05-07T16:05:00+00:00,SOLUSDT,5m,DOWN,0.614977,0.5311,0.1657,88.33,88.32,WIN,0.584228,91.640745
2026-05-07T16:30:00+00:00,2026-05-07T16:35:00+00:00,SOLUSDT,5m,DOWN,0.520732,0.5282,0.3076,88.55,88.46,WIN,0.494695,92.13544
2026-05-07T16:35:00+00:00,2026-05-07T16:40:00+00:00,SOLUSDT,5m,DOWN,2.739652,0.5933,0.2404,88.46,88.52,LOSS,-2.739652,89.395788
2026-05-07T16:55:00+00:00,2026-05-07T17:00:00+00:00,SOLUSDT,5m,DOWN,3.219688,0.6103,0.2132,88.43,88.47,LOSS,-3.219688,86.176099
2026-05-07T17:00:00+00:00,2026-05-07T17:05:00+00:00,SOLUSDT,5m,DOWN,0.222225,0.5198,0.1816,88.47,88.47,WIN,0.211114,86.387214
2026-05-07T17:30:00+00:00,2026-05-07T17:35:00+00:00,SOLUSDT,5m,UP,1.215414,0.5509,0.0964,88.4,88.48,WIN,1.154643,87.541857
2026-05-07T17:45:00+00:00,2026-05-07T17:50:00+00:00,SOLUSDT,5m,DOWN,0.591239,0.5311,0.0402,88.43,88.52,LOSS,-0.591239,86.950617
2026-05-07T18:10:00+00:00,2026-05-07T18:15:00+00:00,SOLUSDT,5m,DOWN,0.673986,0.5338,0.4005,88.82,88.8,WIN,0.640287,87.590904
2026-05-07T18:15:00+00:00,2026-05-07T18:20:00+00:00,SOLUSDT,5m,DOWN,0.132023,0.5169,0.3569,88.8,88.88,LOSS,-0.132023,87.458882
2026-05-07T18:40:00+00:00,2026-05-07T18:45:00+00:00,SOLUSDT,5m,DOWN,5.783499,0.6918,0.2614,88.62,88.44,WIN,5.494324,92.953206
2026-05-07T18:45:00+00:00,2026-05-07T18:50:00+00:00,SOLUSDT,5m,DOWN,6.356326,0.6979,0.0397,88.44,88.37,WIN,6.03851,98.991716
