entry_timestamp_utc,exit_timestamp_utc,instrument,timeframe,side,stake,p_side_model,edge,entry_price,exit_price,result,pnl,equity_after
2026-05-06T18:40:00+00:00,2026-05-06T18:45:00+00:00,SOLUSDT,5m,UP,7.722916,0.6152,0.2614,88.96,88.89,LOSS,-7.722916,92.277084
2026-05-06T18:45:00+00:00,2026-05-06T18:50:00+00:00,SOLUSDT,5m,UP,0.478871,0.5197,0.1932,88.89,89.0,WIN,0.454927,92.732011
2026-05-06T19:10:00+00:00,2026-05-06T19:15:00+00:00,SOLUSDT,5m,DOWN,5.587703,0.5927,0.1641,88.97,89.07,LOSS,-5.587703,87.144309
2026-05-06T19:30:00+00:00,2026-05-06T19:35:00+00:00,SOLUSDT,5m,DOWN,4.889456,0.5872,0.0122,88.92,89.17,LOSS,-4.889456,82.254852
2026-05-06T19:45:00+00:00,2026-05-06T19:50:00+00:00,SOLUSDT,5m,DOWN,2.337948,0.5505,0.2886,89.06,89.22,LOSS,-2.337948,79.916904
2026-05-06T20:20:00+00:00,2026-05-06T20:25:00+00:00,SOLUSDT,5m,DOWN,0.746293,0.5252,0.4158,89.46,89.41,WIN,0.708979,80.625883
2026-05-06T20:25:00+00:00,2026-05-06T20:30:00+00:00,SOLUSDT,5m,DOWN,2.109189,0.5475,0.36,89.41,89.28,WIN,2.00373,82.629613
2026-05-06T20:30:00+00:00,2026-05-06T20:35:00+00:00,SOLUSDT,5m,DOWN,4.611215,0.5868,0.177,89.28,89.17,WIN,4.380654,87.010267
2026-05-06T20:50:00+00:00,2026-05-06T20:55:00+00:00,SOLUSDT,5m,UP,0.635318,0.5225,0.375,89.01,89.19,WIN,0.603552,87.613819
2026-05-06T20:55:00+00:00,2026-05-06T21:00:00+00:00,SOLUSDT,5m,UP,7.009106,0.6205,0.1779,89.19,89.23,WIN,6.65865,94.27247
2026-05-06T21:00:00+00:00,2026-05-06T21:05:00+00:00,SOLUSDT,5m,UP,4.265363,0.5728,0.0646,89.23,89.4,WIN,4.052095,98.324564
2026-05-06T21:10:00+00:00,2026-05-06T21:15:00+00:00,SOLUSDT,5m,DOWN,2.579607,0.5476,0.0558,89.23,89.28,LOSS,-2.579607,95.744957
2026-05-06T21:15:00+00:00,2026-05-06T21:20:00+00:00,SOLUSDT,5m,DOWN,0.489645,0.5196,0.0959,89.28,89.38,LOSS,-0.489645,95.255312
2026-05-06T21:45:00+00:00,2026-05-06T21:50:00+00:00,SOLUSDT,5m,DOWN,2.089509,0.5419,0.3673,89.46,89.54,LOSS,-2.089509,93.165803
2026-05-06T21:55:00+00:00,2026-05-06T22:00:00+00:00,SOLUSDT,5m,DOWN,0.279674,0.5168,0.3581,89.47,89.49,LOSS,-0.279674,92.886129
2026-05-06T22:05:00+00:00,2026-05-06T22:10:00+00:00,SOLUSDT,5m,DOWN,5.379779,0.5896,0.1928,89.32,89.34,LOSS,-5.379779,87.50635
2026-05-07T10:35:00+00:00,2026-05-07T10:40:00+00:00,SOLUSDT,5m,UP,5.642477,0.5983,0.2983,89.02,89.18,WIN,5.360354,92.866704
2026-05-07T10:40:00+00:00,2026-05-07T10:45:00+00:00,SOLUSDT,5m,UP,7.429336,0.6205,0.101,89.18,89.11,LOSS,-7.429336,85.437368
2026-05-07T11:15:00+00:00,2026-05-07T11:20:00+00:00,SOLUSDT,5m,DOWN,0.617388,0.5224,0.4278,89.45,89.61,LOSS,-0.617388,84.819979
2026-05-07T11:25:00+00:00,2026-05-07T11:30:00+00:00,SOLUSDT,5m,DOWN,2.756367,0.5559,0.339,89.43,89.51,LOSS,-2.756367,82.063612
2026-05-07T11:45:00+00:00,2026-05-07T11:50:00+00:00,SOLUSDT,5m,DOWN,3.706782,0.5727,0.3558,89.43,89.48,LOSS,-3.706782,78.35683
2026-05-07T11:50:00+00:00,2026-05-07T11:55:00+00:00,SOLUSDT,5m,DOWN,0.400721,0.5196,0.363,89.48,89.57,LOSS,-0.400721,77.956109
