timestamp_utc,instrument,action,reason_code,p_model_up,p_market_up,edge,balance,position_qty,position_value,total_equity,price
2026-05-07T20:55:00+00:00,SOLUSDT,HOLD,WARMUP,0.5,0.5,0.0,100.0,0.0,0.0,100.0,88.07
2026-05-07T21:00:00+00:00,SOLUSDT,HOLD,WARMUP,0.5,1.0,0.5,100.0,0.0,0.0,100.0,88.13
2026-05-07T21:05:00+00:00,SOLUSDT,HOLD,WARMUP,0.2605,0.0,0.2605,100.0,0.0,0.0,100.0,87.68
2026-05-07T21:10:00+00:00,SOLUSDT,HOLD,WARMUP,0.4915,0.4667,0.0248,100.0,0.0,0.0,100.0,87.89
2026-05-07T21:15:00+00:00,SOLUSDT,HOLD,WARMUP,0.6675,0.8889,0.2214,100.0,0.0,0.0,100.0,88.08
2026-05-07T21:20:00+00:00,SOLUSDT,HOLD,WARMUP,0.5369,0.8222,0.2853,100.0,0.0,0.0,100.0,88.05
2026-05-07T21:25:00+00:00,SOLUSDT,HOLD,WARMUP,0.5425,1.0,0.4575,100.0,0.0,0.0,100.0,88.14
2026-05-07T21:30:00+00:00,SOLUSDT,HOLD,WARMUP,0.5482,1.0,0.4518,100.0,0.0,0.0,100.0,88.18
2026-05-07T21:35:00+00:00,SOLUSDT,HOLD,WARMUP,0.4943,0.94,0.4457,100.0,0.0,0.0,100.0,88.15
2026-05-07T21:40:00+00:00,SOLUSDT,HOLD,WARMUP,0.4063,0.64,0.2337,100.0,0.0,0.0,100.0,88.0
2026-05-07T21:45:00+00:00,SOLUSDT,HOLD,HOLD,0.4972,0.78,0.2828,100.0,0.0,0.0,100.0,88.07
2026-05-07T21:50:00+00:00,SOLUSDT,HOLD,HOLD,0.5142,0.76,0.2458,100.0,0.0,0.0,100.0,88.06
2026-05-07T21:55:00+00:00,SOLUSDT,HOLD,HOLD,0.446,0.58,0.134,100.0,0.0,0.0,100.0,87.97
2026-05-07T22:00:00+00:00,SOLUSDT,HOLD,HOLD,0.3661,0.2,0.1661,100.0,0.0,0.0,100.0,87.78
2026-05-07T22:05:00+00:00,SOLUSDT,HOLD,HOLD,0.4744,0.3,0.1744,100.0,0.0,0.0,100.0,87.83
2026-05-07T22:10:00+00:00,SOLUSDT,BUY,BUY_EXECUTED,0.5824,0.54,0.0424,75.0,0.284252,25.0,100.0,87.95
2026-05-07T22:15:00+00:00,SOLUSDT,HOLD,HOLD,0.6079,0.8,0.1921,75.0,0.284252,25.04,100.04,88.08
2026-05-07T22:20:00+00:00,SOLUSDT,HOLD,HOLD,0.5709,0.92,0.3491,75.0,0.284252,25.05,100.05,88.14
2026-05-07T22:25:00+00:00,SOLUSDT,SELL,SELL_EXECUTED,0.4489,0.68,0.2311,100.02,0.0,0.0,100.02,88.02
2026-05-07T22:30:00+00:00,SOLUSDT,HOLD,HOLD,0.3405,0.24,0.1005,100.02,0.0,0.0,100.02,87.8
2026-05-07T22:35:00+00:00,SOLUSDT,HOLD,EDGE_TOO_LOW,0.5057,0.48,0.0257,100.02,0.0,0.0,100.02,87.92
2026-05-07T22:40:00+00:00,SOLUSDT,HOLD,HOLD,0.5114,0.4,0.1114,100.02,0.0,0.0,100.02,87.88
2026-05-07T22:45:00+00:00,SOLUSDT,HOLD,HOLD,0.5511,0.62,0.0689,100.02,0.0,0.0,100.02,87.99
2026-05-07T22:50:00+00:00,SOLUSDT,HOLD,HOLD,0.588,0.775,0.187,100.02,0.0,0.0,100.02,88.09
