ts,symbol,side,qty,price,usd_amount,realized_pnl,reason
2026-05-07T22:10:00+00:00,SOLUSDT,BUY,0.28425242,87.95,25.0,0.0,SIGNAL_BUY
2026-05-07T22:25:00+00:00,SOLUSDT,SELL,0.28425242,88.02,25.02,0.0199,SIGNAL_SELL
2026-05-08T01:30:00+00:00,SOLUSDT,BUY,0.28331038,88.26,25.0,0.0,SIGNAL_BUY
2026-05-08T02:25:00+00:00,SOLUSDT,BUY,0.21335302,87.9,18.75,0.0,SIGNAL_BUY
2026-05-08T02:55:00+00:00,SOLUSDT,SELL,0.49666341,88.06,43.74,-0.0225,SIGNAL_SELL
2026-05-08T03:10:00+00:00,SOLUSDT,BUY,0.28411573,87.99,25.0,0.0,SIGNAL_BUY
2026-05-08T03:45:00+00:00,SOLUSDT,SELL,0.28411573,88.2,25.06,0.0597,SIGNAL_SELL
2026-05-08T06:10:00+00:00,SOLUSDT,BUY,0.2839303,88.1,25.01,0.0,SIGNAL_BUY
2026-05-08T07:30:00+00:00,SOLUSDT,BUY,0.21348082,87.88,18.76,0.0,SIGNAL_BUY
2026-05-08T07:35:00+00:00,SOLUSDT,BUY,0.15996499,87.96,14.07,0.0,SIGNAL_BUY
2026-05-08T07:45:00+00:00,SOLUSDT,SELL,0.65737611,88.19,57.97,0.1285,MAX_HOLD
2026-05-08T13:20:00+00:00,SOLUSDT,BUY,0.28301006,88.5,25.05,0.0,SIGNAL_BUY
2026-05-08T13:30:00+00:00,SOLUSDT,BUY,0.21225754,88.5,18.78,0.0,SIGNAL_BUY
2026-05-08T14:55:00+00:00,SOLUSDT,SELL,0.4952676,89.15,44.15,0.3219,MAX_HOLD
