ts,symbol,side,qty,price,usd_amount,realized_pnl,reason
2026-05-08T10:15:00+00:00,SOLUSDT,BUY,0.39570379,88.45,35.0,0.0,SIGNAL_BUY
2026-05-08T10:55:00+00:00,SOLUSDT,SELL,0.39570379,88.63,35.07,0.0712,SIGNAL_SELL
2026-05-08T13:15:00+00:00,SOLUSDT,BUY,0.39625443,88.39,35.02,0.0,SIGNAL_BUY
2026-05-08T13:20:00+00:00,SOLUSDT,BUY,0.25724524,88.5,22.77,0.0,SIGNAL_BUY
2026-05-08T13:30:00+00:00,SOLUSDT,BUY,0.16720941,88.5,14.8,0.0,SIGNAL_BUY
2026-05-08T13:45:00+00:00,SOLUSDT,BUY,0.10894463,88.29,9.62,0.0,SIGNAL_BUY
2026-05-08T13:50:00+00:00,SOLUSDT,BUY,0.07082203,88.28,6.25,0.0,SIGNAL_BUY
2026-05-08T13:55:00+00:00,SOLUSDT,BUY,0.04600305,88.34,4.06,0.0,SIGNAL_BUY
2026-05-08T14:25:00+00:00,SOLUSDT,SELL,1.0464788,89.05,93.19,0.665,SIGNAL_SELL
2026-05-08T15:30:00+00:00,SOLUSDT,BUY,0.39695642,88.82,35.26,0.0,SIGNAL_BUY
2026-05-08T16:00:00+00:00,SOLUSDT,SELL,0.39695642,89.41,35.49,0.2342,SIGNAL_SELL
2026-05-08T20:10:00+00:00,SOLUSDT,BUY,0.38238088,92.42,35.34,0.0,SIGNAL_BUY
2026-05-08T21:00:00+00:00,SOLUSDT,BUY,0.24916766,92.19,22.97,0.0,SIGNAL_BUY
2026-05-08T21:15:00+00:00,SOLUSDT,BUY,0.16225819,92.02,14.93,0.0,SIGNAL_BUY
2026-05-08T21:30:00+00:00,SOLUSDT,BUY,0.10536477,92.11,9.71,0.0,SIGNAL_BUY
2026-05-08T21:45:00+00:00,SOLUSDT,SELL,0.89917149,92.33,83.02,0.0739,MAX_HOLD
2026-05-09T00:10:00+00:00,SOLUSDT,BUY,0.38407388,92.08,35.37,0.0,SIGNAL_BUY
2026-05-09T00:40:00+00:00,SOLUSDT,SELL,0.38407388,92.37,35.48,0.1114,SIGNAL_SELL
2026-05-09T04:30:00+00:00,SOLUSDT,BUY,0.37780927,93.71,35.4,0.0,SIGNAL_BUY
2026-05-09T04:45:00+00:00,SOLUSDT,BUY,0.24604864,93.53,23.01,0.0,SIGNAL_BUY
2026-05-09T05:10:00+00:00,SOLUSDT,BUY,0.16063578,93.12,14.96,0.0,SIGNAL_BUY
2026-05-09T05:15:00+00:00,SOLUSDT,BUY,0.10416716,93.34,9.72,0.0,SIGNAL_BUY
2026-05-09T05:20:00+00:00,SOLUSDT,BUY,0.06760725,93.48,6.32,0.0,SIGNAL_BUY
2026-05-09T06:05:00+00:00,SOLUSDT,SELL,0.9562681,93.94,89.83,0.4131,MAX_HOLD
2026-05-09T07:00:00+00:00,SOLUSDT,BUY,0.37983856,93.59,35.55,0.0,SIGNAL_BUY
2026-05-09T07:15:00+00:00,SOLUSDT,BUY,0.24681595,93.62,23.11,0.0,SIGNAL_BUY
2026-05-09T07:40:00+00:00,SOLUSDT,SELL,0.6266545,93.72,58.73,0.0741,SIGNAL_SELL
