ts,symbol,side,qty,price,usd_amount,realized_pnl,reason
2026-01-01T00:50:00+00:00,BTC,BUY,21.12557262,18.93,400.0,0.0,SIGNAL_BUY
2026-01-01T00:55:00+00:00,BTC,SELL,21.12557262,18.81,397.48,-2.5247,SIGNAL_SELL
2026-01-01T01:05:00+00:00,BTC,BUY,21.28966948,18.74,398.99,0.0,SIGNAL_BUY
2026-01-01T01:10:00+00:00,BTC,SELL,21.28966948,18.6,395.92,-3.0713,SIGNAL_SELL
2026-01-01T01:25:00+00:00,BTC,BUY,21.55132069,18.46,397.76,0.0,SIGNAL_BUY
2026-01-01T01:30:00+00:00,BTC,BUY,12.89928658,18.5,238.66,0.0,SIGNAL_BUY
2026-01-01T01:40:00+00:00,BTC,SELL,34.45060727,18.35,632.03,-4.3925,SIGNAL_SELL
2026-01-01T01:55:00+00:00,BTC,BUY,21.92289811,18.06,396.0,0.0,SIGNAL_BUY
2026-01-01T02:00:00+00:00,BTC,SELL,21.92289811,18.02,394.99,-1.018,SIGNAL_SELL
2026-01-01T02:10:00+00:00,BTC,BUY,21.92082616,18.05,395.6,0.0,SIGNAL_BUY
2026-01-01T02:15:00+00:00,BTC,SELL,21.92082616,17.86,391.61,-3.9888,STOP_LOSS
