entry_timestamp_utc,exit_timestamp_utc,instrument,timeframe,side,stake,p_side_model,edge,entry_price,exit_price,result,pnl,equity_after
2026-05-07T01:20:00+00:00,2026-05-07T01:25:00+00:00,SOLUSDT,5m,UP,0.823574,0.5283,0.3569,88.33,88.39,WIN,0.782395,100.782395
2026-05-07T01:25:00+00:00,2026-05-07T01:30:00+00:00,SOLUSDT,5m,UP,3.409162,0.5764,0.3478,88.39,88.24,LOSS,-3.409162,97.373233
2026-05-07T01:35:00+00:00,2026-05-07T01:40:00+00:00,SOLUSDT,5m,UP,0.361584,0.5198,0.3293,88.35,88.35,LOSS,-0.361584,97.011649
2026-05-07T01:40:00+00:00,2026-05-07T01:45:00+00:00,SOLUSDT,5m,UP,0.943483,0.5311,0.3406,88.35,88.35,LOSS,-0.943483,96.068166
2026-05-07T01:55:00+00:00,2026-05-07T02:00:00+00:00,SOLUSDT,5m,UP,1.082533,0.534,0.3435,88.31,88.2,LOSS,-1.082533,94.985634
2026-05-07T02:30:00+00:00,2026-05-07T02:35:00+00:00,SOLUSDT,5m,UP,3.081681,0.5738,0.2912,88.06,87.96,LOSS,-3.081681,91.903953
2026-05-07T14:45:00+00:00,2026-05-07T14:50:00+00:00,SOLUSDT,5m,UP,2.008654,0.5539,0.484,88.1,88.24,WIN,1.908222,93.812174
2026-05-07T14:50:00+00:00,2026-05-07T14:55:00+00:00,SOLUSDT,5m,UP,4.590883,0.6048,0.437,88.24,88.15,LOSS,-4.590883,89.221292
2026-05-07T15:00:00+00:00,2026-05-07T15:05:00+00:00,SOLUSDT,5m,UP,1.40887,0.5425,0.3537,88.27,88.48,WIN,1.338426,90.559718
2026-05-07T15:05:00+00:00,2026-05-07T15:10:00+00:00,SOLUSDT,5m,UP,6.734797,0.6526,0.2686,88.48,88.36,LOSS,-6.734797,83.824921
2026-05-07T15:30:00+00:00,2026-05-07T15:35:00+00:00,SOLUSDT,5m,UP,6.705994,0.6642,0.2892,88.33,88.37,WIN,6.370694,90.195615
2026-05-07T15:35:00+00:00,2026-05-07T15:40:00+00:00,SOLUSDT,5m,UP,4.13557,0.599,0.1785,88.37,88.42,WIN,3.928791,94.124406
2026-05-07T15:40:00+00:00,2026-05-07T15:45:00+00:00,SOLUSDT,5m,UP,1.341067,0.5396,0.0623,88.42,88.52,WIN,1.274014,95.39842
2026-05-07T15:55:00+00:00,2026-05-07T16:00:00+00:00,SOLUSDT,5m,DOWN,4.089891,0.5934,0.186,88.32,88.33,LOSS,-4.089891,91.308529
2026-05-07T16:00:00+00:00,2026-05-07T16:05:00+00:00,SOLUSDT,5m,DOWN,0.888017,0.5311,0.1657,88.33,88.32,WIN,0.843616,92.152146
2026-05-07T16:30:00+00:00,2026-05-07T16:35:00+00:00,SOLUSDT,5m,DOWN,0.754038,0.5282,0.3076,88.55,88.46,WIN,0.716336,92.868482
2026-05-07T16:35:00+00:00,2026-05-07T16:40:00+00:00,SOLUSDT,5m,DOWN,3.976487,0.5933,0.2404,88.46,88.52,LOSS,-3.976487,88.891995
2026-05-07T16:55:00+00:00,2026-05-07T17:00:00+00:00,SOLUSDT,5m,DOWN,4.610223,0.6103,0.2132,88.43,88.47,LOSS,-4.610223,84.281773
2026-05-07T17:00:00+00:00,2026-05-07T17:05:00+00:00,SOLUSDT,5m,DOWN,0.31297,0.5198,0.1816,88.47,88.47,WIN,0.297322,84.579094
2026-05-07T17:30:00+00:00,2026-05-07T17:35:00+00:00,SOLUSDT,5m,UP,1.713563,0.5509,0.0964,88.4,88.48,WIN,1.627885,86.206979
2026-05-07T17:45:00+00:00,2026-05-07T17:50:00+00:00,SOLUSDT,5m,DOWN,0.838402,0.5311,0.0402,88.43,88.52,LOSS,-0.838402,85.368577
2026-05-07T18:10:00+00:00,2026-05-07T18:15:00+00:00,SOLUSDT,5m,DOWN,0.952882,0.5338,0.4005,88.82,88.8,WIN,0.905237,86.273815
2026-05-07T18:15:00+00:00,2026-05-07T18:20:00+00:00,SOLUSDT,5m,DOWN,0.187254,0.5169,0.3569,88.8,88.88,LOSS,-0.187254,86.086561
2026-05-07T18:40:00+00:00,2026-05-07T18:45:00+00:00,SOLUSDT,5m,DOWN,6.886925,0.6918,0.2614,88.62,88.44,WIN,6.542579,92.629139
2026-05-07T18:45:00+00:00,2026-05-07T18:50:00+00:00,SOLUSDT,5m,DOWN,7.410331,0.6979,0.0397,88.44,88.37,WIN,7.039815,99.668954
2026-05-07T18:55:00+00:00,2026-05-07T19:00:00+00:00,SOLUSDT,5m,UP,4.559327,0.5988,0.0798,88.58,88.37,LOSS,-4.559327,95.109627
2026-05-07T19:10:00+00:00,2026-05-07T19:15:00+00:00,SOLUSDT,5m,UP,4.350762,0.5988,0.2937,88.55,88.3,LOSS,-4.350762,90.758865
2026-05-07T19:30:00+00:00,2026-05-07T19:35:00+00:00,SOLUSDT,5m,UP,3.610917,0.5876,0.3523,88.44,88.62,WIN,3.430371,94.189236
2026-05-07T19:35:00+00:00,2026-05-07T19:40:00+00:00,SOLUSDT,5m,UP,6.568739,0.6439,0.1439,88.62,88.55,LOSS,-6.568739,87.620497
2026-05-07T20:00:00+00:00,2026-05-07T20:05:00+00:00,SOLUSDT,5m,UP,6.236505,0.6466,0.0584,88.68,88.65,LOSS,-6.236505,81.383993
