ts,balance,positions,total_equity
2026-05-07T07:25:00+00:00,100.0,0,100.0
2026-05-07T08:15:00+00:00,100.0,0,100.0
2026-05-07T09:05:00+00:00,100.0,0,100.0
2026-05-07T09:55:00+00:00,100.0,0,100.0
2026-05-07T10:45:00+00:00,100.0,0,100.0
2026-05-07T11:35:00+00:00,100.0,0,100.0
2026-05-07T12:25:00+00:00,100.0,0,100.0
2026-05-07T13:15:00+00:00,100.0,0,100.0
2026-05-07T14:05:00+00:00,100.0,0,100.0
2026-05-07T14:55:00+00:00,100.0,0,100.0
2026-05-07T15:45:00+00:00,100.0,0,100.0
2026-05-07T16:35:00+00:00,100.0,0,100.0
2026-05-07T17:25:00+00:00,100.0,0,100.0
2026-05-07T18:15:00+00:00,100.0,0,100.0
2026-05-07T19:05:00+00:00,100.0,0,100.0
2026-05-07T19:55:00+00:00,100.0,0,100.0
2026-05-07T20:45:00+00:00,100.0,0,100.0
2026-05-07T21:35:00+00:00,100.0,0,100.0
2026-05-07T22:25:00+00:00,100.0,0,100.0
2026-05-07T23:15:00+00:00,100.0,0,100.0
2026-05-08T00:05:00+00:00,100.0,0,100.0
2026-05-08T00:55:00+00:00,100.0,0,100.0
2026-05-08T01:45:00+00:00,100.0,0,100.0
2026-05-08T02:35:00+00:00,100.0,0,100.0
2026-05-08T03:25:00+00:00,100.0,0,100.0
2026-05-08T04:15:00+00:00,100.0,0,100.0
2026-05-08T05:05:00+00:00,100.0,0,100.0
