timestamp_utc,instrument,timeframe,open,high,low,close,p_model_up,p_market_up,tv_recommendation,tv_confidence
2026-01-01T00:00:00Z,BTC,5m,0.30000000,0.30030000,0.29970000,0.30000000,0.6881,0.5314,SELL,0.3462
2026-01-01T00:05:00Z,BTC,5m,0.30000000,0.30000826,0.29996419,0.29997245,0.4805,0.4761,SELL,0.3462
2026-01-01T00:10:00Z,BTC,5m,0.29997245,0.30068622,0.29980781,0.30052127,0.6807,0.4713,SELL,0.3462
2026-01-01T00:15:00Z,BTC,5m,0.30052127,0.30161871,0.30026818,0.30136491,0.7621,0.5126,SELL,0.3462
2026-01-01T00:20:00Z,BTC,5m,0.30136491,0.30148428,0.30084777,0.30096699,0.3960,0.4712,SELL,0.3462
2026-01-01T00:25:00Z,BTC,5m,0.30096699,0.30166946,0.30080495,0.30150713,0.6649,0.5202,SELL,0.3462
2026-01-01T00:30:00Z,BTC,5m,0.30150713,0.30179937,0.30143970,0.30173189,0.5737,0.4685,SELL,0.3462
2026-01-01T00:35:00Z,BTC,5m,0.30173189,0.30258803,0.30153442,0.30239013,0.6834,0.4606,SELL,0.3462
2026-01-01T00:40:00Z,BTC,5m,0.30239013,0.30322356,0.30219789,0.30303092,0.7181,0.4804,SELL,0.3462
2026-01-01T00:45:00Z,BTC,5m,0.30303092,0.30387033,0.30283730,0.30367630,0.7023,0.4702,SELL,0.3462
2026-01-01T00:50:00Z,BTC,5m,0.30367630,0.30388094,0.30362909,0.30383370,0.5495,0.5186,SELL,0.3462
2026-01-01T00:55:00Z,BTC,5m,0.30383370,0.30397753,0.30321067,0.30335427,0.3580,0.4643,SELL,0.3462
2026-01-01T01:00:00Z,BTC,5m,0.30335427,0.30358689,0.30234684,0.30257886,0.2622,0.4744,SELL,0.3462
2026-01-01T01:05:00Z,BTC,5m,0.30257886,0.30320486,0.30243446,0.30306022,0.6453,0.4993,SELL,0.3462
2026-01-01T01:10:00Z,BTC,5m,0.30306022,0.30323518,0.30230238,0.30247701,0.3393,0.5265,SELL,0.3462
2026-01-01T01:15:00Z,BTC,5m,0.30247701,0.30272962,0.30138303,0.30163495,0.2144,0.5269,SELL,0.3462
2026-01-01T01:20:00Z,BTC,5m,0.30163495,0.30172982,0.30122392,0.30131870,0.4168,0.5345,SELL,0.3462
2026-01-01T01:25:00Z,BTC,5m,0.30131870,0.30208875,0.30114108,0.30191078,0.7071,0.5317,SELL,0.3462
2026-01-01T01:30:00Z,BTC,5m,0.30191078,0.30215047,0.30185547,0.30209513,0.5391,0.5052,SELL,0.3462
2026-01-01T01:35:00Z,BTC,5m,0.30209513,0.30212704,0.30208776,0.30211967,0.5153,0.4718,SELL,0.3462
2026-01-01T01:40:00Z,BTC,5m,0.30211967,0.30231766,0.30126215,0.30145971,0.3168,0.5082,SELL,0.3462
2026-01-01T01:45:00Z,BTC,5m,0.30145971,0.30163656,0.30069371,0.30087021,0.3342,0.5021,SELL,0.3462
2026-01-01T01:50:00Z,BTC,5m,0.30087021,0.30112532,0.29976547,0.30001985,0.2360,0.5322,SELL,0.3462
2026-01-01T01:55:00Z,BTC,5m,0.30001985,0.30038260,0.29993616,0.30029883,0.5752,0.4698,SELL,0.3462
2026-01-01T02:00:00Z,BTC,5m,0.30029883,0.30035672,0.30004798,0.30010584,0.4387,0.5119,SELL,0.3462
2026-01-01T02:05:00Z,BTC,5m,0.30010584,0.30018872,0.29974679,0.29982959,0.3921,0.4950,SELL,0.3462
2026-01-01T02:10:00Z,BTC,5m,0.29982959,0.30035037,0.29970945,0.30023007,0.6573,0.5278,SELL,0.3462
2026-01-01T02:15:00Z,BTC,5m,0.30023007,0.30045711,0.29924681,0.29947327,0.2888,0.5300,SELL,0.3462
2026-01-01T02:20:00Z,BTC,5m,0.29947327,0.30037684,0.29926487,0.30016795,0.7097,0.5219,SELL,0.3462
2026-01-01T02:25:00Z,BTC,5m,0.30016795,0.30021379,0.29996934,0.30001515,0.4258,0.4700,SELL,0.3462
2026-01-01T02:30:00Z,BTC,5m,0.30001515,0.30089870,0.29981136,0.30069445,0.7178,0.5222,SELL,0.3462
2026-01-01T02:35:00Z,BTC,5m,0.30069445,0.30151595,0.30050496,0.30132607,0.6800,0.5011,SELL,0.3462
2026-01-01T02:40:00Z,BTC,5m,0.30132607,0.30146076,0.30074262,0.30087710,0.3407,0.5016,SELL,0.3462
2026-01-01T02:45:00Z,BTC,5m,0.30087710,0.30184683,0.30065345,0.30162262,0.7555,0.5381,SELL,0.3462
2026-01-01T02:50:00Z,BTC,5m,0.30162262,0.30188087,0.30050430,0.30076181,0.2136,0.5344,SELL,0.3462
2026-01-01T02:55:00Z,BTC,5m,0.30076181,0.30161165,0.30056579,0.30141520,0.7353,0.4689,SELL,0.3462
2026-01-01T03:00:00Z,BTC,5m,0.30141520,0.30213945,0.30124814,0.30197208,0.6750,0.4830,SELL,0.3462
2026-01-01T03:05:00Z,BTC,5m,0.30197208,0.30206315,0.30157754,0.30166852,0.4075,0.5114,SELL,0.3462
2026-01-01T03:10:00Z,BTC,5m,0.30166852,0.30210119,0.30156869,0.30200125,0.6227,0.4715,SELL,0.3462
2026-01-01T03:15:00Z,BTC,5m,0.30200125,0.30219476,0.30116313,0.30135622,0.2783,0.5120,SELL,0.3462
2026-01-01T03:20:00Z,BTC,5m,0.30135622,0.30160211,0.30029140,0.30053662,0.2404,0.4783,SELL,0.3462
2026-01-01T03:25:00Z,BTC,5m,0.30053662,0.30057590,0.30036640,0.30040567,0.4717,0.5284,SELL,0.3462
2026-01-01T03:30:00Z,BTC,5m,0.30040567,0.30136282,0.30018491,0.30114152,0.7315,0.5074,SELL,0.3462
