timestamp_utc,instrument,timeframe,open,high,low,close,p_model_up,p_market_up,tv_recommendation,tv_confidence
2026-01-01T00:00:00Z,BTC,5m,42934.00,43016.50,42934.00,43016.50,0.6881,0.5314,SELL,0.5385
2026-01-01T00:05:00Z,BTC,5m,43016.50,43016.50,43012.55,43012.55,0.4805,0.4761,SELL,0.5385
2026-01-01T00:10:00Z,BTC,5m,43028.35,43107.05,43028.35,43107.05,0.6807,0.4713,SELL,0.5385
2026-01-01T00:15:00Z,BTC,5m,42729.05,42849.85,42729.05,42849.85,0.7621,0.5126,SELL,0.5385
2026-01-01T00:20:00Z,BTC,5m,43878.65,43878.65,43821.80,43821.80,0.3960,0.4712,SELL,0.5385
2026-01-01T00:25:00Z,BTC,5m,39934.00,40011.25,39934.00,40011.25,0.6649,0.5202,SELL,0.5385
2026-01-01T00:30:00Z,BTC,5m,55253.45,55285.55,55253.45,55285.55,0.5737,0.4685,SELL,0.5385
2026-01-01T00:35:00Z,BTC,5m,-5811.65,-5717.70,-5811.65,-5717.70,0.6834,0.4606,SELL,0.5385
2026-01-01T00:40:00Z,BTC,5m,238295.30,238386.60,238295.30,238386.60,0.7181,0.4804,SELL,0.5385
2026-01-01T00:45:00Z,BTC,5m,-738030.60,-737938.80,-738030.60,-737938.80,0.7023,0.4702,SELL,0.5385
2026-01-01T00:50:00Z,BTC,5m,3167362.80,3167385.15,3167362.80,3167385.15,0.5495,0.5186,SELL,0.5385
2026-01-01T00:55:00Z,BTC,5m,-12453910.65,-12453910.65,-12453978.70,-12453978.70,0.3580,0.4643,SELL,0.5385
2026-01-01T01:00:00Z,BTC,5m,50031476.70,50031476.70,50031366.50,50031366.50,0.2622,0.4744,SELL,0.5385
2026-01-01T01:05:00Z,BTC,5m,-199910014.30,-199909945.75,-199910014.30,-199909945.75,0.6453,0.4993,SELL,0.5385
2026-01-01T01:10:00Z,BTC,5m,799855303.25,799855303.25,799855220.30,799855220.30,0.3393,0.5265,SELL,0.5385
2026-01-01T01:15:00Z,BTC,5m,-3199205443.90,-3199205443.90,-3199205563.85,-3199205563.85,0.2144,0.5269,SELL,0.5385
2026-01-01T01:20:00Z,BTC,5m,12797037572.75,12797037572.75,12797037527.60,12797037527.60,0.4168,0.5345,SELL,0.5385
2026-01-01T01:25:00Z,BTC,5m,-51187934838.20,-51187934753.60,-51187934838.20,-51187934753.60,0.7071,0.5317,SELL,0.5385
2026-01-01T01:30:00Z,BTC,5m,204751954371.21,204751954397.51,204751954371.21,204751954397.51,0.5391,0.5052,SELL,0.5385
2026-01-01T01:35:00Z,BTC,5m,-819007602206.92,-819007602203.42,-819007602206.92,-819007602203.42,0.5153,0.4718,SELL,0.5385
2026-01-01T01:40:00Z,BTC,5m,3276030624200.30,3276030624200.30,3276030624106.20,3276030624106.20,0.3168,0.5082,SELL,0.5385
