entry_timestamp_utc,exit_timestamp_utc,instrument,timeframe,side,stake,p_side_model,edge,entry_price,exit_price,result,pnl,equity_after
2026-05-07T01:20:00+00:00,2026-05-07T01:25:00+00:00,SOLUSDT,5m,UP,0.686312,0.5283,0.3569,88.33,88.39,WIN,0.651996,100.651996
2026-05-07T01:25:00+00:00,2026-05-07T01:30:00+00:00,SOLUSDT,5m,UP,2.837293,0.5764,0.3478,88.39,88.24,LOSS,-2.837293,97.814703
2026-05-07T01:35:00+00:00,2026-05-07T01:40:00+00:00,SOLUSDT,5m,UP,0.302686,0.5198,0.3293,88.35,88.35,LOSS,-0.302686,97.512017
2026-05-07T01:40:00+00:00,2026-05-07T01:45:00+00:00,SOLUSDT,5m,UP,0.790291,0.5311,0.3406,88.35,88.35,LOSS,-0.790291,96.721726
2026-05-07T01:55:00+00:00,2026-05-07T02:00:00+00:00,SOLUSDT,5m,UP,0.908248,0.534,0.3435,88.31,88.2,LOSS,-0.908248,95.813479
2026-05-07T02:30:00+00:00,2026-05-07T02:35:00+00:00,SOLUSDT,5m,UP,2.59045,0.5738,0.2912,88.06,87.96,LOSS,-2.59045,93.223029
2026-05-07T14:45:00+00:00,2026-05-07T14:50:00+00:00,SOLUSDT,5m,UP,1.697903,0.5539,0.484,88.1,88.24,WIN,1.613008,94.836037
2026-05-07T14:50:00+00:00,2026-05-07T14:55:00+00:00,SOLUSDT,5m,UP,3.867489,0.6048,0.437,88.24,88.15,LOSS,-3.867489,90.968548
2026-05-07T15:00:00+00:00,2026-05-07T15:05:00+00:00,SOLUSDT,5m,UP,1.19705,0.5425,0.3537,88.27,88.48,WIN,1.137198,92.105746
2026-05-07T15:05:00+00:00,2026-05-07T15:10:00+00:00,SOLUSDT,5m,UP,5.708144,0.6526,0.2686,88.48,88.36,LOSS,-5.708144,86.397602
2026-05-07T15:30:00+00:00,2026-05-07T15:35:00+00:00,SOLUSDT,5m,UP,5.798738,0.6642,0.2892,88.33,88.37,WIN,5.508801,91.906403
2026-05-07T15:35:00+00:00,2026-05-07T15:40:00+00:00,SOLUSDT,5m,UP,3.511676,0.599,0.1785,88.37,88.42,WIN,3.336092,95.242495
2026-05-07T15:40:00+00:00,2026-05-07T15:45:00+00:00,SOLUSDT,5m,UP,1.130831,0.5396,0.0623,88.42,88.52,WIN,1.07429,96.316784
2026-05-07T15:55:00+00:00,2026-05-07T16:00:00+00:00,SOLUSDT,5m,DOWN,3.441052,0.5934,0.186,88.32,88.33,LOSS,-3.441052,92.875732
2026-05-07T16:00:00+00:00,2026-05-07T16:05:00+00:00,SOLUSDT,5m,DOWN,0.752716,0.5311,0.1657,88.33,88.32,WIN,0.71508,93.590812
2026-05-07T16:30:00+00:00,2026-05-07T16:35:00+00:00,SOLUSDT,5m,DOWN,0.638175,0.5282,0.3076,88.55,88.46,WIN,0.606266,94.197079
2026-05-07T16:35:00+00:00,2026-05-07T16:40:00+00:00,SOLUSDT,5m,DOWN,3.361146,0.5933,0.2404,88.46,88.52,LOSS,-3.361146,90.835933
2026-05-07T16:55:00+00:00,2026-05-07T17:00:00+00:00,SOLUSDT,5m,DOWN,3.925868,0.6103,0.2132,88.43,88.47,LOSS,-3.925868,86.910065
2026-05-07T17:00:00+00:00,2026-05-07T17:05:00+00:00,SOLUSDT,5m,DOWN,0.268942,0.5198,0.1816,88.47,88.47,WIN,0.255495,87.16556
2026-05-07T17:30:00+00:00,2026-05-07T17:35:00+00:00,SOLUSDT,5m,UP,1.471637,0.5509,0.0964,88.4,88.48,WIN,1.398055,88.563615
2026-05-07T17:45:00+00:00,2026-05-07T17:50:00+00:00,SOLUSDT,5m,DOWN,0.717768,0.5311,0.0402,88.43,88.52,LOSS,-0.717768,87.845847
2026-05-07T18:10:00+00:00,2026-05-07T18:15:00+00:00,SOLUSDT,5m,DOWN,0.817111,0.5338,0.4005,88.82,88.8,WIN,0.776255,88.622102
2026-05-07T18:15:00+00:00,2026-05-07T18:20:00+00:00,SOLUSDT,5m,DOWN,0.160292,0.5169,0.3569,88.8,88.88,LOSS,-0.160292,88.46181
2026-05-07T18:40:00+00:00,2026-05-07T18:45:00+00:00,SOLUSDT,5m,DOWN,7.019785,0.6918,0.2614,88.62,88.44,WIN,6.668796,95.130606
2026-05-07T18:45:00+00:00,2026-05-07T18:50:00+00:00,SOLUSDT,5m,DOWN,7.610448,0.6979,0.0397,88.44,88.37,WIN,7.229926,102.360532
2026-05-07T18:55:00+00:00,2026-05-07T19:00:00+00:00,SOLUSDT,5m,UP,3.902044,0.5988,0.0798,88.58,88.37,LOSS,-3.902044,98.458488
2026-05-07T19:10:00+00:00,2026-05-07T19:15:00+00:00,SOLUSDT,5m,UP,3.753296,0.5988,0.2937,88.55,88.3,LOSS,-3.753296,94.705193
2026-05-07T19:30:00+00:00,2026-05-07T19:35:00+00:00,SOLUSDT,5m,UP,3.139938,0.5876,0.3523,88.44,88.62,WIN,2.982941,97.688133
2026-05-07T19:35:00+00:00,2026-05-07T19:40:00+00:00,SOLUSDT,5m,UP,5.677293,0.6439,0.1439,88.62,88.55,LOSS,-5.677293,92.010841
2026-05-07T20:00:00+00:00,2026-05-07T20:05:00+00:00,SOLUSDT,5m,UP,5.457494,0.6466,0.0584,88.68,88.65,LOSS,-5.457494,86.553346
