ts,symbol,side,qty,price,usd_amount,realized_pnl,reason
2026-05-07T21:15:00+00:00,SOLUSDT,BUY,0.28383288,88.08,25.0,0.0,SIGNAL_BUY
2026-05-07T22:10:00+00:00,SOLUSDT,BUY,0.21318931,87.95,18.75,0.0,SIGNAL_BUY
2026-05-07T22:25:00+00:00,SOLUSDT,SELL,0.49702219,88.02,43.75,-0.0021,SIGNAL_SELL
2026-05-08T01:30:00+00:00,SOLUSDT,BUY,0.28324805,88.26,25.0,0.0,SIGNAL_BUY
2026-05-08T02:25:00+00:00,SOLUSDT,BUY,0.21330609,87.9,18.75,0.0,SIGNAL_BUY
2026-05-08T02:55:00+00:00,SOLUSDT,SELL,0.49655414,88.06,43.73,-0.0225,SIGNAL_SELL
2026-05-08T03:10:00+00:00,SOLUSDT,BUY,0.28405322,87.99,24.99,0.0,SIGNAL_BUY
2026-05-08T03:45:00+00:00,SOLUSDT,SELL,0.28405322,88.2,25.05,0.0597,SIGNAL_SELL
2026-05-08T06:10:00+00:00,SOLUSDT,BUY,0.28386783,88.1,25.01,0.0,SIGNAL_BUY
2026-05-08T07:30:00+00:00,SOLUSDT,BUY,0.21343385,87.88,18.76,0.0,SIGNAL_BUY
2026-05-08T07:35:00+00:00,SOLUSDT,BUY,0.1599298,87.96,14.07,0.0,SIGNAL_BUY
2026-05-08T07:45:00+00:00,SOLUSDT,SELL,0.65723148,88.19,57.96,0.1285,MAX_HOLD
2026-05-08T13:20:00+00:00,SOLUSDT,BUY,0.2829478,88.5,25.04,0.0,SIGNAL_BUY
2026-05-08T13:30:00+00:00,SOLUSDT,BUY,0.21221085,88.5,18.78,0.0,SIGNAL_BUY
2026-05-08T14:55:00+00:00,SOLUSDT,SELL,0.49515865,89.15,44.14,0.3219,MAX_HOLD
