timestamp_utc,instrument,action,reason_code,p_model_up,p_market_up,edge,balance,position_qty,position_value,total_equity,price
2026-05-07T18:55:00+00:00,SOLUSDT,HOLD,WARMUP,0.5,0.5,0.0,100.0,0.0,0.0,100.0,88.58
2026-05-07T19:00:00+00:00,SOLUSDT,HOLD,WARMUP,0.5,0.0,0.5,100.0,0.0,0.0,100.0,88.37
2026-05-07T19:05:00+00:00,SOLUSDT,HOLD,WARMUP,0.4463,0.0476,0.3987,100.0,0.0,0.0,100.0,88.38
2026-05-07T19:10:00+00:00,SOLUSDT,HOLD,WARMUP,0.5988,0.8571,0.2583,100.0,0.0,0.0,100.0,88.55
2026-05-07T19:15:00+00:00,SOLUSDT,HOLD,WARMUP,0.4066,0.0,0.4066,100.0,0.0,0.0,100.0,88.3
2026-05-07T19:20:00+00:00,SOLUSDT,HOLD,WARMUP,0.4179,0.0,0.4179,100.0,0.0,0.0,100.0,88.28
2026-05-07T19:25:00+00:00,SOLUSDT,HOLD,WARMUP,0.5,0.0333,0.4667,100.0,0.0,0.0,100.0,88.29
2026-05-07T19:30:00+00:00,SOLUSDT,HOLD,WARMUP,0.5876,0.5333,0.0543,100.0,0.0,0.0,100.0,88.44
2026-05-07T19:35:00+00:00,SOLUSDT,HOLD,WARMUP,0.6439,1.0,0.3561,100.0,0.0,0.0,100.0,88.62
2026-05-07T19:40:00+00:00,SOLUSDT,HOLD,WARMUP,0.5113,0.7941,0.2828,100.0,0.0,0.0,100.0,88.55
2026-05-07T19:45:00+00:00,SOLUSDT,HOLD,HOLD,0.5028,0.9118,0.409,100.0,0.0,0.0,100.0,88.59
2026-05-07T19:50:00+00:00,SOLUSDT,HOLD,HOLD,0.3982,0.3235,0.0747,100.0,0.0,0.0,100.0,88.39
2026-05-07T19:55:00+00:00,SOLUSDT,HOLD,EDGE_TOO_LOW,0.4774,0.5,0.0226,100.0,0.0,0.0,100.0,88.45
2026-05-07T20:00:00+00:00,SOLUSDT,HOLD,HOLD,0.6466,1.0,0.3534,100.0,0.0,0.0,100.0,88.68
2026-05-07T20:05:00+00:00,SOLUSDT,HOLD,HOLD,0.5479,0.925,0.3771,100.0,0.0,0.0,100.0,88.65
2026-05-07T20:10:00+00:00,SOLUSDT,HOLD,HOLD,0.4351,0.675,0.2399,100.0,0.0,0.0,100.0,88.55
2026-05-07T20:15:00+00:00,SOLUSDT,HOLD,HOLD,0.4378,0.525,0.0872,100.0,0.0,0.0,100.0,88.49
2026-05-07T20:20:00+00:00,SOLUSDT,HOLD,HOLD,0.5169,0.675,0.1581,100.0,0.0,0.0,100.0,88.55
2026-05-07T20:25:00+00:00,SOLUSDT,HOLD,HOLD,0.5226,0.7,0.1774,100.0,0.0,0.0,100.0,88.56
2026-05-07T20:30:00+00:00,SOLUSDT,HOLD,HOLD,0.418,0.325,0.093,100.0,0.0,0.0,100.0,88.41
2026-05-07T20:35:00+00:00,SOLUSDT,HOLD,HOLD,0.3441,0.0,0.3441,100.0,0.0,0.0,100.0,88.21
