ts,balance,positions,total_equity
2026-05-07T13:25:00+00:00,100.0,0,100.0
2026-05-07T14:15:00+00:00,100.0,0,100.0
2026-05-07T15:05:00+00:00,100.0,0,100.0
2026-05-07T15:55:00+00:00,100.0,0,100.0
2026-05-07T16:45:00+00:00,100.0,0,100.0
2026-05-07T17:35:00+00:00,100.0,0,100.0
2026-05-07T18:25:00+00:00,100.0,0,100.0
2026-05-07T19:15:00+00:00,100.0,0,100.0
2026-05-07T20:05:00+00:00,100.0,0,100.0
2026-05-07T20:55:00+00:00,100.0,0,100.0
2026-05-07T21:45:00+00:00,100.0,0,100.0
2026-05-07T22:35:00+00:00,100.0,0,100.0
2026-05-07T23:25:00+00:00,100.0,0,100.0
2026-05-08T00:15:00+00:00,100.0,0,100.0
2026-05-08T01:05:00+00:00,100.0,0,100.0
2026-05-08T01:55:00+00:00,100.0,0,100.0
2026-05-08T02:45:00+00:00,100.0,0,100.0
2026-05-08T03:35:00+00:00,100.0,0,100.0
2026-05-08T04:25:00+00:00,100.0,0,100.0
2026-05-08T05:15:00+00:00,100.0,0,100.0
2026-05-08T06:05:00+00:00,100.0,0,100.0
2026-05-08T06:55:00+00:00,100.0,0,100.0
2026-05-08T07:45:00+00:00,100.0,0,100.0
2026-05-08T08:35:00+00:00,100.0,0,100.0
2026-05-08T09:25:00+00:00,100.0,0,100.0
2026-05-08T10:15:00+00:00,100.0,0,100.0
2026-05-08T11:05:00+00:00,100.0,0,100.0
