ts,symbol,side,qty,price,usd_amount,realized_pnl,reason
2026-01-01T01:05:00+00:00,BTC,BUY,0.00057999,43104.05,25.0,0.0,SIGNAL_BUY
2026-01-01T01:10:00+00:00,BTC,SELL,0.00057999,43087.46,24.99,-0.0096,SIGNAL_SELL
2026-01-01T01:25:00+00:00,BTC,BUY,0.00058038,43071.36,25.0,0.0,SIGNAL_BUY
2026-01-01T01:40:00+00:00,BTC,SELL,0.00058038,43058.5,24.99,-0.0075,SIGNAL_SELL
2026-01-01T01:55:00+00:00,BTC,BUY,0.00058095,43025.33,25.0,0.0,SIGNAL_BUY
2026-01-01T02:00:00+00:00,BTC,SELL,0.00058095,43019.8,24.99,-0.0032,SIGNAL_SELL
2026-01-01T02:10:00+00:00,BTC,BUY,0.00058096,43023.37,24.99,0.0,SIGNAL_BUY
2026-01-01T02:15:00+00:00,BTC,SELL,0.00058096,43001.68,24.98,-0.0126,SIGNAL_SELL
2026-01-01T02:20:00+00:00,BTC,BUY,0.00058091,43021.63,24.99,0.0,SIGNAL_BUY
2026-01-01T02:25:00+00:00,BTC,SELL,0.00058091,43017.25,24.99,-0.0025,SIGNAL_SELL
