ts,symbol,side,qty,price,usd_amount,realized_pnl,reason
2026-01-01T01:05:00+00:00,BTC,BUY,8.0038333,18.74,150.0,0.0,SIGNAL_BUY
2026-01-01T01:10:00+00:00,BTC,SELL,8.0038333,18.6,148.85,-1.1546,SIGNAL_SELL
2026-01-01T01:25:00+00:00,BTC,BUY,8.11784101,18.46,149.83,0.0,SIGNAL_BUY
2026-01-01T01:40:00+00:00,BTC,SELL,8.11784101,18.35,148.93,-0.898,SIGNAL_SELL
2026-01-01T02:10:00+00:00,BTC,BUY,8.29473196,18.05,149.69,0.0,SIGNAL_BUY
2026-01-01T02:15:00+00:00,BTC,SELL,8.29473196,17.86,148.18,-1.5093,SIGNAL_SELL
2026-01-01T02:20:00+00:00,BTC,BUY,8.2896286,18.03,149.47,0.0,SIGNAL_BUY
2026-01-01T02:30:00+00:00,BTC,BUY,6.99718851,18.16,127.05,0.0,SIGNAL_BUY
2026-01-01T02:35:00+00:00,BTC,BUY,5.898054,18.31,107.99,0.0,SIGNAL_BUY
2026-01-01T02:40:00+00:00,BTC,SELL,21.18487111,18.2,385.57,1.067,SIGNAL_SELL
