ts,balance,position_qty,avg_entry,position_value,unrealized_pnl,realized_pnl,total_equity,price
2026-05-08T04:55:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,88.18
2026-05-08T05:00:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,88.15
2026-05-08T05:05:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,88.19
2026-05-08T05:10:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,88.22
2026-05-08T05:15:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,88.21
2026-05-08T05:20:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,88.24
2026-05-08T05:25:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,88.28
2026-05-08T05:30:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,88.35
2026-05-08T05:35:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,88.34
2026-05-08T05:40:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,88.37
2026-05-08T05:45:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,88.26
2026-05-08T06:10:00+00:00,75.0,0.283768,88.1,25.0,-0.0,0.0,100.0,88.1
2026-05-08T06:35:00+00:00,75.0,0.283768,88.1,24.98,-0.017,0.0,99.98,88.04
2026-05-08T07:00:00+00:00,75.0,0.283768,88.1,24.95,-0.0454,0.0,99.95,87.94
2026-05-08T07:25:00+00:00,75.0,0.283768,88.1,24.92,-0.0823,0.0,99.92,87.81
2026-05-08T07:50:00+00:00,100.13,0.0,0,0.0,0.0,0.1285,100.13,88.18
2026-05-08T08:15:00+00:00,100.13,0.0,0,0.0,0.0,0.1285,100.13,88.16
2026-05-08T08:40:00+00:00,100.13,0.0,0,0.0,0.0,0.1285,100.13,88.48
2026-05-08T09:05:00+00:00,100.13,0.0,0,0.0,0.0,0.1285,100.13,88.47
2026-05-08T09:30:00+00:00,100.13,0.0,0,0.0,0.0,0.1285,100.13,88.59
2026-05-08T09:55:00+00:00,100.13,0.0,0,0.0,0.0,0.1285,100.13,88.44
2026-05-08T10:20:00+00:00,100.13,0.0,0,0.0,0.0,0.1285,100.13,88.48
2026-05-08T10:45:00+00:00,100.13,0.0,0,0.0,0.0,0.1285,100.13,88.68
2026-05-08T11:10:00+00:00,100.13,0.0,0,0.0,0.0,0.1285,100.13,88.59
2026-05-08T11:35:00+00:00,100.13,0.0,0,0.0,0.0,0.1285,100.13,88.61
