ts,symbol,side,qty,price,usd_amount,realized_pnl,reason
2026-05-06T18:40:00+00:00,SOLUSDT,BUY,0.2190763,88.96,19.49,0.0,SIGNAL_BUY
2026-05-06T19:10:00+00:00,SOLUSDT,SELL,0.2190763,88.97,19.49,0.0022,SIGNAL_SELL
2026-05-06T20:55:00+00:00,SOLUSDT,BUY,0.21851749,89.19,19.49,0.0,SIGNAL_BUY
2026-05-06T21:00:00+00:00,SOLUSDT,BUY,0.16381465,89.23,14.62,0.0,SIGNAL_BUY
2026-05-06T22:05:00+00:00,SOLUSDT,SELL,0.38233214,89.32,34.15,0.0432,SIGNAL_SELL
2026-05-06T22:50:00+00:00,SOLUSDT,BUY,0.21858942,89.21,19.5,0.0,SIGNAL_BUY
2026-05-06T23:05:00+00:00,SOLUSDT,BUY,0.16427353,89.03,14.63,0.0,SIGNAL_BUY
2026-05-06T23:20:00+00:00,SOLUSDT,BUY,0.1230393,89.15,10.97,0.0,SIGNAL_BUY
2026-05-07T00:05:00+00:00,SOLUSDT,SELL,0.50590225,89.03,45.04,-0.0541,SIGNAL_SELL
2026-05-07T01:10:00+00:00,SOLUSDT,BUY,0.22048919,88.38,19.49,0.0,SIGNAL_BUY
2026-05-07T01:25:00+00:00,SOLUSDT,BUY,0.16534819,88.39,14.62,0.0,SIGNAL_BUY
2026-05-07T02:30:00+00:00,SOLUSDT,BUY,0.12447586,88.06,10.96,0.0,SIGNAL_BUY
2026-05-07T02:45:00+00:00,SOLUSDT,SELL,0.51031324,88.03,44.92,-0.1404,MAX_HOLD
2026-05-07T02:50:00+00:00,SOLUSDT,BUY,0.22074134,88.12,19.45,0.0,SIGNAL_BUY
2026-05-07T03:40:00+00:00,SOLUSDT,BUY,0.16581945,87.98,14.59,0.0,SIGNAL_BUY
2026-05-07T04:25:00+00:00,SOLUSDT,SELL,0.3865608,88.11,34.06,0.0193,MAX_HOLD
2026-05-07T09:30:00+00:00,SOLUSDT,BUY,0.21739178,89.5,19.46,0.0,SIGNAL_BUY
2026-05-07T09:45:00+00:00,SOLUSDT,BUY,0.16315321,89.44,14.59,0.0,SIGNAL_BUY
2026-05-07T10:35:00+00:00,SOLUSDT,BUY,0.12294223,89.02,10.94,0.0,SIGNAL_BUY
2026-05-07T10:40:00+00:00,SOLUSDT,BUY,0.09204124,89.18,8.21,0.0,SIGNAL_BUY
2026-05-07T11:05:00+00:00,SOLUSDT,SELL,0.59552847,89.52,53.31,0.1102,MAX_HOLD
