ts,symbol,side,qty,price,usd_amount,realized_pnl,reason
2026-05-08T06:10:00+00:00,SOLUSDT,BUY,0.28376844,88.1,25.0,0.0,SIGNAL_BUY
2026-05-08T07:30:00+00:00,SOLUSDT,BUY,0.21335913,87.88,18.75,0.0,SIGNAL_BUY
2026-05-08T07:35:00+00:00,SOLUSDT,BUY,0.15987381,87.96,14.06,0.0,SIGNAL_BUY
2026-05-08T07:45:00+00:00,SOLUSDT,SELL,0.65700138,88.19,57.94,0.1285,MAX_HOLD
2026-05-08T13:20:00+00:00,SOLUSDT,BUY,0.28284873,88.5,25.03,0.0,SIGNAL_BUY
2026-05-08T13:30:00+00:00,SOLUSDT,BUY,0.21213655,88.5,18.77,0.0,SIGNAL_BUY
2026-05-08T13:45:00+00:00,SOLUSDT,BUY,0.15948084,88.29,14.08,0.0,SIGNAL_BUY
2026-05-08T14:25:00+00:00,SOLUSDT,SELL,0.65446612,89.05,58.28,0.3934,SIGNAL_SELL
2026-05-08T15:30:00+00:00,SOLUSDT,BUY,0.28293712,88.82,25.13,0.0,SIGNAL_BUY
2026-05-08T16:00:00+00:00,SOLUSDT,SELL,0.28293712,89.41,25.3,0.1669,SIGNAL_SELL
2026-05-08T21:15:00+00:00,SOLUSDT,BUY,0.27355149,92.02,25.17,0.0,SIGNAL_BUY
2026-05-08T22:50:00+00:00,SOLUSDT,SELL,0.27355149,92.28,25.24,0.0711,MAX_HOLD
2026-05-09T00:10:00+00:00,SOLUSDT,BUY,0.27356634,92.08,25.19,0.0,SIGNAL_BUY
2026-05-09T00:40:00+00:00,SOLUSDT,SELL,0.27356634,92.37,25.27,0.0793,SIGNAL_SELL
