timestamp_utc,instrument,timeframe,action,reason_code,p_model_up,p_market_up,tv_recommendation,tv_confidence,edge,atr,adx,stake,equity
2026-05-07T23:15:00+00:00,SOLUSDT,5m,NO_TRADE,DOWN_SKIPPED,0.4149,0.64,NEUTRAL,0.0,0.2251,0.16483938,18.998192,0.0,100.0
2026-05-07T23:20:00+00:00,SOLUSDT,5m,NO_TRADE,ADX_TOO_LOW,0.5397,0.9,NEUTRAL,0.0,0.0,0.165208,17.77819,0.0,100.0
2026-05-07T23:25:00+00:00,SOLUSDT,5m,NO_TRADE,ADX_TOO_LOW,0.5425,0.92,NEUTRAL,0.0,0.0,0.16340743,17.117737,0.0,100.0
2026-05-07T23:30:00+00:00,SOLUSDT,5m,NO_TRADE,ADX_TOO_LOW,0.4745,0.82,NEUTRAL,0.0,0.0,0.15816404,16.25589,0.0,100.0
2026-05-07T23:35:00+00:00,SOLUSDT,5m,NO_TRADE,ADX_TOO_LOW,0.5594,1.0,NEUTRAL,0.0,0.0,0.15900947,15.961293,0.0,100.0
2026-05-07T23:40:00+00:00,SOLUSDT,5m,NO_TRADE,ADX_TOO_LOW,0.5764,1.0,NEUTRAL,0.0,0.0,0.1547945,15.963094,0.0,100.0
2026-05-07T23:45:00+00:00,SOLUSDT,5m,NO_TRADE,ADX_TOO_LOW,0.565,1.0,NEUTRAL,0.0,0.0,0.15088061,16.482863,0.0,100.0
2026-05-07T23:50:00+00:00,SOLUSDT,5m,NO_TRADE,ADX_TOO_LOW,0.5,0.9403,NEUTRAL,0.0,0.0,0.14581771,17.028496,0.0,100.0
2026-05-07T23:55:00+00:00,SOLUSDT,5m,NO_TRADE,ADX_TOO_LOW,0.483,0.9254,NEUTRAL,0.0,0.0,0.13754502,17.535155,0.0,100.0
2026-05-08T00:00:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.5537,1.0,NEUTRAL,0.0,-0.4463,0.13914894,18.698442,0.0,100.0
2026-05-08T00:05:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.5621,1.0,NEUTRAL,0.0,-0.4379,0.13706688,20.208831,0.0,100.0
2026-05-08T00:10:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.5056,0.9744,NEUTRAL,0.0,-0.4688,0.13441924,21.714097,0.0,100.0
2026-05-08T00:15:00+00:00,SOLUSDT,5m,NO_TRADE,DOWN_SKIPPED,0.4944,0.9714,NEUTRAL,0.0,0.477,0.13553215,21.761096,0.0,100.0
2026-05-08T00:20:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.5169,1.0,NEUTRAL,0.0,-0.4831,0.13442271,21.934822,0.0,100.0
2026-05-08T00:25:00+00:00,SOLUSDT,5m,NO_TRADE,DOWN_SKIPPED,0.4067,0.7,NEUTRAL,0.0,0.2933,0.14196395,21.101196,0.0,100.0
2026-05-08T00:30:00+00:00,SOLUSDT,5m,NO_TRADE,DOWN_SKIPPED,0.4434,0.62,NEUTRAL,0.0,0.1766,0.13610938,20.327116,0.0,100.0
2026-05-08T00:35:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.4405,0.4082,NEUTRAL,0.0,-0.0323,0.13710157,19.127898,0.0,100.0
2026-05-08T00:40:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.4717,0.4082,NEUTRAL,0.0,-0.0635,0.13159431,18.014338,0.0,100.0
2026-05-08T00:45:00+00:00,SOLUSDT,5m,NO_TRADE,ADX_TOO_LOW,0.4717,0.3061,NEUTRAL,0.0,0.0,0.13148043,17.922319,0.0,100.0
2026-05-08T00:50:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.4461,0.1633,NEUTRAL,0.0,-0.2828,0.1306604,18.115138,0.0,100.0
2026-05-08T00:55:00+00:00,SOLUSDT,5m,TRADE_EXECUTED,EDGE_AND_FILTERS_OK,0.5312,0.3469,NEUTRAL,0.0,0.1843,0.13347037,18.500623,0.377263,100.36
2026-05-08T01:00:00+00:00,SOLUSDT,5m,NO_TRADE,ADX_TOO_LOW,0.5425,0.2927,NEUTRAL,0.0,0.0,0.13107963,17.838777,0.0,100.36
2026-05-08T01:05:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.4575,0.0732,NEUTRAL,0.0,-0.3843,0.13243109,18.066814,0.0,100.36
2026-05-08T01:10:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.3665,0.0,NEUTRAL,0.0,-0.3665,0.1394003,19.211932,0.0,100.36
2026-05-08T01:15:00+00:00,SOLUSDT,5m,TRADE_EXECUTED,EDGE_AND_FILTERS_OK,0.5142,0.2105,NEUTRAL,0.0,0.3037,0.14515742,20.553798,0.028417,100.33
2026-05-08T01:20:00+00:00,SOLUSDT,5m,NO_TRADE,STAKE_ZERO,0.5057,0.1228,NEUTRAL,0.0,0.3829,0.14264617,21.495448,0.0,100.33
2026-05-08T01:25:00+00:00,SOLUSDT,5m,TRADE_EXECUTED,EDGE_AND_FILTERS_OK,0.5482,0.3158,NEUTRAL,0.0,0.2324,0.14102859,21.96427,0.728607,101.02
2026-05-08T01:30:00+00:00,SOLUSDT,5m,TRADE_EXECUTED,EDGE_AND_FILTERS_OK,0.5651,0.4211,NEUTRAL,0.0,0.144,0.13881226,21.546383,1.084074,99.94
2026-05-08T01:35:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.4887,0.3333,NEUTRAL,0.0,-0.1554,0.13746853,21.475061,0.0,99.94
2026-05-08T01:40:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.4802,0.3158,NEUTRAL,0.0,-0.1644,0.13407792,21.124459,0.0,99.94
2026-05-08T01:45:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.4745,0.2456,NEUTRAL,0.0,-0.2289,0.13164378,21.068719,0.0,99.94
2026-05-08T01:50:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.483,0.2281,NEUTRAL,0.0,-0.2549,0.12581208,21.217683,0.0,99.94
2026-05-08T01:55:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.4858,0.193,NEUTRAL,0.0,-0.2928,0.12253979,20.931884,0.0,99.94
2026-05-08T02:00:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.3692,0.0,NEUTRAL,0.0,-0.3692,0.13735838,22.323792,0.0,99.94
2026-05-08T02:05:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.426,0.0,NEUTRAL,0.0,-0.426,0.13897564,23.780926,0.0,99.94
2026-05-08T02:10:00+00:00,SOLUSDT,5m,TRADE_EXECUTED,EDGE_AND_FILTERS_OK,0.5227,0.098,NEUTRAL,0.0,0.4247,0.13619166,24.925941,0.202664,99.74
2026-05-08T02:15:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.3546,0.0,NEUTRAL,0.0,-0.3546,0.1507494,26.972831,0.0,99.74
2026-05-08T02:20:00+00:00,SOLUSDT,5m,TRADE_EXECUTED,EDGE_AND_FILTERS_OK,0.5171,0.2656,NEUTRAL,0.0,0.2515,0.15783873,28.873513,0.08761,99.82
