ts,balance,position_qty,avg_entry,position_value,unrealized_pnl,realized_pnl,total_equity,price
2026-05-08T09:25:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,88.56
2026-05-08T09:50:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,88.38
2026-05-08T10:15:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,88.45
2026-05-08T10:40:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,88.67
2026-05-08T11:05:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,88.58
2026-05-08T11:30:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,88.66
2026-05-08T11:55:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,88.64
2026-05-08T12:20:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,88.57
2026-05-08T12:45:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,88.57
2026-05-08T14:00:00+00:00,100.69,0.0,0,0.0,0.0,0.6913,100.69,88.62
2026-05-08T14:25:00+00:00,100.69,0.0,0,0.0,0.0,0.6913,100.69,89.05
2026-05-08T14:50:00+00:00,100.69,0.0,0,0.0,0.0,0.6913,100.69,89.24
2026-05-08T15:15:00+00:00,100.69,0.0,0,0.0,0.0,0.6913,100.69,88.7
2026-05-08T15:40:00+00:00,100.69,0.0,0,0.0,0.0,0.6913,100.69,89.18
2026-05-08T16:05:00+00:00,100.69,0.0,0,0.0,0.0,0.6913,100.69,89.46
2026-05-08T16:30:00+00:00,100.69,0.0,0,0.0,0.0,0.6913,100.69,89.63
2026-05-08T16:55:00+00:00,100.69,0.0,0,0.0,0.0,0.6913,100.69,89.59
2026-05-08T17:20:00+00:00,100.69,0.0,0,0.0,0.0,0.6913,100.69,89.97
2026-05-08T17:45:00+00:00,5.32,1.039061,91.78812,95.34,-0.0292,0.6913,100.66,91.76
2026-05-08T18:10:00+00:00,5.32,1.039061,91.78812,95.48,0.1059,0.6913,100.8,91.89
2026-05-08T18:35:00+00:00,5.32,1.039061,91.78812,96.15,0.7812,0.6913,101.47,92.54
2026-05-08T19:00:00+00:00,5.32,1.039061,91.78812,95.67,0.2929,0.6913,100.98,92.07
2026-05-08T19:25:00+00:00,5.32,1.039061,91.78812,96.37,0.9995,0.6913,101.69,92.75
2026-05-08T19:50:00+00:00,5.32,1.039061,91.78812,96.18,0.802,0.6913,101.49,92.56
2026-05-08T20:15:00+00:00,5.32,1.039061,91.78812,95.86,0.4903,0.6913,101.18,92.26
2026-05-08T20:40:00+00:00,5.32,1.039061,91.78812,95.96,0.5838,0.6913,101.28,92.35
2026-05-08T21:05:00+00:00,5.32,1.039061,91.78812,95.47,0.0955,0.6913,100.79,91.88
2026-05-08T21:30:00+00:00,5.32,1.039061,91.78812,95.71,0.3345,0.6913,101.03,92.11
2026-05-08T21:55:00+00:00,5.32,1.039061,91.78812,95.91,0.5319,0.6913,101.22,92.3
2026-05-08T22:20:00+00:00,5.32,1.039061,91.78812,96.17,0.7916,0.6913,101.48,92.55
2026-05-08T22:45:00+00:00,5.32,1.039061,91.78812,96.05,0.6773,0.6913,101.37,92.44
2026-05-08T23:10:00+00:00,5.32,1.039061,91.78812,95.64,0.2617,0.6913,100.95,92.04
2026-05-09T00:00:00+00:00,5.28,1.039061,91.78812,95.47,0.0955,0.6534,100.75,91.88
2026-05-09T00:25:00+00:00,5.28,1.039061,91.78812,95.98,0.6046,0.6534,101.26,92.37
2026-05-09T00:50:00+00:00,5.28,1.039061,91.78812,96.12,0.7501,0.6534,101.4,92.51
2026-05-09T01:15:00+00:00,5.28,1.039061,91.78812,96.19,0.8124,0.6534,101.47,92.57
2026-05-09T01:40:00+00:00,5.28,1.039061,91.78812,96.82,1.4462,0.6534,102.1,93.18
2026-05-09T02:05:00+00:00,102.67,0.0,0,0.0,-95.3735,2.6673,102.67,93.75
2026-05-09T02:30:00+00:00,102.67,0.0,0,0.0,-95.3735,2.6673,102.67,93.56
2026-05-09T02:55:00+00:00,102.67,0.0,0,0.0,-95.3735,2.6673,102.67,93.51
2026-05-09T03:20:00+00:00,102.67,0.0,0,0.0,-95.3735,2.6673,102.67,93.66
2026-05-09T03:45:00+00:00,102.67,0.0,0,0.0,-95.3735,2.6673,102.67,93.61
2026-05-09T04:10:00+00:00,102.67,0.0,0,0.0,-95.3735,2.6673,102.67,93.94
2026-05-09T04:35:00+00:00,102.67,0.0,0,0.0,-95.3735,2.6673,102.67,93.53
2026-05-09T05:25:00+00:00,103.35,0.0,0,0.0,-95.3735,3.3475,103.35,93.5
2026-05-09T05:50:00+00:00,103.35,0.0,0,0.0,-95.3735,3.3475,103.35,93.7
2026-05-09T06:15:00+00:00,103.35,0.0,0,0.0,-95.3735,3.3475,103.35,93.63
2026-05-09T06:40:00+00:00,103.35,0.0,0,0.0,-95.3735,3.3475,103.35,93.44
2026-05-09T07:05:00+00:00,103.35,0.0,0,0.0,-95.3735,3.3475,103.35,93.38
2026-05-09T07:30:00+00:00,103.35,0.0,0,0.0,-95.3735,3.3475,103.35,93.93
