timestamp_utc,instrument,timeframe,action,reason_code,p_model_up,p_market_up,tv_recommendation,tv_confidence,edge,atr,adx,stake,equity
2026-05-08T12:10:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.5169,0.5263,NEUTRAL,0.0,-0.0094,0.12226626,47.104756,0.0,100.0
2026-05-08T12:15:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.5113,0.5263,NEUTRAL,0.0,-0.015,0.11781867,45.546593,0.0,100.0
2026-05-08T12:20:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.4718,0.2632,NEUTRAL,0.0,-0.2086,0.11654591,43.195248,0.0,100.0
2026-05-08T12:25:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.5648,1.0,NEUTRAL,0.0,-0.4352,0.12536406,42.127523,0.0,100.0
2026-05-08T12:30:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.5113,0.7368,NEUTRAL,0.0,-0.2255,0.14426662,41.809466,0.0,100.0
2026-05-08T12:35:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.4577,0.4737,NEUTRAL,0.0,0.016,0.14110472,41.514128,0.0,100.0
2026-05-08T12:40:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.5535,1.0,NEUTRAL,0.0,-0.4465,0.14102581,41.581511,0.0,100.0
2026-05-08T12:45:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.4435,0.2381,NEUTRAL,0.0,-0.2054,0.1430954,41.112739,0.0,100.0
2026-05-08T12:50:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.4435,0.1429,NEUTRAL,0.0,-0.3006,0.14573144,38.906469,0.0,100.0
2026-05-08T12:55:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.4435,0.0,NEUTRAL,0.0,-0.4435,0.1531792,36.48688,0.0,100.0
2026-05-08T13:00:00+00:00,SOLUSDT,5m,NO_TRADE,STAKE_ZERO,0.5028,0.1852,NEUTRAL,0.0,0.3176,0.15223782,34.240119,0.0,100.0
2026-05-08T13:05:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.4576,0.0,NEUTRAL,0.0,-0.4576,0.15993512,32.566248,0.0,100.0
2026-05-08T13:10:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.3981,0.0,NEUTRAL,0.0,-0.3981,0.17065404,31.842462,0.0,100.0
2026-05-08T13:15:00+00:00,SOLUSDT,5m,TRADE_EXECUTED,EDGE_AND_FILTERS_OK,0.5255,0.2444,NEUTRAL,0.0,0.2811,0.16989304,31.170375,0.260263,100.25
2026-05-08T13:20:00+00:00,SOLUSDT,5m,TRADE_EXECUTED,EDGE_AND_FILTERS_OK,0.5932,0.4889,NEUTRAL,0.0,0.1043,0.16632925,29.931675,1.653974,98.59
2026-05-08T13:25:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.4122,0.0222,NEUTRAL,0.0,-0.39,0.17016288,29.470915,0.0,98.59
2026-05-08T13:30:00+00:00,SOLUSDT,5m,TRADE_EXECUTED,EDGE_AND_FILTERS_OK,0.5593,0.4889,NEUTRAL,0.0,0.0704,0.17515124,29.043065,0.940632,97.65
2026-05-08T13:35:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.3553,0.0,NEUTRAL,0.0,-0.3553,0.19121187,29.486865,0.0,97.65
