entry_timestamp_utc,exit_timestamp_utc,instrument,timeframe,side,stake,p_side_model,edge,entry_price,exit_price,result,pnl,equity_after
2026-05-07T21:15:00+00:00,2026-05-07T21:20:00+00:00,SOLUSDT,5m,UP,2.0,0.6675,0.2675,88.08,88.05,LOSS,-2.0,98.0
2026-05-07T21:20:00+00:00,2026-05-07T21:25:00+00:00,SOLUSDT,5m,UP,0.484378,0.5369,0.1669,88.05,88.14,WIN,0.460159,98.460159
2026-05-07T21:25:00+00:00,2026-05-07T21:30:00+00:00,SOLUSDT,5m,UP,0.59983,0.5425,0.0825,88.14,88.18,WIN,0.569838,99.029997
2026-05-07T21:50:00+00:00,2026-05-07T21:55:00+00:00,SOLUSDT,5m,UP,0.028041,0.5142,0.0824,88.06,87.97,LOSS,-0.028041,99.001956
2026-05-07T22:10:00+00:00,2026-05-07T22:15:00+00:00,SOLUSDT,5m,UP,1.413956,0.5824,0.2125,87.95,88.08,WIN,1.343259,100.345215
2026-05-08T00:55:00+00:00,2026-05-08T01:00:00+00:00,SOLUSDT,5m,UP,0.378566,0.5312,0.1843,88.27,88.3,WIN,0.359637,100.704852
2026-05-08T01:15:00+00:00,2026-05-08T01:20:00+00:00,SOLUSDT,5m,UP,0.028515,0.5142,0.3037,88.14,88.09,LOSS,-0.028515,100.676336
2026-05-08T01:25:00+00:00,2026-05-08T01:30:00+00:00,SOLUSDT,5m,UP,0.731122,0.5482,0.2324,88.2,88.26,WIN,0.694566,101.370903
2026-05-08T01:30:00+00:00,2026-05-08T01:35:00+00:00,SOLUSDT,5m,UP,1.087816,0.5651,0.144,88.26,88.21,LOSS,-1.087816,100.283086
2026-05-08T02:10:00+00:00,2026-05-08T02:15:00+00:00,SOLUSDT,5m,UP,0.203364,0.5227,0.4247,87.94,87.66,LOSS,-0.203364,100.079722
2026-05-08T02:20:00+00:00,2026-05-08T02:25:00+00:00,SOLUSDT,5m,UP,0.087912,0.5171,0.2515,87.83,87.9,WIN,0.083517,100.163239
2026-05-08T02:25:00+00:00,2026-05-08T02:30:00+00:00,SOLUSDT,5m,UP,1.549789,0.5882,0.2132,87.9,88.23,WIN,1.472299,101.635538
2026-05-08T07:25:00+00:00,2026-05-08T07:30:00+00:00,SOLUSDT,5m,UP,0.089279,0.5171,0.3995,87.81,87.88,WIN,0.084815,101.720353
2026-05-08T07:30:00+00:00,2026-05-08T07:35:00+00:00,SOLUSDT,5m,UP,0.920355,0.5569,0.2614,87.88,87.96,WIN,0.874337,102.594691
2026-05-08T07:35:00+00:00,2026-05-08T07:40:00+00:00,SOLUSDT,5m,UP,1.107267,0.5654,0.0881,87.96,88.05,WIN,1.051903,103.646594
2026-05-08T10:15:00+00:00,2026-05-08T10:20:00+00:00,SOLUSDT,5m,UP,0.688868,0.5452,0.104,88.45,88.48,WIN,0.654425,104.301019
2026-05-08T13:15:00+00:00,2026-05-08T13:20:00+00:00,SOLUSDT,5m,UP,0.271457,0.5255,0.2811,88.39,88.5,WIN,0.257884,104.558903
2026-05-08T13:20:00+00:00,2026-05-08T13:25:00+00:00,SOLUSDT,5m,UP,1.725112,0.5932,0.1043,88.5,88.29,LOSS,-1.725112,102.833791
2026-05-08T13:30:00+00:00,2026-05-08T13:35:00+00:00,SOLUSDT,5m,UP,0.981088,0.5593,0.0704,88.5,88.14,LOSS,-0.981088,101.852703
2026-05-08T13:45:00+00:00,2026-05-08T13:50:00+00:00,SOLUSDT,5m,UP,1.684644,0.5934,0.3031,88.29,88.28,LOSS,-1.684644,100.168059
