ts,balance,positions,total_equity
2026-05-07T21:25:00+00:00,100.0,0,100.0
2026-05-07T22:15:00+00:00,100.0,0,100.0
2026-05-07T23:05:00+00:00,100.0,0,100.0
2026-05-07T23:55:00+00:00,100.0,0,100.0
2026-05-08T00:45:00+00:00,100.0,0,100.0
2026-05-08T01:35:00+00:00,100.0,0,100.0
2026-05-08T02:25:00+00:00,100.0,0,100.0
2026-05-08T03:15:00+00:00,100.0,0,100.0
2026-05-08T04:05:00+00:00,100.0,0,100.0
2026-05-08T04:55:00+00:00,100.0,0,100.0
2026-05-08T05:45:00+00:00,100.0,0,100.0
2026-05-08T06:35:00+00:00,100.0,0,100.0
2026-05-08T07:25:00+00:00,100.0,0,100.0
2026-05-08T08:15:00+00:00,100.0,0,100.0
2026-05-08T09:05:00+00:00,100.0,0,100.0
2026-05-08T09:55:00+00:00,100.0,0,100.0
2026-05-08T10:45:00+00:00,100.0,0,100.0
2026-05-08T11:35:00+00:00,100.0,0,100.0
2026-05-08T12:25:00+00:00,100.0,0,100.0
2026-05-08T13:15:00+00:00,100.0,0,100.0
2026-05-08T14:05:00+00:00,100.0,0,100.0
2026-05-08T14:55:00+00:00,100.0,0,100.0
2026-05-08T15:45:00+00:00,100.0,0,100.0
2026-05-08T16:35:00+00:00,100.0,0,100.0
2026-05-08T17:25:00+00:00,100.0,0,100.0
2026-05-08T18:15:00+00:00,100.0,0,100.0
2026-05-08T19:05:00+00:00,100.0,0,100.0
