entry_timestamp_utc,exit_timestamp_utc,instrument,timeframe,side,stake,p_side_model,edge,entry_price,exit_price,result,pnl,equity_after
2026-05-07T11:15:00+00:00,2026-05-07T11:20:00+00:00,SOLUSDT,5m,DOWN,1.521732,0.5224,0.4278,89.45,89.61,LOSS,-1.521732,98.478268
2026-05-07T11:25:00+00:00,2026-05-07T11:30:00+00:00,SOLUSDT,5m,DOWN,6.739176,0.5559,0.339,89.43,89.51,LOSS,-6.739176,91.739092
2026-05-07T11:45:00+00:00,2026-05-07T11:50:00+00:00,SOLUSDT,5m,DOWN,7.339127,0.5727,0.3558,89.43,89.48,LOSS,-7.339127,84.399965
2026-05-07T11:50:00+00:00,2026-05-07T11:55:00+00:00,SOLUSDT,5m,DOWN,0.908939,0.5196,0.363,89.48,89.57,LOSS,-0.908939,83.491026
2026-05-07T12:20:00+00:00,2026-05-07T12:25:00+00:00,SOLUSDT,5m,DOWN,6.679282,0.5696,0.3857,89.82,89.93,LOSS,-6.679282,76.811744
2026-05-08T00:25:00+00:00,2026-05-08T00:30:00+00:00,SOLUSDT,5m,DOWN,6.144939,0.5933,0.2933,88.41,88.4,WIN,5.837693,82.649436
2026-05-08T00:30:00+00:00,2026-05-08T00:35:00+00:00,SOLUSDT,5m,DOWN,5.747863,0.5566,0.1766,88.4,88.3,WIN,5.46047,88.109906
2026-05-08T00:55:00+00:00,2026-05-08T01:00:00+00:00,SOLUSDT,5m,UP,2.572492,0.5312,0.1843,88.27,88.3,WIN,2.443867,90.553773
2026-05-08T01:00:00+00:00,2026-05-08T01:05:00+00:00,SOLUSDT,5m,UP,4.269321,0.5425,0.2498,88.3,88.21,LOSS,-4.269321,86.284452
2026-05-08T01:15:00+00:00,2026-05-08T01:20:00+00:00,SOLUSDT,5m,UP,0.18908,0.5142,0.3037,88.14,88.09,LOSS,-0.18908,86.095372
2026-05-08T01:25:00+00:00,2026-05-08T01:30:00+00:00,SOLUSDT,5m,UP,4.838683,0.5482,0.2324,88.2,88.26,WIN,4.596749,90.692121
2026-05-08T01:30:00+00:00,2026-05-08T01:35:00+00:00,SOLUSDT,5m,UP,7.25537,0.5651,0.144,88.26,88.21,LOSS,-7.25537,83.436751
2026-05-08T02:10:00+00:00,2026-05-08T02:15:00+00:00,SOLUSDT,5m,UP,1.309446,0.5227,0.4247,87.94,87.66,LOSS,-1.309446,82.127305
2026-05-08T02:20:00+00:00,2026-05-08T02:25:00+00:00,SOLUSDT,5m,UP,0.55831,0.5171,0.2515,87.83,87.9,WIN,0.530394,82.6577
2026-05-08T02:25:00+00:00,2026-05-08T02:30:00+00:00,SOLUSDT,5m,UP,6.612616,0.5882,0.2132,87.9,88.23,WIN,6.281985,88.939685
2026-05-08T02:50:00+00:00,2026-05-08T02:55:00+00:00,SOLUSDT,5m,DOWN,1.791402,0.5255,0.3255,88.14,88.06,WIN,1.701832,90.641517
2026-05-08T02:55:00+00:00,2026-05-08T03:00:00+00:00,SOLUSDT,5m,DOWN,7.251321,0.5738,0.2405,88.06,87.75,WIN,6.888755,97.530272
2026-05-08T03:10:00+00:00,2026-05-08T03:15:00+00:00,SOLUSDT,5m,UP,7.802422,0.5938,0.0438,87.99,88.17,WIN,7.412301,104.942573
2026-05-08T03:40:00+00:00,2026-05-08T03:45:00+00:00,SOLUSDT,5m,DOWN,1.163513,0.5198,0.461,88.3,88.2,WIN,1.105337,106.04791
2026-05-08T03:45:00+00:00,2026-05-08T03:50:00+00:00,SOLUSDT,5m,DOWN,8.483833,0.5652,0.3593,88.2,88.29,LOSS,-8.483833,97.564077
2026-05-08T03:55:00+00:00,2026-05-08T04:00:00+00:00,SOLUSDT,5m,DOWN,0.213798,0.5142,0.3377,88.22,88.27,LOSS,-0.213798,97.350279
2026-05-08T04:25:00+00:00,2026-05-08T04:30:00+00:00,SOLUSDT,5m,DOWN,0.646333,0.517,0.4514,88.32,88.17,WIN,0.614016,97.964295
2026-05-08T04:30:00+00:00,2026-05-08T04:35:00+00:00,SOLUSDT,5m,DOWN,7.837144,0.5907,0.2792,88.17,88.15,WIN,7.445286,105.409581
2026-05-08T04:35:00+00:00,2026-05-08T04:40:00+00:00,SOLUSDT,5m,DOWN,6.878614,0.5539,0.2096,88.15,88.12,WIN,6.534684,111.944265
2026-05-08T04:40:00+00:00,2026-05-08T04:45:00+00:00,SOLUSDT,5m,DOWN,1.75684,0.5227,0.1293,88.12,88.12,WIN,1.668998,113.613263
2026-05-08T05:05:00+00:00,2026-05-08T05:10:00+00:00,SOLUSDT,5m,UP,0.248967,0.5142,0.2225,88.19,88.22,WIN,0.236519,113.849782
2026-05-08T05:10:00+00:00,2026-05-08T05:15:00+00:00,SOLUSDT,5m,UP,2.799527,0.5283,0.1116,88.22,88.21,LOSS,-2.799527,111.050255
2026-05-08T05:20:00+00:00,2026-05-08T05:25:00+00:00,SOLUSDT,5m,UP,0.243351,0.5142,0.0142,88.24,88.28,WIN,0.231183,111.281438
2026-05-08T05:45:00+00:00,2026-05-08T05:50:00+00:00,SOLUSDT,5m,DOWN,7.244111,0.5538,0.1138,88.26,88.19,WIN,6.881906,118.163344
2026-05-08T06:10:00+00:00,2026-05-08T06:15:00+00:00,SOLUSDT,5m,UP,9.453068,0.5653,0.1932,88.1,88.19,WIN,8.980414,127.143758
2026-05-08T06:15:00+00:00,2026-05-08T06:20:00+00:00,SOLUSDT,5m,UP,10.171501,0.5964,0.015,88.19,88.15,LOSS,-10.171501,116.972257
2026-05-08T06:35:00+00:00,2026-05-08T06:40:00+00:00,SOLUSDT,5m,UP,3.954029,0.5341,0.2515,88.04,88.03,LOSS,-3.954029,113.018228
2026-05-08T06:40:00+00:00,2026-05-08T06:45:00+00:00,SOLUSDT,5m,UP,3.299725,0.5312,0.2703,88.03,87.95,LOSS,-3.299725,109.718503
2026-05-08T06:50:00+00:00,2026-05-08T06:55:00+00:00,SOLUSDT,5m,UP,1.721909,0.5227,0.2618,88.03,88.05,WIN,1.635813,111.354316
2026-05-08T06:55:00+00:00,2026-05-08T07:00:00+00:00,SOLUSDT,5m,UP,3.764125,0.5341,0.2298,88.05,87.94,LOSS,-3.764125,107.590191
