ts,balance,positions,total_equity
2026-05-07T11:25:00+00:00,100.0,0,100.0
2026-05-07T12:15:00+00:00,100.0,0,100.0
2026-05-07T13:05:00+00:00,100.0,0,100.0
2026-05-07T13:55:00+00:00,100.0,0,100.0
2026-05-07T14:45:00+00:00,100.0,0,100.0
2026-05-07T15:35:00+00:00,100.0,0,100.0
2026-05-07T16:25:00+00:00,100.0,0,100.0
2026-05-07T17:15:00+00:00,100.0,0,100.0
2026-05-07T18:05:00+00:00,100.0,0,100.0
2026-05-07T18:55:00+00:00,100.0,0,100.0
2026-05-07T19:45:00+00:00,100.0,0,100.0
2026-05-07T20:35:00+00:00,100.0,0,100.0
2026-05-07T21:25:00+00:00,100.0,0,100.0
2026-05-07T22:15:00+00:00,100.0,0,100.0
2026-05-07T23:05:00+00:00,100.0,0,100.0
2026-05-07T23:55:00+00:00,100.0,0,100.0
2026-05-08T00:45:00+00:00,100.0,0,100.0
2026-05-08T01:35:00+00:00,100.0,0,100.0
2026-05-08T02:25:00+00:00,100.0,0,100.0
2026-05-08T03:15:00+00:00,100.0,0,100.0
2026-05-08T04:05:00+00:00,100.0,0,100.0
2026-05-08T04:55:00+00:00,100.0,0,100.0
2026-05-08T05:45:00+00:00,100.0,0,100.0
2026-05-08T06:35:00+00:00,100.0,0,100.0
2026-05-08T07:25:00+00:00,100.0,0,100.0
2026-05-08T08:15:00+00:00,100.0,0,100.0
2026-05-08T09:05:00+00:00,100.0,0,100.0
