ts,symbol,side,qty,price,usd_amount,realized_pnl,reason
2026-05-08T02:25:00+00:00,SOLUSDT,BUY,0.28441411,87.9,25.0,0.0,SIGNAL_BUY
2026-05-08T02:55:00+00:00,SOLUSDT,SELL,0.28441411,88.06,25.05,0.0455,SIGNAL_SELL
2026-05-08T03:10:00+00:00,SOLUSDT,BUY,0.28425249,87.99,25.01,0.0,SIGNAL_BUY
2026-05-08T03:45:00+00:00,SOLUSDT,SELL,0.28425249,88.2,25.07,0.0597,SIGNAL_SELL
2026-05-08T06:10:00+00:00,SOLUSDT,BUY,0.28406697,88.1,25.03,0.0,SIGNAL_BUY
2026-05-08T07:30:00+00:00,SOLUSDT,BUY,0.21358358,87.88,18.77,0.0,SIGNAL_BUY
2026-05-08T07:35:00+00:00,SOLUSDT,BUY,0.16004199,87.96,14.08,0.0,SIGNAL_BUY
2026-05-08T07:45:00+00:00,SOLUSDT,SELL,0.65769254,88.19,58.0,0.1286,MAX_HOLD
2026-05-08T13:20:00+00:00,SOLUSDT,BUY,0.28314629,88.5,25.06,0.0,SIGNAL_BUY
2026-05-08T13:30:00+00:00,SOLUSDT,BUY,0.21235972,88.5,18.79,0.0,SIGNAL_BUY
2026-05-08T13:45:00+00:00,SOLUSDT,BUY,0.15964861,88.29,14.1,0.0,SIGNAL_BUY
2026-05-08T14:55:00+00:00,SOLUSDT,SELL,0.65515462,89.15,58.41,0.4594,MAX_HOLD
2026-05-09T00:10:00+00:00,SOLUSDT,BUY,0.273385,92.08,25.17,0.0,SIGNAL_BUY
2026-05-09T00:40:00+00:00,SOLUSDT,SELL,0.273385,92.37,25.25,0.0793,SIGNAL_SELL
