ts,balance,positions,total_equity
2026-05-07T23:25:00+00:00,100.0,0,100.0
2026-05-08T00:15:00+00:00,100.0,0,100.0
2026-05-08T01:05:00+00:00,100.0,0,100.0
2026-05-08T01:55:00+00:00,100.0,0,100.0
2026-05-08T02:45:00+00:00,100.0,0,100.0
2026-05-08T03:35:00+00:00,100.0,0,100.0
2026-05-08T04:25:00+00:00,100.0,0,100.0
2026-05-08T05:15:00+00:00,100.0,0,100.0
2026-05-08T06:05:00+00:00,100.0,0,100.0
2026-05-08T06:55:00+00:00,100.0,0,100.0
2026-05-08T07:45:00+00:00,100.0,0,100.0
2026-05-08T08:35:00+00:00,100.0,0,100.0
2026-05-08T09:25:00+00:00,100.0,0,100.0
2026-05-08T10:15:00+00:00,100.0,0,100.0
2026-05-08T11:05:00+00:00,100.0,0,100.0
2026-05-08T11:55:00+00:00,100.0,0,100.0
2026-05-08T12:45:00+00:00,100.0,0,100.0
2026-05-08T13:35:00+00:00,100.0,0,100.0
2026-05-08T14:25:00+00:00,100.0,0,100.0
2026-05-08T15:15:00+00:00,100.0,0,100.0
2026-05-08T16:05:00+00:00,100.0,0,100.0
2026-05-08T16:55:00+00:00,100.0,0,100.0
2026-05-08T17:45:00+00:00,100.0,0,100.0
2026-05-08T18:35:00+00:00,100.0,0,100.0
2026-05-08T19:25:00+00:00,100.0,0,100.0
2026-05-08T20:15:00+00:00,100.0,0,100.0
2026-05-08T21:05:00+00:00,100.0,0,100.0
