ts,structure,adx,action,reason,open,high,low,close,entry,sl,tp,rr,balance
2026-05-08T01:25:00+00:00,BEARISH,21.7,NO_TRADE,NO_BREAKOUT,88.1,88.21,88.09,88.2,0,0,0,0,100.0
2026-05-08T01:30:00+00:00,BEARISH,20.5,NO_TRADE,NO_BREAKOUT,88.21,88.3,88.19,88.26,0,0,0,0,100.0
2026-05-08T01:35:00+00:00,BEARISH,18.3,NO_TRADE,ADX_TOO_LOW(18.3),88.25,88.25,88.14,88.21,0,0,0,0,100.0
2026-05-08T01:40:00+00:00,BEARISH,17.7,NO_TRADE,ADX_TOO_LOW(17.7),88.21,88.28,88.19,88.2,0,0,0,0,100.0
2026-05-08T01:45:00+00:00,BEARISH,16.9,NO_TRADE,ADX_TOO_LOW(16.9),88.2,88.25,88.15,88.16,0,0,0,0,100.0
2026-05-08T01:50:00+00:00,BEARISH,17.6,NO_TRADE,ADX_TOO_LOW(17.6),88.16,88.17,88.12,88.15,0,0,0,0,100.0
2026-05-08T01:55:00+00:00,BEARISH,18.5,NO_TRADE,ADX_TOO_LOW(18.5),88.14,88.21,88.13,88.13,0,0,0,0,100.0
2026-05-08T02:00:00+00:00,BEARISH,18.9,NO_TRADE,ADX_TOO_LOW(18.9),88.14,88.16,87.83,87.91,0,0,0,0,100.0
2026-05-08T02:05:00+00:00,BEARISH,20.7,NO_TRADE,NO_BREAKOUT,87.92,87.95,87.79,87.89,0,0,0,0,100.0
2026-05-08T02:10:00+00:00,BEARISH,22.5,NO_TRADE,NO_BREAKOUT,87.88,87.97,87.87,87.94,0,0,0,0,100.0
2026-05-08T02:15:00+00:00,BEARISH,25.1,NO_TRADE,NO_ZONE,87.94,87.94,87.6,87.66,0,0,0,0,100.0
2026-05-08T02:20:00+00:00,BEARISH,27.7,NO_TRADE,NO_ZONE,87.65,87.88,87.63,87.83,0,0,0,0,100.0
2026-05-08T02:25:00+00:00,BEARISH,29.3,NO_TRADE,NO_BREAKOUT,87.83,87.91,87.81,87.9,0,0,0,0,100.0
2026-05-08T02:30:00+00:00,BEARISH,30.3,NO_TRADE,NO_BREAKOUT,87.91,88.35,87.87,88.23,0,0,0,0,100.0
2026-05-08T02:35:00+00:00,BEARISH,28.2,NO_TRADE,NO_BREAKOUT,88.23,88.3,88.0,88.06,0,0,0,0,100.0
