ts,balance,positions,total_equity
2026-05-07T17:25:00+00:00,100.0,0,100.0
2026-05-07T18:15:00+00:00,100.0,0,100.0
2026-05-07T19:05:00+00:00,100.0,0,100.0
2026-05-07T19:55:00+00:00,100.0,0,100.0
2026-05-07T20:45:00+00:00,100.0,0,100.0
2026-05-07T21:35:00+00:00,100.0,0,100.0
2026-05-07T22:25:00+00:00,100.0,0,100.0
2026-05-07T23:15:00+00:00,100.0,0,100.0
2026-05-08T00:05:00+00:00,100.0,0,100.0
2026-05-08T00:55:00+00:00,100.0,0,100.0
2026-05-08T01:45:00+00:00,100.0,0,100.0
2026-05-08T02:35:00+00:00,100.0,0,100.0
2026-05-08T03:25:00+00:00,100.0,0,100.0
2026-05-08T04:15:00+00:00,100.0,0,100.0
2026-05-08T05:05:00+00:00,100.0,0,100.0
2026-05-08T05:55:00+00:00,100.0,0,100.0
2026-05-08T06:45:00+00:00,100.0,0,100.0
2026-05-08T07:35:00+00:00,100.0,0,100.0
2026-05-08T08:25:00+00:00,100.0,0,100.0
2026-05-08T09:15:00+00:00,100.0,0,100.0
2026-05-08T10:05:00+00:00,100.0,0,100.0
2026-05-08T10:55:00+00:00,100.0,0,100.0
2026-05-08T11:45:00+00:00,100.0,0,100.0
2026-05-08T12:35:00+00:00,100.0,0,100.0
2026-05-08T13:25:00+00:00,100.0,0,100.0
2026-05-08T14:15:00+00:00,100.0,0,100.0
2026-05-08T15:05:00+00:00,100.0,0,100.0
