timestamp_utc,instrument,timeframe,action,reason_code,p_model_up,p_market_up,tv_recommendation,tv_confidence,edge,atr,adx,stake,equity
2026-05-07T15:15:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.3241,0.11,NEUTRAL,0.0,-0.2141,0.28095318,56.528159,0.0,100.0
2026-05-07T15:20:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.3779,0.0215,NEUTRAL,0.0,-0.3564,0.27945652,55.960663,0.0,100.0
2026-05-07T15:25:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.4972,0.0682,NEUTRAL,0.0,-0.429,0.28592392,55.678556,0.0,100.0
2026-05-07T15:30:00+00:00,SOLUSDT,5m,TRADE_EXECUTED,EDGE_AND_FILTERS_OK,0.6642,0.375,NEUTRAL,0.0,0.2892,0.29050078,54.204612,2.0,101.9
2026-05-07T15:35:00+00:00,SOLUSDT,5m,TRADE_EXECUTED,EDGE_AND_FILTERS_OK,0.599,0.4205,NEUTRAL,0.0,0.1785,0.28189358,52.313689,1.802557,103.61
2026-05-07T15:40:00+00:00,SOLUSDT,5m,TRADE_EXECUTED,EDGE_AND_FILTERS_OK,0.5396,0.4773,NEUTRAL,0.0,0.0623,0.27390118,50.400982,0.569541,104.15
2026-05-07T15:45:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.5706,0.5909,NEUTRAL,0.0,-0.0203,0.26362253,48.461902,0.0,104.15
2026-05-07T15:50:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.4887,0.5114,NEUTRAL,0.0,0.0227,0.25907806,46.383166,0.0,104.15
2026-05-07T15:55:00+00:00,SOLUSDT,5m,NO_TRADE,DOWN_SKIPPED,0.4066,0.5926,NEUTRAL,0.0,0.186,0.25914391,45.018496,0.0,104.15
2026-05-07T16:00:00+00:00,SOLUSDT,5m,NO_TRADE,DOWN_SKIPPED,0.4689,0.6346,NEUTRAL,0.0,0.1657,0.25777649,43.691613,0.0,104.15
2026-05-07T16:05:00+00:00,SOLUSDT,5m,NO_TRADE,DOWN_SKIPPED,0.4972,0.6154,NEUTRAL,0.0,0.1182,0.25579246,42.901806,0.0,104.15
2026-05-07T16:10:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.5141,0.6731,NEUTRAL,0.0,-0.159,0.25180728,42.038098,0.0,104.15
2026-05-07T16:15:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.3951,0.2885,NEUTRAL,0.0,-0.1066,0.25382105,41.54494,0.0,104.15
2026-05-07T16:20:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.6412,0.9608,NEUTRAL,0.0,-0.3196,0.26283383,39.998336,0.0,104.15
2026-05-07T16:25:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.7114,1.0,NEUTRAL,0.0,-0.2886,0.26263141,37.398938,0.0,104.15
2026-05-07T16:30:00+00:00,SOLUSDT,5m,NO_TRADE,DOWN_SKIPPED,0.4718,0.7794,NEUTRAL,0.0,0.3076,0.26101488,34.793477,0.0,104.15
2026-05-07T16:35:00+00:00,SOLUSDT,5m,NO_TRADE,DOWN_SKIPPED,0.4067,0.6471,NEUTRAL,0.0,0.2404,0.25665668,33.240529,0.0,104.15
2026-05-07T16:40:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.5085,0.7353,NEUTRAL,0.0,-0.2268,0.24832406,31.745621,0.0,104.15
2026-05-07T16:45:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.6015,0.9559,NEUTRAL,0.0,-0.3544,0.24844377,29.502365,0.0,104.15
2026-05-07T16:50:00+00:00,SOLUSDT,5m,NO_TRADE,DOWN_SKIPPED,0.4915,0.8235,NEUTRAL,0.0,0.332,0.2449835,27.419342,0.0,104.15
2026-05-07T16:55:00+00:00,SOLUSDT,5m,NO_TRADE,DOWN_SKIPPED,0.3897,0.6029,NEUTRAL,0.0,0.2132,0.25177039,26.305129,0.0,104.15
2026-05-07T17:00:00+00:00,SOLUSDT,5m,NO_TRADE,DOWN_SKIPPED,0.4802,0.6618,NEUTRAL,0.0,0.1816,0.25021536,25.270502,0.0,104.15
2026-05-07T17:05:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.5113,0.6406,NEUTRAL,0.0,-0.1293,0.24662855,23.97033,0.0,104.15
2026-05-07T17:10:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.5621,0.7818,NEUTRAL,0.0,-0.2197,0.24258365,22.813279,0.0,104.15
2026-05-07T17:15:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.3556,0.2182,NEUTRAL,0.0,-0.1374,0.25025625,22.540763,0.0,104.15
2026-05-07T17:20:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.5141,0.5455,NEUTRAL,0.0,-0.0314,0.25023795,22.375587,0.0,104.15
2026-05-07T17:25:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.3923,0.0364,NEUTRAL,0.0,-0.3559,0.27879238,23.221328,0.0,104.15
2026-05-07T17:30:00+00:00,SOLUSDT,5m,TRADE_EXECUTED,EDGE_AND_FILTERS_OK,0.5509,0.4545,NEUTRAL,0.0,0.0964,0.27959292,24.006658,0.814097,104.93
2026-05-07T17:35:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.6102,0.6,NEUTRAL,0.0,0.0102,0.27105057,23.913294,0.0,104.93
2026-05-07T17:40:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.5283,0.6182,NEUTRAL,0.0,-0.0899,0.25811839,23.693669,0.0,104.93
