entry_timestamp_utc,exit_timestamp_utc,instrument,timeframe,side,stake,p_side_model,edge,entry_price,exit_price,result,pnl,equity_after
2026-05-07T15:30:00+00:00,2026-05-07T15:35:00+00:00,SOLUSDT,5m,UP,2.0,0.6642,0.2892,88.33,88.37,WIN,1.9,101.9
2026-05-07T15:35:00+00:00,2026-05-07T15:40:00+00:00,SOLUSDT,5m,UP,1.802557,0.599,0.1785,88.37,88.42,WIN,1.712429,103.61243
2026-05-07T15:40:00+00:00,2026-05-07T15:45:00+00:00,SOLUSDT,5m,UP,0.569541,0.5396,0.0623,88.42,88.52,WIN,0.541064,104.153494
2026-05-07T17:30:00+00:00,2026-05-07T17:35:00+00:00,SOLUSDT,5m,UP,0.814097,0.5509,0.0964,88.4,88.48,WIN,0.773392,104.926885
2026-05-07T21:15:00+00:00,2026-05-07T21:20:00+00:00,SOLUSDT,5m,UP,2.098538,0.6675,0.2675,88.08,88.05,LOSS,-2.098538,102.828348
2026-05-07T21:20:00+00:00,2026-05-07T21:25:00+00:00,SOLUSDT,5m,UP,0.508243,0.5369,0.1669,88.05,88.14,WIN,0.482831,103.311178
2026-05-07T21:25:00+00:00,2026-05-07T21:30:00+00:00,SOLUSDT,5m,UP,0.629383,0.5425,0.0825,88.14,88.18,WIN,0.597913,103.909092
2026-05-07T21:50:00+00:00,2026-05-07T21:55:00+00:00,SOLUSDT,5m,UP,0.029423,0.5142,0.0824,88.06,87.97,LOSS,-0.029423,103.879669
2026-05-07T22:10:00+00:00,2026-05-07T22:15:00+00:00,SOLUSDT,5m,UP,1.48362,0.5824,0.2125,87.95,88.08,WIN,1.409439,105.289108
2026-05-08T00:55:00+00:00,2026-05-08T01:00:00+00:00,SOLUSDT,5m,UP,0.397217,0.5312,0.1843,88.27,88.3,WIN,0.377356,105.666464
2026-05-08T01:15:00+00:00,2026-05-08T01:20:00+00:00,SOLUSDT,5m,UP,0.02992,0.5142,0.3037,88.14,88.09,LOSS,-0.02992,105.636544
2026-05-08T01:25:00+00:00,2026-05-08T01:30:00+00:00,SOLUSDT,5m,UP,0.767144,0.5482,0.2324,88.2,88.26,WIN,0.728787,106.365331
2026-05-08T01:30:00+00:00,2026-05-08T01:35:00+00:00,SOLUSDT,5m,UP,1.141412,0.5651,0.144,88.26,88.21,LOSS,-1.141412,105.223919
2026-05-08T02:10:00+00:00,2026-05-08T02:15:00+00:00,SOLUSDT,5m,UP,0.213383,0.5227,0.4247,87.94,87.66,LOSS,-0.213383,105.010536
2026-05-08T02:20:00+00:00,2026-05-08T02:25:00+00:00,SOLUSDT,5m,UP,0.092243,0.5171,0.2515,87.83,87.9,WIN,0.087631,105.098167
2026-05-08T02:25:00+00:00,2026-05-08T02:30:00+00:00,SOLUSDT,5m,UP,1.626145,0.5882,0.2132,87.9,88.23,WIN,1.544838,106.643005
2026-05-08T07:25:00+00:00,2026-05-08T07:30:00+00:00,SOLUSDT,5m,UP,0.093677,0.5171,0.3995,87.81,87.88,WIN,0.088994,106.731999
2026-05-08T07:30:00+00:00,2026-05-08T07:35:00+00:00,SOLUSDT,5m,UP,0.9657,0.5569,0.2614,87.88,87.96,WIN,0.917415,107.649413
2026-05-08T07:35:00+00:00,2026-05-08T07:40:00+00:00,SOLUSDT,5m,UP,1.16182,0.5654,0.0881,87.96,88.05,WIN,1.103729,108.753143
2026-05-08T10:15:00+00:00,2026-05-08T10:20:00+00:00,SOLUSDT,5m,UP,0.722808,0.5452,0.104,88.45,88.48,WIN,0.686667,109.43981
2026-05-08T13:15:00+00:00,2026-05-08T13:20:00+00:00,SOLUSDT,5m,UP,0.284832,0.5255,0.2811,88.39,88.5,WIN,0.27059,109.7104
2026-05-08T13:20:00+00:00,2026-05-08T13:25:00+00:00,SOLUSDT,5m,UP,1.810106,0.5932,0.1043,88.5,88.29,LOSS,-1.810106,107.900294
2026-05-08T13:30:00+00:00,2026-05-08T13:35:00+00:00,SOLUSDT,5m,UP,1.029426,0.5593,0.0704,88.5,88.14,LOSS,-1.029426,106.870868
2026-05-08T13:45:00+00:00,2026-05-08T13:50:00+00:00,SOLUSDT,5m,UP,1.767644,0.5934,0.3031,88.29,88.32,WIN,1.679262,108.55013
