ts,symbol,action,reason,price,balance
2026-05-08T07:55:00Z,SOLUSDT,NO_TRADE,LOW_VOL,88.22,100.0
2026-05-08T08:00:00Z,SOLUSDT,NO_TRADE,LOW_VOL,88.27,100.0
2026-05-08T08:05:00Z,SOLUSDT,NO_TRADE,LOW_VOL,88.22,100.0
2026-05-08T08:10:00Z,SOLUSDT,NO_TRADE,LOW_VOL,88.22,100.0
2026-05-08T08:15:00Z,SOLUSDT,NO_TRADE,LOW_VOL,88.16,100.0
2026-05-08T08:20:00Z,SOLUSDT,NO_TRADE,LOW_VOL,88.05,100.0
2026-05-08T08:25:00Z,SOLUSDT,NO_TRADE,LOW_VOL,88.2,100.0
2026-05-08T08:30:00Z,SOLUSDT,NO_TRADE,LOW_VOL,88.29,100.0
2026-05-08T08:35:00Z,SOLUSDT,NO_TRADE,LOW_VOL,88.46,100.0
2026-05-08T08:40:00Z,SOLUSDT,NO_TRADE,LOW_VOL,88.48,100.0
2026-05-08T08:45:00Z,SOLUSDT,NO_TRADE,LOW_VOL,88.52,100.0
2026-05-08T08:50:00Z,SOLUSDT,NO_TRADE,LOW_VOL,88.51,100.0
2026-05-08T08:55:00Z,SOLUSDT,NO_TRADE,LOW_VOL,88.38,100.0
2026-05-08T09:00:00Z,SOLUSDT,NO_TRADE,LOW_VOL,88.3,100.0
2026-05-08T09:05:00Z,SOLUSDT,NO_TRADE,LOW_ADX,88.47,100.0
2026-05-08T09:10:00Z,SOLUSDT,NO_TRADE,LOW_ADX,88.55,100.0
2026-05-08T09:15:00Z,SOLUSDT,NO_TRADE,LOW_ADX,88.57,100.0
2026-05-08T09:20:00Z,SOLUSDT,NO_TRADE,LOW_ADX,88.64,100.0
2026-05-08T09:25:00Z,SOLUSDT,NO_TRADE,LOW_ADX,88.56,100.0
2026-05-08T09:30:00Z,SOLUSDT,NO_TRADE,LOW_ADX,88.59,100.0
2026-05-08T09:35:00Z,SOLUSDT,NO_TRADE,LOW_ADX,88.53,100.0
2026-05-08T09:40:00Z,SOLUSDT,NO_TRADE,LOW_ADX,88.47,100.0
2026-05-08T09:45:00Z,SOLUSDT,NO_TRADE,LOW_ADX,88.39,100.0
2026-05-08T09:50:00Z,SOLUSDT,NO_TRADE,LOW_ADX,88.38,100.0
2026-05-08T09:55:00Z,SOLUSDT,NO_TRADE,LOW_ADX,88.44,100.0
2026-05-08T10:00:00Z,SOLUSDT,NO_TRADE,LOW_ADX,88.58,100.0
2026-05-08T10:05:00Z,SOLUSDT,NO_TRADE,LOW_ADX,88.33,100.0
2026-05-08T10:10:00Z,SOLUSDT,NO_TRADE,LOW_ADX,88.41,100.0
2026-05-08T10:15:00Z,SOLUSDT,NO_TRADE,LOW_ADX,88.45,100.0
2026-05-08T10:20:00Z,SOLUSDT,NO_TRADE,LOW_ADX,88.48,100.0
2026-05-08T10:25:00Z,SOLUSDT,NO_TRADE,LOW_ADX,88.46,100.0
2026-05-08T10:30:00Z,SOLUSDT,NO_TRADE,LOW_ADX,88.59,100.0
2026-05-08T10:35:00Z,SOLUSDT,NO_TRADE,LOW_ADX,88.64,100.0
2026-05-08T10:40:00Z,SOLUSDT,NO_TRADE,LOW_ADX,88.67,100.0
2026-05-08T10:45:00Z,SOLUSDT,NO_TRADE,LOW_ADX,88.68,100.0
2026-05-08T11:10:00Z,SOLUSDT,SHORT,BEAR_RSI,88.59,100.0
2026-05-08T12:05:00Z,SOLUSDT,NO_TRADE,LOW_ADX,88.58,100.0
2026-05-08T12:15:00Z,SOLUSDT,NO_TRADE,LOW_ADX,88.62,100.0
2026-05-08T12:20:00Z,SOLUSDT,NO_TRADE,LOW_ADX,88.57,100.0
2026-05-08T12:25:00Z,SOLUSDT,NO_TRADE,LOW_ADX,88.71,100.0
2026-05-08T12:30:00Z,SOLUSDT,NO_TRADE,LOW_ADX,88.66,100.0
2026-05-08T12:35:00Z,SOLUSDT,NO_TRADE,LOW_ADX,88.61,100.0
2026-05-08T12:45:00Z,SOLUSDT,NO_TRADE,LOW_ADX,88.57,100.0
2026-05-08T12:50:00Z,SOLUSDT,NO_TRADE,LOW_ADX,88.55,100.0
2026-05-08T12:55:00Z,SOLUSDT,NO_TRADE,LOW_ADX,88.46,100.0
2026-05-08T13:00:00Z,SOLUSDT,NO_TRADE,LOW_ADX,88.51,100.0
2026-05-08T13:05:00Z,SOLUSDT,NO_TRADE,LOW_ADX,88.41,100.0
2026-05-08T13:10:00Z,SOLUSDT,COVER,TP_HIT,88.28,100.01
2026-05-08T13:20:00Z,SOLUSDT,NO_TRADE,LOW_ADX,88.5,100.01
2026-05-08T13:40:00Z,SOLUSDT,SHORT,BEAR_RSI,88.11,100.01
2026-05-08T13:55:00Z,SOLUSDT,COVER,SL_HIT,88.34,100.0
2026-05-08T14:00:00Z,SOLUSDT,NO_TRADE,LOW_ADX,88.62,100.0
2026-05-08T14:05:00Z,SOLUSDT,NO_TRADE,LOW_ADX,88.76,100.0
2026-05-08T14:10:00Z,SOLUSDT,NO_TRADE,LOW_ADX,88.82,100.0
2026-05-08T14:30:00Z,SOLUSDT,NO_TRADE,LOW_ADX,89.09,100.0
2026-05-08T14:45:00Z,SOLUSDT,BUY,BULL_RSI,89.13,100.0
2026-05-08T15:05:00Z,SOLUSDT,NO_TRADE,LOW_ADX,88.95,100.0
2026-05-08T15:10:00Z,SOLUSDT,NO_TRADE,LOW_ADX,88.9,100.0
2026-05-08T15:15:00Z,SOLUSDT,NO_TRADE,LOW_ADX,88.7,100.0
2026-05-08T15:20:00Z,SOLUSDT,SELL,SL_HIT,88.48,99.98
2026-05-08T15:40:00Z,SOLUSDT,NO_TRADE,LOW_ADX,89.18,99.98
2026-05-08T15:45:00Z,SOLUSDT,NO_TRADE,LOW_ADX,89.25,99.98
2026-05-08T15:50:00Z,SOLUSDT,NO_TRADE,LOW_ADX,89.5,99.98
2026-05-08T16:00:00Z,SOLUSDT,NO_TRADE,LOW_ADX,89.41,99.98
2026-05-08T16:05:00Z,SOLUSDT,NO_TRADE,LOW_ADX,89.46,99.98
2026-05-08T16:25:00Z,SOLUSDT,BUY,BULL_RSI,89.6,99.98
2026-05-08T17:15:00Z,SOLUSDT,SELL,TP_HIT,89.99,99.99
2026-05-08T18:05:00Z,SOLUSDT,BUY,BULL_RSI,91.77,99.99
2026-05-08T18:30:00Z,SOLUSDT,SELL,TP_HIT,92.48,100.02
2026-05-08T19:05:00Z,SOLUSDT,NO_TRADE,OUT_OF_SESSION,92.4,100.02
2026-05-08T19:10:00Z,SOLUSDT,NO_TRADE,OUT_OF_SESSION,92.4,100.02
2026-05-08T19:15:00Z,SOLUSDT,NO_TRADE,OUT_OF_SESSION,92.69,100.02
2026-05-08T19:20:00Z,SOLUSDT,NO_TRADE,OUT_OF_SESSION,92.5,100.02
2026-05-08T19:25:00Z,SOLUSDT,NO_TRADE,OUT_OF_SESSION,92.75,100.02
2026-05-08T19:30:00Z,SOLUSDT,NO_TRADE,OUT_OF_SESSION,92.6,100.02
2026-05-08T19:35:00Z,SOLUSDT,NO_TRADE,OUT_OF_SESSION,92.45,100.02
2026-05-08T19:40:00Z,SOLUSDT,NO_TRADE,OUT_OF_SESSION,92.48,100.02
2026-05-08T19:45:00Z,SOLUSDT,NO_TRADE,OUT_OF_SESSION,92.53,100.02
