ts,balance,positions,total_equity
2026-05-08T07:25:00+00:00,100.0,0,100.0
2026-05-08T08:15:00+00:00,100.0,0,100.0
2026-05-08T09:05:00+00:00,100.0,0,100.0
2026-05-08T09:55:00+00:00,100.0,0,100.0
2026-05-08T10:45:00+00:00,100.0,0,100.0
2026-05-08T11:35:00+00:00,100.0,0,100.0
2026-05-08T12:25:00+00:00,100.0,0,100.0
2026-05-08T13:15:00+00:00,100.0,0,100.0
2026-05-08T14:05:00+00:00,100.0,0,100.0
2026-05-08T14:55:00+00:00,100.0,0,100.0
2026-05-08T15:45:00+00:00,100.0,0,100.0
2026-05-08T16:35:00+00:00,100.0,0,100.0
2026-05-08T17:25:00+00:00,100.0,0,100.0
2026-05-08T18:15:00+00:00,100.0,0,100.0
2026-05-08T19:05:00+00:00,100.0,0,100.0
2026-05-08T19:55:00+00:00,100.0,0,100.0
2026-05-08T20:45:00+00:00,100.0,0,100.0
2026-05-08T21:35:00+00:00,100.0,0,100.0
2026-05-08T22:25:00+00:00,100.0,0,100.0
2026-05-08T23:15:00+00:00,100.0,0,100.0
2026-05-09T00:05:00+00:00,100.0,0,100.0
2026-05-09T00:55:00+00:00,100.0,0,100.0
2026-05-09T01:45:00+00:00,100.0,0,100.0
2026-05-09T02:35:00+00:00,100.0,0,100.0
2026-05-09T03:25:00+00:00,100.0,0,100.0
2026-05-09T04:15:00+00:00,100.0,0,100.0
2026-05-09T05:05:00+00:00,100.0,0,100.0
