ts,balance,position_qty,avg_entry,position_value,unrealized_pnl,realized_pnl,total_equity,price
2026-05-08T10:25:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,88.46
2026-05-08T10:50:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,88.71
2026-05-08T11:15:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,88.65
2026-05-08T11:40:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,88.52
2026-05-08T12:05:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,88.58
2026-05-08T12:30:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,88.66
2026-05-08T12:55:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,88.46
2026-05-08T13:20:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,88.5
2026-05-08T13:45:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,88.29
2026-05-08T14:10:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,88.82
2026-05-08T14:35:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,89.21
2026-05-08T15:00:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,88.97
2026-05-08T15:25:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,88.59
2026-05-08T15:50:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,89.5
2026-05-08T16:15:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,89.5
2026-05-08T16:40:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,89.71
2026-05-08T17:05:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,89.68
2026-05-08T17:30:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,91.61
2026-05-08T17:55:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,91.65
2026-05-08T18:20:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,92.26
2026-05-08T18:45:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,92.34
2026-05-08T19:10:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,92.4
2026-05-08T19:35:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,92.45
2026-05-08T20:00:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,92.38
2026-05-08T20:25:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,92.48
2026-05-08T20:50:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,92.11
2026-05-08T21:15:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,92.02
2026-05-08T21:40:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,92.38
2026-05-08T22:05:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,92.52
2026-05-08T22:30:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,92.39
2026-05-08T22:55:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,92.3
2026-05-08T23:20:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,91.97
2026-05-08T23:45:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,91.87
2026-05-09T00:10:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,92.08
2026-05-09T00:35:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,92.46
2026-05-09T01:00:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,92.48
2026-05-09T01:25:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,92.49
2026-05-09T01:50:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,93.72
2026-05-09T02:15:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,93.54
2026-05-09T02:40:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,93.48
2026-05-09T03:05:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,93.58
2026-05-09T03:30:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,93.58
2026-05-09T03:55:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,93.64
2026-05-09T04:20:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,93.68
2026-05-09T04:45:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,93.53
2026-05-09T05:10:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,93.12
2026-05-09T05:35:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,93.67
2026-05-09T06:00:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,93.91
2026-05-09T06:25:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,93.55
2026-05-09T06:50:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,93.48
2026-05-09T07:15:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,93.62
2026-05-09T07:40:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,93.72
2026-05-09T08:05:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,93.67
2026-05-09T08:30:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,93.8
