ts,symbol,side,qty,price,usd_amount,realized_pnl,reason
2026-05-08T07:30:00+00:00,SOLUSDT,BUY,0.39827037,87.88,35.0,0.0,SIGNAL_BUY
2026-05-08T07:35:00+00:00,SOLUSDT,BUY,0.25864029,87.96,22.75,0.0,SIGNAL_BUY
2026-05-08T08:15:00+00:00,SOLUSDT,SELL,0.65691066,88.16,57.91,0.1632,SIGNAL_SELL
2026-05-08T10:15:00+00:00,SOLUSDT,BUY,0.39634975,88.45,35.06,0.0,SIGNAL_BUY
2026-05-08T10:55:00+00:00,SOLUSDT,SELL,0.39634975,88.63,35.13,0.0713,SIGNAL_SELL
2026-05-08T13:15:00+00:00,SOLUSDT,BUY,0.39690129,88.39,35.08,0.0,SIGNAL_BUY
2026-05-08T13:20:00+00:00,SOLUSDT,BUY,0.25766518,88.5,22.8,0.0,SIGNAL_BUY
2026-05-08T13:30:00+00:00,SOLUSDT,BUY,0.16748237,88.5,14.82,0.0,SIGNAL_BUY
2026-05-08T13:45:00+00:00,SOLUSDT,BUY,0.10912247,88.29,9.63,0.0,SIGNAL_BUY
2026-05-08T13:50:00+00:00,SOLUSDT,BUY,0.07093764,88.28,6.26,0.0,SIGNAL_BUY
2026-05-08T13:55:00+00:00,SOLUSDT,BUY,0.04607815,88.34,4.07,0.0,SIGNAL_BUY
2026-05-08T14:25:00+00:00,SOLUSDT,SELL,1.04818711,89.05,93.34,0.6661,SIGNAL_SELL
2026-05-08T15:30:00+00:00,SOLUSDT,BUY,0.39760443,88.82,35.32,0.0,SIGNAL_BUY
2026-05-08T16:00:00+00:00,SOLUSDT,SELL,0.39760443,89.41,35.55,0.2346,SIGNAL_SELL
2026-05-08T20:10:00+00:00,SOLUSDT,BUY,0.38300509,92.42,35.4,0.0,SIGNAL_BUY
2026-05-08T21:45:00+00:00,SOLUSDT,SELL,0.38300509,92.33,35.36,-0.0345,MAX_HOLD
2026-05-09T00:10:00+00:00,SOLUSDT,BUY,0.38428829,92.08,35.39,0.0,SIGNAL_BUY
2026-05-09T00:40:00+00:00,SOLUSDT,SELL,0.38428829,92.37,35.5,0.1114,SIGNAL_SELL
2026-05-09T04:30:00+00:00,SOLUSDT,BUY,0.37802018,93.71,35.42,0.0,SIGNAL_BUY
2026-05-09T04:45:00+00:00,SOLUSDT,BUY,0.246186,93.53,23.03,0.0,SIGNAL_BUY
2026-05-09T05:10:00+00:00,SOLUSDT,BUY,0.16072546,93.12,14.97,0.0,SIGNAL_BUY
2026-05-09T05:15:00+00:00,SOLUSDT,BUY,0.10422531,93.34,9.73,0.0,SIGNAL_BUY
2026-05-09T05:20:00+00:00,SOLUSDT,BUY,0.06764499,93.48,6.32,0.0,SIGNAL_BUY
2026-05-09T06:05:00+00:00,SOLUSDT,SELL,0.95680193,93.94,89.88,0.4133,MAX_HOLD
2026-05-09T07:00:00+00:00,SOLUSDT,BUY,0.3800506,93.59,35.57,0.0,SIGNAL_BUY
2026-05-09T07:15:00+00:00,SOLUSDT,BUY,0.24695373,93.62,23.12,0.0,SIGNAL_BUY
