timestamp_utc,instrument,action,reason_code,p_model_up,p_market_up,edge,balance,position_qty,position_value,total_equity,price
2026-05-06T20:55:00+00:00,SOLUSDT,HOLD,WARMUP,0.5,0.5,0.0,100.0,0.0,0.0,100.0,89.19
2026-05-06T21:00:00+00:00,SOLUSDT,HOLD,WARMUP,0.5,1.0,0.5,100.0,0.0,0.0,100.0,89.23
2026-05-06T21:05:00+00:00,SOLUSDT,HOLD,WARMUP,0.6063,1.0,0.3937,100.0,0.0,0.0,100.0,89.4
2026-05-06T21:10:00+00:00,SOLUSDT,HOLD,WARMUP,0.4524,0.1905,0.2619,100.0,0.0,0.0,100.0,89.23
2026-05-06T21:15:00+00:00,SOLUSDT,HOLD,WARMUP,0.4804,0.4286,0.0518,100.0,0.0,0.0,100.0,89.28
2026-05-06T21:20:00+00:00,SOLUSDT,HOLD,WARMUP,0.5699,0.9048,0.3349,100.0,0.0,0.0,100.0,89.38
2026-05-06T21:25:00+00:00,SOLUSDT,HOLD,WARMUP,0.5447,1.0,0.4553,100.0,0.0,0.0,100.0,89.41
2026-05-06T21:30:00+00:00,SOLUSDT,HOLD,WARMUP,0.5252,1.0,0.4748,100.0,0.0,0.0,100.0,89.44
2026-05-06T21:35:00+00:00,SOLUSDT,HOLD,WARMUP,0.5809,1.0,0.4191,100.0,0.0,0.0,100.0,89.57
2026-05-06T21:40:00+00:00,SOLUSDT,HOLD,WARMUP,0.4972,0.8158,0.3186,100.0,0.0,0.0,100.0,89.5
2026-05-06T21:45:00+00:00,SOLUSDT,HOLD,HOLD,0.4581,0.7105,0.2524,100.0,0.0,0.0,100.0,89.46
2026-05-06T21:50:00+00:00,SOLUSDT,HOLD,HOLD,0.5335,0.9211,0.3876,100.0,0.0,0.0,100.0,89.54
2026-05-06T21:55:00+00:00,SOLUSDT,HOLD,HOLD,0.4832,0.7368,0.2536,100.0,0.0,0.0,100.0,89.47
2026-05-06T22:00:00+00:00,SOLUSDT,HOLD,HOLD,0.4916,0.7895,0.2979,100.0,0.0,0.0,100.0,89.49
2026-05-06T22:05:00+00:00,SOLUSDT,HOLD,HOLD,0.4104,0.3421,0.0683,100.0,0.0,0.0,100.0,89.32
2026-05-06T22:10:00+00:00,SOLUSDT,HOLD,HOLD,0.4636,0.3947,0.0689,100.0,0.0,0.0,100.0,89.34
2026-05-06T22:15:00+00:00,SOLUSDT,HOLD,HOLD,0.4496,0.1316,0.318,100.0,0.0,0.0,100.0,89.24
2026-05-06T22:20:00+00:00,SOLUSDT,HOLD,HOLD,0.4215,0.0,0.4215,100.0,0.0,0.0,100.0,89.15
2026-05-06T22:25:00+00:00,SOLUSDT,HOLD,HOLD,0.4298,0.0,0.4298,100.0,0.0,0.0,100.0,89.07
2026-05-06T22:30:00+00:00,SOLUSDT,HOLD,HOLD,0.528,0.18,0.348,100.0,0.0,0.0,100.0,89.16
2026-05-06T22:35:00+00:00,SOLUSDT,HOLD,HOLD,0.4916,0.06,0.4316,100.0,0.0,0.0,100.0,89.1
2026-05-06T22:40:00+00:00,SOLUSDT,HOLD,HOLD,0.5,0.12,0.38,100.0,0.0,0.0,100.0,89.13
2026-05-06T22:45:00+00:00,SOLUSDT,HOLD,HOLD,0.4747,0.0,0.4747,100.0,0.0,0.0,100.0,89.07
2026-05-06T22:50:00+00:00,SOLUSDT,BUY,BUY_EXECUTED,0.5617,0.28,0.2817,75.0,0.280238,25.0,100.0,89.21
2026-05-06T22:55:00+00:00,SOLUSDT,HOLD,HOLD,0.4607,0.0,0.4607,75.0,0.280238,24.96,99.96,89.07
2026-05-06T23:00:00+00:00,SOLUSDT,HOLD,HOLD,0.2859,0.0,0.2859,75.0,0.280238,24.87,99.87,88.76
2026-05-06T23:05:00+00:00,SOLUSDT,BUY,BUY_EXECUTED,0.5646,0.3333,0.2313,56.25,0.490841,43.7,99.95,89.03
2026-05-06T23:10:00+00:00,SOLUSDT,HOLD,HOLD,0.5309,0.2346,0.2963,56.25,0.490841,43.66,99.91,88.95
2026-05-06T23:15:00+00:00,SOLUSDT,HOLD,HOLD,0.5225,0.3333,0.1892,56.25,0.490841,43.7,99.95,89.03
2026-05-06T23:20:00+00:00,SOLUSDT,BUY,BUY_EXECUTED,0.5897,0.5,0.0897,42.19,0.648581,57.82,100.01,89.15
2026-05-06T23:25:00+00:00,SOLUSDT,HOLD,HOLD,0.5337,0.5,0.0337,42.19,0.648581,57.82,100.01,89.15
2026-05-06T23:30:00+00:00,SOLUSDT,HOLD,EDGE_TOO_LOW,0.4944,0.4872,0.0072,42.19,0.648581,57.81,100.0,89.14
2026-05-06T23:35:00+00:00,SOLUSDT,HOLD,HOLD,0.4354,0.3699,0.0655,42.19,0.648581,57.74,99.93,89.03
2026-05-06T23:40:00+00:00,SOLUSDT,HOLD,HOLD,0.5084,0.4658,0.0426,42.19,0.648581,57.79,99.98,89.1
