ts,balance,position_qty,avg_entry,position_value,unrealized_pnl,realized_pnl,total_equity,price
2026-01-01T00:00:00+00:00,1000.0,0.0,0,0.0,0.0,0.0,1000.0,43016.5
2026-01-01T00:05:00+00:00,1000.0,0.0,0,0.0,0.0,0.0,1000.0,43015.71
2026-01-01T00:10:00+00:00,1000.0,0.0,0,0.0,0.0,0.0,1000.0,43031.45
2026-01-01T00:15:00+00:00,1000.0,0.0,0,0.0,0.0,0.0,1000.0,43055.61
2026-01-01T00:20:00+00:00,1000.0,0.0,0,0.0,0.0,0.0,1000.0,43044.24
2026-01-01T00:25:00+00:00,1000.0,0.0,0,0.0,0.0,0.0,1000.0,43059.69
2026-01-01T00:30:00+00:00,1000.0,0.0,0,0.0,0.0,0.0,1000.0,43066.11
2026-01-01T00:35:00+00:00,1000.0,0.0,0,0.0,0.0,0.0,1000.0,43084.9
2026-01-01T00:40:00+00:00,1000.0,0.0,0,0.0,0.0,0.0,1000.0,43103.16
2026-01-01T00:45:00+00:00,1000.0,0.0,0,0.0,0.0,0.0,1000.0,43121.52
2026-01-01T00:50:00+00:00,1000.0,0.0,0,0.0,0.0,0.0,1000.0,43125.99
2026-01-01T01:15:00+00:00,999.96,0.0,0,0.0,0.0,-0.0385,999.96,43063.47
2026-01-01T01:40:00+00:00,999.93,0.0,0,0.0,0.0,-0.0683,999.93,43058.5
2026-01-01T02:05:00+00:00,999.9,0.0,0,0.0,0.0,-0.0996,999.9,43011.88
2026-01-01T02:30:00+00:00,809.88,0.004415,43028.781311,190.01,0.0351,-0.15,999.89,43036.73
2026-01-01T02:55:00+00:00,809.88,0.004415,43028.781311,190.1,0.1265,-0.15,999.98,43057.43
2026-01-01T03:20:00+00:00,809.88,0.004415,43028.781311,189.99,0.0158,-0.15,999.87,43032.36
2026-01-01T03:45:00+00:00,809.88,0.004415,43028.781311,189.93,-0.0411,-0.15,999.81,43019.48
2026-01-01T04:10:00+00:00,809.88,0.004415,43028.781311,189.87,-0.0973,-0.15,999.75,43006.74
2026-01-01T04:35:00+00:00,809.88,0.004415,43028.781311,189.76,-0.2112,-0.15,999.64,42980.94
2026-01-01T05:00:00+00:00,809.88,0.004415,43028.781311,189.82,-0.1542,-0.15,999.7,42993.85
2026-01-01T05:25:00+00:00,809.88,0.004415,43028.781311,189.76,-0.2085,-0.15,999.64,42981.56
2026-01-01T05:50:00+00:00,809.88,0.004415,43028.781311,189.68,-0.2875,-0.15,999.56,42963.67
2026-01-01T06:15:00+00:00,809.88,0.004415,43028.781311,189.72,-0.2561,-0.15,999.59,42970.77
2026-01-01T06:40:00+00:00,809.88,0.004415,43028.781311,189.81,-0.1624,-0.15,999.69,42992.0
2026-01-01T07:05:00+00:00,809.88,0.004415,43028.781311,189.94,-0.0336,-0.15,999.82,43021.17
2026-01-01T07:30:00+00:00,809.88,0.004415,43028.781311,189.92,-0.0555,-0.15,999.79,43016.21
2026-01-01T07:55:00+00:00,809.88,0.004415,43028.781311,189.78,-0.1953,-0.15,999.65,42984.55
2026-01-01T08:20:00+00:00,809.88,0.004415,43028.781311,189.89,-0.0833,-0.15,999.77,43009.91
2026-01-01T08:45:00+00:00,809.88,0.004415,43028.781311,190.04,0.0708,-0.15,999.92,43044.82
2026-01-01T09:10:00+00:00,809.88,0.004415,43028.781311,190.07,0.1034,-0.15,999.95,43052.2
2026-01-01T09:35:00+00:00,809.88,0.004415,43028.781311,189.94,-0.0345,-0.15,999.82,43020.96
2026-01-01T10:00:00+00:00,809.88,0.004415,43028.781311,189.84,-0.131,-0.15,999.72,42999.1
2026-01-01T10:25:00+00:00,809.88,0.004415,43028.781311,189.98,0.0052,-0.15,999.86,43029.95
2026-01-01T10:50:00+00:00,809.88,0.004415,43028.781311,190.01,0.0406,-0.15,999.89,43037.97
2026-01-01T11:15:00+00:00,809.88,0.004415,43028.781311,189.95,-0.0222,-0.15,999.83,43023.76
2026-01-01T11:40:00+00:00,809.88,0.004415,43028.781311,189.91,-0.0656,-0.15,999.78,43013.93
2026-01-01T12:05:00+00:00,809.88,0.004415,43028.781311,189.59,-0.3852,-0.15,999.46,42941.54
2026-01-01T12:30:00+00:00,809.88,0.004415,43028.781311,189.67,-0.3029,-0.15,999.55,42960.17
2026-01-01T12:55:00+00:00,809.88,0.004415,43028.781311,189.64,-0.3286,-0.15,999.52,42954.35
2026-01-01T13:20:00+00:00,809.88,0.004415,43028.781311,189.47,-0.5019,-0.15,999.35,42915.11
2026-01-01T13:45:00+00:00,809.88,0.004415,43028.781311,189.28,-0.6946,-0.15,999.16,42871.46
2026-01-01T14:10:00+00:00,809.88,0.004415,43028.781311,189.19,-0.7852,-0.15,999.06,42850.94
2026-01-01T14:35:00+00:00,809.88,0.004415,43028.781311,189.55,-0.4191,-0.15,999.43,42933.85
2026-01-01T15:00:00+00:00,809.88,0.004415,43028.781311,189.64,-0.3317,-0.15,999.52,42953.65
2026-01-01T15:25:00+00:00,809.88,0.004415,43028.781311,189.67,-0.3049,-0.15,999.55,42959.71
2026-01-01T15:50:00+00:00,809.88,0.004415,43028.781311,189.9,-0.0698,-0.15,999.78,43012.98
2026-01-01T16:15:00+00:00,809.88,0.004415,43028.781311,190.01,0.0401,-0.15,999.89,43037.86
2026-01-01T16:40:00+00:00,809.88,0.004415,43028.781311,190.12,0.1476,-0.15,1000.0,43062.22
2026-01-01T17:05:00+00:00,809.88,0.004415,43028.781311,190.24,0.2685,-0.15,1000.12,43089.6
2026-01-01T17:30:00+00:00,809.88,0.004415,43028.781311,190.07,0.0956,-0.15,999.95,43050.44
2026-01-01T17:55:00+00:00,809.88,0.004415,43028.781311,190.1,0.129,-0.15,999.98,43058.0
2026-01-01T18:20:00+00:00,809.88,0.004415,43028.781311,190.26,0.2893,-0.15,1000.14,43094.3
2026-01-01T18:45:00+00:00,809.88,0.004415,43028.781311,190.01,0.042,-0.15,999.89,43038.3
2026-01-01T19:10:00+00:00,809.88,0.004415,43028.781311,190.12,0.1504,-0.15,1000.0,43062.85
2026-01-01T19:35:00+00:00,809.88,0.004415,43028.781311,189.9,-0.0725,-0.15,999.78,43012.35
