ts,symbol,side,qty,price,usd_amount,realized_pnl,reason
2026-05-07T09:30:00+00:00,SOLUSDT,BUY,0.27932961,89.5,25.0,0.0,SIGNAL_BUY
2026-05-07T09:45:00+00:00,SOLUSDT,BUY,0.20963775,89.44,18.75,0.0,SIGNAL_BUY
2026-05-07T10:35:00+00:00,SOLUSDT,BUY,0.15797012,89.02,14.06,0.0,SIGNAL_BUY
2026-05-07T10:40:00+00:00,SOLUSDT,BUY,0.11826503,89.18,10.55,0.0,SIGNAL_BUY
2026-05-07T11:05:00+00:00,SOLUSDT,SELL,0.7652025,89.52,68.5,0.1416,MAX_HOLD
2026-05-07T13:15:00+00:00,SOLUSDT,BUY,0.28006923,89.39,25.04,0.0,SIGNAL_BUY
2026-05-07T13:20:00+00:00,SOLUSDT,BUY,0.20995797,89.43,18.78,0.0,SIGNAL_BUY
2026-05-07T14:10:00+00:00,SOLUSDT,BUY,0.15844291,88.88,14.08,0.0,SIGNAL_BUY
2026-05-07T14:45:00+00:00,SOLUSDT,BUY,0.11988427,88.1,10.56,0.0,SIGNAL_BUY
2026-05-07T14:50:00+00:00,SOLUSDT,SELL,0.85812493,88.24,75.72,-0.6565,MAX_HOLD
2026-05-07T15:05:00+00:00,SOLUSDT,BUY,0.28109461,88.48,24.87,0.0,SIGNAL_BUY
2026-05-07T16:40:00+00:00,SOLUSDT,SELL,0.28109461,88.52,24.88,0.0112,MAX_HOLD
2026-05-08T01:30:00+00:00,SOLUSDT,BUY,0.28182712,88.26,24.87,0.0,SIGNAL_BUY
2026-05-08T02:25:00+00:00,SOLUSDT,BUY,0.21223602,87.9,18.66,0.0,SIGNAL_BUY
2026-05-08T02:55:00+00:00,SOLUSDT,SELL,0.49406314,88.06,43.51,-0.0224,SIGNAL_SELL
2026-05-08T03:10:00+00:00,SOLUSDT,BUY,0.28262825,87.99,24.87,0.0,SIGNAL_BUY
2026-05-08T03:45:00+00:00,SOLUSDT,SELL,0.28262825,88.2,24.93,0.0594,SIGNAL_SELL
2026-05-08T06:10:00+00:00,SOLUSDT,BUY,0.28244379,88.1,24.88,0.0,SIGNAL_BUY
2026-05-08T07:30:00+00:00,SOLUSDT,BUY,0.21236315,87.88,18.66,0.0,SIGNAL_BUY
2026-05-08T07:35:00+00:00,SOLUSDT,BUY,0.1591275,87.96,14.0,0.0,SIGNAL_BUY
2026-05-08T07:45:00+00:00,SOLUSDT,SELL,0.65393444,88.19,57.67,0.1279,MAX_HOLD
