timestamp_utc,instrument,timeframe,action,reason_code,p_model_up,p_market_up,tv_recommendation,tv_confidence,edge,atr,adx,stake,equity
2026-05-07T07:15:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.5671,0.9609,NEUTRAL,0.0,-0.3938,0.20129852,35.059288,0.0,100.0
2026-05-07T07:20:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.5195,1.0,NEUTRAL,0.0,-0.4805,0.1947772,37.006055,0.0,100.0
2026-05-07T07:25:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.5669,1.0,NEUTRAL,0.0,-0.4331,0.19157883,38.950639,0.0,100.0
2026-05-07T07:30:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.7527,1.0,NEUTRAL,0.0,-0.2473,0.20932319,41.452024,0.0,100.0
2026-05-07T07:35:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.7355,1.0,NEUTRAL,0.0,-0.2645,0.2215144,44.129772,0.0,100.0
2026-05-07T07:40:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.5277,0.9701,NEUTRAL,0.0,-0.4424,0.22354908,46.616252,0.0,100.0
2026-05-07T07:45:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.5443,1.0,NEUTRAL,0.0,-0.4557,0.226867,48.983351,0.0,100.0
2026-05-07T07:50:00+00:00,SOLUSDT,5m,TRADE_EXECUTED,EDGE_AND_FILTERS_OK,0.3917,0.8786,NEUTRAL,0.0,0.4869,0.23209079,50.193322,8.0,92.0
2026-05-07T07:55:00+00:00,SOLUSDT,5m,NO_TRADE,STAKE_ZERO,0.4917,0.9303,NEUTRAL,0.0,0.4386,0.23194145,50.623342,0.0,92.0
2026-05-07T08:00:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.5028,0.9036,NEUTRAL,0.0,-0.4008,0.22680277,51.168781,0.0,92.0
2026-05-07T08:05:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.5692,0.9779,NEUTRAL,0.0,-0.4087,0.22488829,51.43663,0.0,92.0
2026-05-07T08:10:00+00:00,SOLUSDT,5m,TRADE_EXECUTED,EDGE_AND_FILTERS_OK,0.475,0.8857,NEUTRAL,0.0,0.4107,0.22382484,51.520143,1.02994,92.98
2026-05-07T08:15:00+00:00,SOLUSDT,5m,TRADE_EXECUTED,EDGE_AND_FILTERS_OK,0.2605,0.5923,NEUTRAL,0.0,0.3318,0.23926592,49.312262,7.438275,85.54
2026-05-07T08:20:00+00:00,SOLUSDT,5m,TRADE_EXECUTED,EDGE_AND_FILTERS_OK,0.4137,0.5868,NEUTRAL,0.0,0.1731,0.23288979,47.088808,5.777385,79.76
2026-05-07T08:25:00+00:00,SOLUSDT,5m,NO_TRADE,EDGE_TOO_LOW,0.5362,0.6281,NEUTRAL,0.0,-0.0919,0.23054051,44.787209,0.0,79.76
2026-05-07T08:30:00+00:00,SOLUSDT,5m,TRADE_EXECUTED,EDGE_AND_FILTERS_OK,0.4526,0.5044,NEUTRAL,0.0,0.0518,0.23478762,43.194001,2.53521,82.17
2026-05-07T08:35:00+00:00,SOLUSDT,5m,TRADE_EXECUTED,EDGE_AND_FILTERS_OK,0.4694,0.5,NEUTRAL,0.0,0.0306,0.23444565,40.839368,1.34287,83.45
