entry_timestamp_utc,exit_timestamp_utc,instrument,timeframe,side,stake,p_side_model,edge,entry_price,exit_price,result,pnl,equity_after
2026-05-07T07:50:00+00:00,2026-05-07T07:55:00+00:00,SOLUSDT,5m,DOWN,8.0,0.6083,0.4869,90.05,90.16,LOSS,-8.0,92.0
2026-05-07T08:10:00+00:00,2026-05-07T08:15:00+00:00,SOLUSDT,5m,DOWN,1.02994,0.525,0.4107,90.14,89.77,WIN,0.978443,92.978443
2026-05-07T08:15:00+00:00,2026-05-07T08:20:00+00:00,SOLUSDT,5m,DOWN,7.438275,0.7395,0.3318,89.77,89.8,LOSS,-7.438275,85.540168
2026-05-07T08:20:00+00:00,2026-05-07T08:25:00+00:00,SOLUSDT,5m,DOWN,5.777385,0.5863,0.1731,89.8,89.85,LOSS,-5.777385,79.762783
2026-05-07T08:30:00+00:00,2026-05-07T08:35:00+00:00,SOLUSDT,5m,DOWN,2.53521,0.5474,0.0518,89.74,89.74,WIN,2.40845,82.171232
2026-05-07T08:35:00+00:00,2026-05-07T08:40:00+00:00,SOLUSDT,5m,DOWN,1.34287,0.5306,0.0306,89.74,89.62,WIN,1.275727,83.446959
2026-05-07T08:50:00+00:00,2026-05-07T08:55:00+00:00,SOLUSDT,5m,UP,0.512329,0.5195,0.2785,89.67,89.58,LOSS,-0.512329,82.93463
2026-05-07T09:05:00+00:00,2026-05-07T09:10:00+00:00,SOLUSDT,5m,UP,2.003309,0.5391,0.3543,89.55,89.54,LOSS,-2.003309,80.931321
2026-05-07T09:10:00+00:00,2026-05-07T09:15:00+00:00,SOLUSDT,5m,UP,2.163209,0.5419,0.368,89.54,89.54,LOSS,-2.163209,78.768113
2026-05-07T09:30:00+00:00,2026-05-07T09:35:00+00:00,SOLUSDT,5m,UP,4.530828,0.5754,0.3509,89.5,89.33,LOSS,-4.530828,74.237285
2026-05-07T09:45:00+00:00,2026-05-07T09:50:00+00:00,SOLUSDT,5m,UP,3.894908,0.5699,0.4066,89.44,89.42,LOSS,-3.894908,70.342377
2026-05-07T21:50:00+00:00,2026-05-07T21:55:00+00:00,SOLUSDT,5m,UP,0.089193,0.5142,0.0824,88.06,87.97,LOSS,-0.089193,70.253184
