ts,balance,position_qty,avg_entry,position_value,unrealized_pnl,realized_pnl,total_equity,price
2026-05-08T14:50:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,89.24
2026-05-08T15:15:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,88.7
2026-05-08T15:40:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,89.18
2026-05-08T16:05:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,89.46
2026-05-08T16:30:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,89.63
2026-05-08T16:55:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,89.59
2026-05-08T17:20:00+00:00,100.0,0.0,0,0.0,0.0,0.0,100.0,89.97
2026-05-08T17:45:00+00:00,5.28,1.031928,91.78812,94.69,-0.029,0.0,99.97,91.76
2026-05-08T18:10:00+00:00,5.28,1.031928,91.78812,94.82,0.1051,0.0,100.11,91.89
2026-05-08T18:35:00+00:00,5.28,1.031928,91.78812,95.49,0.7759,0.0,100.78,92.54
2026-05-08T19:00:00+00:00,5.28,1.031928,91.78812,95.01,0.2909,0.0,100.29,92.07
2026-05-08T19:25:00+00:00,5.28,1.031928,91.78812,95.71,0.9926,0.0,100.99,92.75
2026-05-08T19:50:00+00:00,5.28,1.031928,91.78812,95.52,0.7965,0.0,100.8,92.56
2026-05-08T20:15:00+00:00,5.28,1.031928,91.78812,95.21,0.4869,0.0,100.49,92.26
2026-05-08T20:40:00+00:00,5.28,1.031928,91.78812,95.3,0.5798,0.0,100.58,92.35
2026-05-08T21:05:00+00:00,5.28,1.031928,91.78812,94.81,0.0948,0.0,100.09,91.88
2026-05-08T21:30:00+00:00,5.28,1.031928,91.78812,95.05,0.3322,0.0,100.33,92.11
2026-05-08T21:55:00+00:00,5.28,1.031928,91.78812,95.25,0.5282,0.0,100.53,92.3
2026-05-08T22:20:00+00:00,5.28,1.031928,91.78812,95.5,0.7862,0.0,100.79,92.55
2026-05-08T22:45:00+00:00,5.28,1.031928,91.78812,95.39,0.6727,0.0,100.67,92.44
2026-05-08T23:10:00+00:00,5.28,1.031928,91.78812,94.98,0.2599,0.0,100.26,92.04
2026-05-09T00:00:00+00:00,5.24,1.031928,91.78812,94.81,0.0948,-0.0376,100.06,91.88
2026-05-09T00:25:00+00:00,5.24,1.031928,91.78812,95.32,0.6005,-0.0376,100.56,92.37
2026-05-09T00:50:00+00:00,5.24,1.031928,91.78812,95.46,0.7449,-0.0376,100.71,92.51
2026-05-09T01:15:00+00:00,5.24,1.031928,91.78812,95.53,0.8068,-0.0376,100.77,92.57
2026-05-09T01:40:00+00:00,5.24,1.031928,91.78812,96.16,1.4363,-0.0376,101.4,93.18
2026-05-09T02:05:00+00:00,101.96,0.0,0,0.0,-94.7187,1.9624,101.96,93.75
2026-05-09T02:30:00+00:00,101.96,0.0,0,0.0,-94.7187,1.9624,101.96,93.56
2026-05-09T02:55:00+00:00,101.96,0.0,0,0.0,-94.7187,1.9624,101.96,93.51
2026-05-09T03:20:00+00:00,101.96,0.0,0,0.0,-94.7187,1.9624,101.96,93.66
2026-05-09T03:45:00+00:00,101.96,0.0,0,0.0,-94.7187,1.9624,101.96,93.61
2026-05-09T04:10:00+00:00,101.96,0.0,0,0.0,-94.7187,1.9624,101.96,93.94
2026-05-09T04:35:00+00:00,101.96,0.0,0,0.0,-94.7187,1.9624,101.96,93.53
2026-05-09T05:25:00+00:00,102.64,0.0,0,0.0,-94.7187,2.6379,102.64,93.5
2026-05-09T05:50:00+00:00,102.64,0.0,0,0.0,-94.7187,2.6379,102.64,93.7
2026-05-09T06:15:00+00:00,102.64,0.0,0,0.0,-94.7187,2.6379,102.64,93.63
2026-05-09T06:40:00+00:00,102.64,0.0,0,0.0,-94.7187,2.6379,102.64,93.44
2026-05-09T07:05:00+00:00,102.64,0.0,0,0.0,-94.7187,2.6379,102.64,93.38
2026-05-09T07:30:00+00:00,102.64,0.0,0,0.0,-94.7187,2.6379,102.64,93.93
2026-05-09T07:55:00+00:00,102.64,0.0,0,0.0,-94.7187,2.6379,102.64,93.76
2026-05-09T08:20:00+00:00,102.64,0.0,0,0.0,-94.7187,2.6379,102.64,93.8
2026-05-09T08:45:00+00:00,102.64,0.0,0,0.0,-94.7187,2.6379,102.64,93.75
2026-05-09T09:35:00+00:00,101.88,-3.344177,0,-312.18,-406.8977,3.9629,-210.3,93.35
2026-05-09T10:00:00+00:00,101.88,-3.344177,0,-311.61,-406.3292,3.9629,-209.73,93.18
2026-05-09T10:25:00+00:00,101.88,-3.344177,0,-312.21,-406.9311,3.9629,-210.33,93.36
2026-05-09T10:50:00+00:00,101.88,-3.344177,0,-312.31,-407.0314,3.9629,-210.43,93.39
2026-05-09T11:15:00+00:00,101.88,-3.344177,0,-312.91,-407.6334,3.9629,-211.03,93.57
2026-05-09T11:40:00+00:00,102.77,-0.0,0,-0.0,-94.7187,2.7696,102.77,93.58
2026-05-09T12:05:00+00:00,102.77,-0.0,0,-0.0,-94.7187,2.7696,102.77,93.51
2026-05-09T12:30:00+00:00,102.77,-0.0,0,-0.0,-94.7187,2.7696,102.77,93.46
2026-05-09T12:55:00+00:00,102.77,-0.0,0,-0.0,-94.7187,2.7696,102.77,93.45
