ts,balance,position_qty,avg_entry,position_value,unrealized_pnl,realized_pnl,total_equity,price
2026-01-01T00:00:00+00:00,1000.0,0.0,0,0.0,0.0,0.0,1000.0,43016.5
2026-01-01T00:05:00+00:00,1000.0,0.0,0,0.0,0.0,0.0,1000.0,43015.71
2026-01-01T00:10:00+00:00,1000.0,0.0,0,0.0,0.0,0.0,1000.0,43031.45
2026-01-01T00:15:00+00:00,1000.0,0.0,0,0.0,0.0,0.0,1000.0,43055.61
2026-01-01T00:20:00+00:00,1000.0,0.0,0,0.0,0.0,0.0,1000.0,43044.24
2026-01-01T00:25:00+00:00,1000.0,0.0,0,0.0,0.0,0.0,1000.0,43059.69
2026-01-01T00:30:00+00:00,1000.0,0.0,0,0.0,0.0,0.0,1000.0,43066.11
2026-01-01T00:35:00+00:00,1000.0,0.0,0,0.0,0.0,0.0,1000.0,43084.9
2026-01-01T00:40:00+00:00,1000.0,0.0,0,0.0,0.0,0.0,1000.0,43103.16
2026-01-01T00:45:00+00:00,1000.0,0.0,0,0.0,0.0,0.0,1000.0,43121.52
2026-01-01T00:50:00+00:00,500.0,0.011594,43125.99,500.0,0.0,0.0,1000.0,43125.99
2026-01-01T01:15:00+00:00,999.65,0.0,0,0.0,0.0,-0.3502,999.65,43063.47
2026-01-01T01:40:00+00:00,999.4,0.0,0,0.0,0.0,-0.6046,999.4,43058.5
2026-01-01T02:05:00+00:00,999.33,0.0,0,0.0,0.0,-0.6688,999.33,43011.88
2026-01-01T02:30:00+00:00,499.67,0.011614,43023.37,499.82,0.1552,-0.6688,999.49,43036.73
2026-01-01T02:55:00+00:00,499.67,0.011614,43023.37,500.06,0.3956,-0.6688,999.73,43057.43
2026-01-01T03:20:00+00:00,499.67,0.011614,43023.37,499.77,0.1044,-0.6688,999.44,43032.36
2026-01-01T03:45:00+00:00,499.67,0.011614,43023.37,499.62,-0.0452,-0.6688,999.29,43019.48
2026-01-01T04:10:00+00:00,499.67,0.011614,43023.37,499.47,-0.1931,-0.6688,999.14,43006.74
2026-01-01T04:35:00+00:00,499.67,0.011614,43023.37,499.17,-0.4928,-0.6688,998.84,42980.94
2026-01-01T05:00:00+00:00,499.67,0.011614,43023.37,499.32,-0.3428,-0.6688,998.99,42993.85
2026-01-01T05:25:00+00:00,499.67,0.011614,43023.37,499.18,-0.4856,-0.6688,998.85,42981.56
2026-01-01T05:50:00+00:00,499.67,0.011614,43023.37,498.97,-0.6933,-0.6688,998.64,42963.67
2026-01-01T06:15:00+00:00,499.67,0.011614,43023.37,499.05,-0.6109,-0.6688,998.72,42970.77
2026-01-01T06:40:00+00:00,499.67,0.011614,43023.37,499.3,-0.3643,-0.6688,998.97,42992.0
2026-01-01T07:05:00+00:00,499.67,0.011614,43023.37,499.64,-0.0256,-0.6688,999.31,43021.17
2026-01-01T07:30:00+00:00,499.67,0.011614,43023.37,499.58,-0.0832,-0.6688,999.25,43016.21
2026-01-01T07:55:00+00:00,499.67,0.011614,43023.37,499.21,-0.4508,-0.6688,998.88,42984.55
2026-01-01T08:20:00+00:00,499.67,0.011614,43023.37,499.51,-0.1563,-0.6688,999.17,43009.91
2026-01-01T08:45:00+00:00,499.67,0.011614,43023.37,499.91,0.2491,-0.6688,999.58,43044.82
2026-01-01T09:10:00+00:00,499.67,0.011614,43023.37,500.0,0.3348,-0.6688,999.67,43052.2
2026-01-01T09:35:00+00:00,499.67,0.011614,43023.37,499.64,-0.028,-0.6688,999.3,43020.96
2026-01-01T10:00:00+00:00,499.67,0.011614,43023.37,499.38,-0.2819,-0.6688,999.05,42999.1
2026-01-01T10:25:00+00:00,499.67,0.011614,43023.37,499.74,0.0764,-0.6688,999.41,43029.95
2026-01-01T10:50:00+00:00,499.67,0.011614,43023.37,499.84,0.1696,-0.6688,999.5,43037.97
2026-01-01T11:15:00+00:00,499.67,0.011614,43023.37,499.67,0.0045,-0.6688,999.34,43023.76
2026-01-01T11:40:00+00:00,499.67,0.011614,43023.37,499.56,-0.1096,-0.6688,999.22,43013.93
2026-01-01T12:05:00+00:00,499.67,0.011614,43023.37,498.72,-0.9504,-0.6688,998.38,42941.54
2026-01-01T12:30:00+00:00,499.67,0.011614,43023.37,498.93,-0.734,-0.6688,998.6,42960.17
2026-01-01T12:55:00+00:00,499.67,0.011614,43023.37,498.86,-0.8016,-0.6688,998.53,42954.35
2026-01-01T13:20:00+00:00,499.67,0.011614,43023.37,498.41,-1.2573,-0.6688,998.07,42915.11
2026-01-01T13:45:00+00:00,499.67,0.011614,43023.37,497.9,-1.7643,-0.6688,997.57,42871.46
2026-01-01T14:10:00+00:00,499.67,0.011614,43023.37,497.66,-2.0026,-0.6688,997.33,42850.94
2026-01-01T14:35:00+00:00,499.67,0.011614,43023.37,498.63,-1.0397,-0.6688,998.29,42933.85
2026-01-01T15:00:00+00:00,499.67,0.011614,43023.37,498.86,-0.8097,-0.6688,998.52,42953.65
2026-01-01T15:25:00+00:00,499.67,0.011614,43023.37,498.93,-0.7393,-0.6688,998.59,42959.71
2026-01-01T15:50:00+00:00,499.67,0.011614,43023.37,499.54,-0.1207,-0.6688,999.21,43012.98
2026-01-01T16:15:00+00:00,499.67,0.011614,43023.37,499.83,0.1683,-0.6688,999.5,43037.86
2026-01-01T16:40:00+00:00,499.67,0.011614,43023.37,500.12,0.4512,-0.6688,999.78,43062.22
2026-01-01T17:05:00+00:00,499.67,0.011614,43023.37,500.43,0.7692,-0.6688,1000.1,43089.6
2026-01-01T17:30:00+00:00,499.67,0.011614,43023.37,499.98,0.3144,-0.6688,999.65,43050.44
2026-01-01T17:55:00+00:00,499.67,0.011614,43023.37,500.07,0.4022,-0.6688,999.73,43058.0
2026-01-01T18:20:00+00:00,499.67,0.011614,43023.37,500.49,0.8238,-0.6688,1000.15,43094.3
2026-01-01T18:45:00+00:00,499.67,0.011614,43023.37,499.84,0.1734,-0.6688,999.5,43038.3
2026-01-01T19:10:00+00:00,499.67,0.011614,43023.37,500.12,0.4585,-0.6688,999.79,43062.85
2026-01-01T19:35:00+00:00,499.67,0.011614,43023.37,499.54,-0.128,-0.6688,999.2,43012.35
