ts,symbol,side,qty,price,usd_amount,realized_pnl,reason
2026-05-07T02:30:00+00:00,SOLUSDT,BUY,0.28389734,88.06,25.0,0.0,SIGNAL_BUY
2026-05-07T02:50:00+00:00,SOLUSDT,BUY,0.21277803,88.12,18.75,0.0,SIGNAL_BUY
2026-05-07T03:40:00+00:00,SOLUSDT,BUY,0.15983746,87.98,14.06,0.0,SIGNAL_BUY
2026-05-07T04:05:00+00:00,SOLUSDT,SELL,0.65651284,87.73,57.6,-0.2166,MAX_HOLD
2026-05-07T09:30:00+00:00,SOLUSDT,BUY,0.2787245,89.5,24.95,0.0,SIGNAL_BUY
2026-05-07T09:45:00+00:00,SOLUSDT,BUY,0.20918361,89.44,18.71,0.0,SIGNAL_BUY
2026-05-07T10:35:00+00:00,SOLUSDT,BUY,0.15762791,89.02,14.03,0.0,SIGNAL_BUY
2026-05-07T10:40:00+00:00,SOLUSDT,BUY,0.11800883,89.18,10.52,0.0,SIGNAL_BUY
2026-05-07T11:05:00+00:00,SOLUSDT,SELL,0.76354485,89.52,68.35,0.1412,MAX_HOLD
2026-05-07T13:15:00+00:00,SOLUSDT,BUY,0.27946252,89.39,24.98,0.0,SIGNAL_BUY
2026-05-07T13:20:00+00:00,SOLUSDT,BUY,0.20950314,89.43,18.74,0.0,SIGNAL_BUY
2026-05-07T14:10:00+00:00,SOLUSDT,BUY,0.15809968,88.88,14.05,0.0,SIGNAL_BUY
2026-05-07T14:50:00+00:00,SOLUSDT,SELL,0.64706533,88.24,57.1,-0.6719,MAX_HOLD
2026-05-08T01:30:00+00:00,SOLUSDT,BUY,0.28113739,88.26,24.81,0.0,SIGNAL_BUY
