entry_timestamp_utc,exit_timestamp_utc,instrument,timeframe,side,stake,p_side_model,edge,entry_price,exit_price,result,pnl,equity_after
2026-05-06T21:45:00+00:00,2026-05-06T21:50:00+00:00,SOLUSDT,5m,DOWN,1.074411,0.5419,0.3673,89.46,89.54,LOSS,-1.074411,98.925589
2026-05-06T21:55:00+00:00,2026-05-06T22:00:00+00:00,SOLUSDT,5m,DOWN,0.145452,0.5168,0.3581,89.47,89.49,LOSS,-0.145452,98.780138
2026-05-06T22:05:00+00:00,2026-05-06T22:10:00+00:00,SOLUSDT,5m,DOWN,2.802195,0.5896,0.1928,89.32,89.34,LOSS,-2.802195,95.977943
2026-05-06T22:10:00+00:00,2026-05-06T22:15:00+00:00,SOLUSDT,5m,DOWN,0.83616,0.5364,0.1713,89.34,89.24,WIN,0.794352,96.772295
2026-05-06T22:15:00+00:00,2026-05-06T22:20:00+00:00,SOLUSDT,5m,DOWN,1.343648,0.5504,0.0266,89.24,89.15,WIN,1.276465,98.04876
2026-05-06T22:30:00+00:00,2026-05-06T22:35:00+00:00,SOLUSDT,5m,UP,0.549899,0.528,0.2601,89.16,89.1,LOSS,-0.549899,97.498861
2026-05-06T22:50:00+00:00,2026-05-06T22:55:00+00:00,SOLUSDT,5m,UP,1.760799,0.5617,0.2817,89.21,89.07,LOSS,-1.760799,95.738062
2026-05-06T23:05:00+00:00,2026-05-06T23:10:00+00:00,SOLUSDT,5m,UP,1.83158,0.5646,0.2313,89.03,88.95,LOSS,-1.83158,93.906482
2026-05-06T23:10:00+00:00,2026-05-06T23:15:00+00:00,SOLUSDT,5m,UP,0.627285,0.5309,0.2963,88.95,89.03,WIN,0.595921,94.502404
2026-05-06T23:15:00+00:00,2026-05-06T23:20:00+00:00,SOLUSDT,5m,UP,0.33797,0.5225,0.1892,89.03,89.15,WIN,0.321072,94.823475
2026-05-06T23:20:00+00:00,2026-05-06T23:25:00+00:00,SOLUSDT,5m,UP,2.693456,0.5897,0.0897,89.15,89.15,LOSS,-2.693456,92.13002
2026-05-06T23:25:00+00:00,2026-05-06T23:30:00+00:00,SOLUSDT,5m,UP,0.71073,0.5337,0.0337,89.15,89.14,LOSS,-0.71073,91.41929
2026-05-07T00:05:00+00:00,2026-05-07T00:10:00+00:00,SOLUSDT,5m,DOWN,2.410986,0.5842,0.1842,89.03,89.02,WIN,2.290437,93.709727
2026-05-07T00:10:00+00:00,2026-05-07T00:15:00+00:00,SOLUSDT,5m,DOWN,1.404995,0.5534,0.1312,89.02,88.99,WIN,1.334745,95.044472
2026-05-07T00:15:00+00:00,2026-05-07T00:20:00+00:00,SOLUSDT,5m,DOWN,0.241583,0.5197,0.0308,88.99,88.82,WIN,0.229504,95.273976
2026-05-07T00:45:00+00:00,2026-05-07T00:50:00+00:00,SOLUSDT,5m,UP,0.742024,0.5339,0.3339,88.48,88.27,LOSS,-0.742024,94.531952
2026-05-07T01:10:00+00:00,2026-05-07T01:15:00+00:00,SOLUSDT,5m,UP,3.107793,0.6018,0.3828,88.38,88.18,LOSS,-3.107793,91.42416
2026-05-07T01:20:00+00:00,2026-05-07T01:25:00+00:00,SOLUSDT,5m,UP,0.522879,0.5283,0.3569,88.33,88.39,WIN,0.496735,91.920895
2026-05-07T01:25:00+00:00,2026-05-07T01:30:00+00:00,SOLUSDT,5m,UP,2.159309,0.5764,0.3478,88.39,88.24,LOSS,-2.159309,89.761586
2026-05-07T01:35:00+00:00,2026-05-07T01:40:00+00:00,SOLUSDT,5m,UP,0.231472,0.5198,0.3293,88.35,88.35,LOSS,-0.231472,89.530114
2026-05-07T01:40:00+00:00,2026-05-07T01:45:00+00:00,SOLUSDT,5m,UP,0.604668,0.5311,0.3406,88.35,88.35,LOSS,-0.604668,88.925447
2026-05-07T01:55:00+00:00,2026-05-07T02:00:00+00:00,SOLUSDT,5m,UP,0.695865,0.534,0.3435,88.31,88.2,LOSS,-0.695865,88.229582
2026-05-07T02:30:00+00:00,2026-05-07T02:35:00+00:00,SOLUSDT,5m,UP,1.98784,0.5738,0.2912,88.06,87.96,LOSS,-1.98784,86.241741
2026-05-07T14:45:00+00:00,2026-05-07T14:50:00+00:00,SOLUSDT,5m,UP,1.308959,0.5539,0.484,88.1,88.24,WIN,1.243511,87.485252
2026-05-07T14:50:00+00:00,2026-05-07T14:55:00+00:00,SOLUSDT,5m,UP,2.973099,0.6048,0.437,88.24,88.15,LOSS,-2.973099,84.512153
2026-05-07T15:00:00+00:00,2026-05-07T15:05:00+00:00,SOLUSDT,5m,UP,0.926742,0.5425,0.3537,88.27,88.48,WIN,0.880405,85.392559
2026-05-07T15:05:00+00:00,2026-05-07T15:10:00+00:00,SOLUSDT,5m,UP,4.410085,0.6526,0.2686,88.48,88.36,LOSS,-4.410085,80.982474
2026-05-07T15:30:00+00:00,2026-05-07T15:35:00+00:00,SOLUSDT,5m,UP,4.529409,0.6642,0.2892,88.33,88.37,WIN,4.302939,85.285413
2026-05-07T15:35:00+00:00,2026-05-07T15:40:00+00:00,SOLUSDT,5m,UP,2.715577,0.599,0.1785,88.37,88.42,WIN,2.579798,87.865211
2026-05-07T15:40:00+00:00,2026-05-07T15:45:00+00:00,SOLUSDT,5m,UP,0.869366,0.5396,0.0623,88.42,88.52,WIN,0.825898,88.691109
2026-05-07T15:55:00+00:00,2026-05-07T16:00:00+00:00,SOLUSDT,5m,DOWN,2.640512,0.5934,0.186,88.32,88.33,LOSS,-2.640512,86.050597
2026-05-07T16:00:00+00:00,2026-05-07T16:05:00+00:00,SOLUSDT,5m,DOWN,0.581168,0.5311,0.1657,88.33,88.32,WIN,0.552109,86.602706
2026-05-07T16:30:00+00:00,2026-05-07T16:35:00+00:00,SOLUSDT,5m,DOWN,0.492104,0.5282,0.3076,88.55,88.46,WIN,0.467499,87.070205
2026-05-07T16:35:00+00:00,2026-05-07T16:40:00+00:00,SOLUSDT,5m,DOWN,2.589037,0.5933,0.2404,88.46,88.52,LOSS,-2.589037,84.481168
