entry_timestamp_utc,exit_timestamp_utc,instrument,timeframe,side,stake,p_side_model,edge,entry_price,exit_price,result,pnl,equity_after
2026-05-07T11:15:00+00:00,2026-05-07T11:20:00+00:00,SOLUSDT,5m,DOWN,1.056698,0.5224,0.4278,89.45,89.61,LOSS,-1.056698,98.943302
2026-05-07T11:25:00+00:00,2026-05-07T11:30:00+00:00,SOLUSDT,5m,DOWN,4.701816,0.5559,0.339,89.43,89.51,LOSS,-4.701816,94.241486
2026-05-07T11:45:00+00:00,2026-05-07T11:50:00+00:00,SOLUSDT,5m,DOWN,6.22485,0.5727,0.3558,89.43,89.48,LOSS,-6.22485,88.016637
2026-05-07T11:50:00+00:00,2026-05-07T11:55:00+00:00,SOLUSDT,5m,DOWN,0.658219,0.5196,0.363,89.48,89.57,LOSS,-0.658219,87.358418
2026-05-07T12:20:00+00:00,2026-05-07T12:25:00+00:00,SOLUSDT,5m,DOWN,5.471481,0.5696,0.3857,89.82,89.93,LOSS,-5.471481,81.886937
2026-05-08T00:25:00+00:00,2026-05-08T00:30:00+00:00,SOLUSDT,5m,DOWN,6.550955,0.5933,0.2933,88.41,88.4,WIN,6.223407,88.110344
2026-05-08T00:30:00+00:00,2026-05-08T00:35:00+00:00,SOLUSDT,5m,DOWN,4.255065,0.5566,0.1766,88.4,88.3,WIN,4.042312,92.152656
2026-05-08T00:55:00+00:00,2026-05-08T01:00:00+00:00,SOLUSDT,5m,UP,1.868314,0.5312,0.1843,88.27,88.3,WIN,1.774898,93.927555
2026-05-08T01:00:00+00:00,2026-05-08T01:05:00+00:00,SOLUSDT,5m,UP,3.075092,0.5425,0.2498,88.3,88.21,LOSS,-3.075092,90.852463
2026-05-08T01:15:00+00:00,2026-05-08T01:20:00+00:00,SOLUSDT,5m,UP,0.138249,0.5142,0.3037,88.14,88.09,LOSS,-0.138249,90.714214
2026-05-08T01:25:00+00:00,2026-05-08T01:30:00+00:00,SOLUSDT,5m,UP,3.540263,0.5482,0.2324,88.2,88.26,WIN,3.36325,94.077464
2026-05-08T01:30:00+00:00,2026-05-08T01:35:00+00:00,SOLUSDT,5m,UP,5.425323,0.5651,0.144,88.26,88.21,LOSS,-5.425323,88.652141
2026-05-08T02:10:00+00:00,2026-05-08T02:15:00+00:00,SOLUSDT,5m,UP,0.966123,0.5227,0.4247,87.94,87.66,LOSS,-0.966123,87.686018
2026-05-08T02:20:00+00:00,2026-05-08T02:25:00+00:00,SOLUSDT,5m,UP,0.413934,0.5171,0.2515,87.83,87.9,WIN,0.393237,88.079255
2026-05-08T02:25:00+00:00,2026-05-08T02:30:00+00:00,SOLUSDT,5m,UP,7.04634,0.5882,0.2132,87.9,88.23,WIN,6.694023,94.773278
2026-05-08T02:50:00+00:00,2026-05-08T02:55:00+00:00,SOLUSDT,5m,DOWN,1.32555,0.5255,0.3255,88.14,88.06,WIN,1.259273,96.032551
2026-05-08T02:55:00+00:00,2026-05-08T03:00:00+00:00,SOLUSDT,5m,DOWN,6.459678,0.5738,0.2405,88.06,87.75,WIN,6.136695,102.169246
2026-05-08T03:10:00+00:00,2026-05-08T03:15:00+00:00,SOLUSDT,5m,UP,8.17354,0.5938,0.0438,87.99,88.17,WIN,7.764863,109.934108
2026-05-08T03:40:00+00:00,2026-05-08T03:45:00+00:00,SOLUSDT,5m,DOWN,0.846379,0.5198,0.461,88.3,88.2,WIN,0.80406,110.738168
2026-05-08T03:45:00+00:00,2026-05-08T03:50:00+00:00,SOLUSDT,5m,DOWN,6.398339,0.5652,0.3593,88.2,88.29,LOSS,-6.398339,104.339829
2026-05-08T03:55:00+00:00,2026-05-08T04:00:00+00:00,SOLUSDT,5m,DOWN,0.158773,0.5142,0.3377,88.22,88.27,LOSS,-0.158773,104.181056
2026-05-08T04:25:00+00:00,2026-05-08T04:30:00+00:00,SOLUSDT,5m,DOWN,0.480309,0.517,0.4514,88.32,88.17,WIN,0.456293,104.637349
2026-05-08T04:30:00+00:00,2026-05-08T04:35:00+00:00,SOLUSDT,5m,DOWN,8.370988,0.5907,0.2792,88.17,88.15,WIN,7.952439,112.589788
2026-05-08T04:35:00+00:00,2026-05-08T04:40:00+00:00,SOLUSDT,5m,DOWN,5.101909,0.5539,0.2096,88.15,88.12,WIN,4.846813,117.436601
2026-05-08T04:40:00+00:00,2026-05-08T04:45:00+00:00,SOLUSDT,5m,DOWN,1.279813,0.5227,0.1293,88.12,88.12,WIN,1.215822,118.652424
2026-05-08T05:05:00+00:00,2026-05-08T05:10:00+00:00,SOLUSDT,5m,UP,0.180552,0.5142,0.2225,88.19,88.22,WIN,0.171525,118.823948
