entry_timestamp_utc,exit_timestamp_utc,instrument,timeframe,side,stake,p_side_model,edge,entry_price,exit_price,result,pnl,equity_after
2026-05-07T09:30:00+00:00,2026-05-07T09:35:00+00:00,SOLUSDT,5m,UP,6.903044,0.5754,0.3509,89.5,89.33,LOSS,-6.903044,93.096956
2026-05-07T09:45:00+00:00,2026-05-07T09:50:00+00:00,SOLUSDT,5m,UP,5.861708,0.5699,0.4066,89.44,89.42,LOSS,-5.861708,87.235247
2026-05-07T09:50:00+00:00,2026-05-07T09:55:00+00:00,SOLUSDT,5m,UP,1.460689,0.528,0.3652,89.42,89.46,WIN,1.387655,88.622902
2026-05-07T09:55:00+00:00,2026-05-07T10:00:00+00:00,SOLUSDT,5m,UP,0.389029,0.5168,0.201,89.46,89.48,WIN,0.369577,88.992479
2026-05-07T10:00:00+00:00,2026-05-07T10:05:00+00:00,SOLUSDT,5m,UP,0.940382,0.5224,0.1715,89.48,89.35,LOSS,-0.940382,88.052097
2026-05-07T10:35:00+00:00,2026-05-07T10:40:00+00:00,SOLUSDT,5m,UP,7.044168,0.5983,0.2983,89.02,89.18,WIN,6.691959,94.744057
2026-05-07T10:40:00+00:00,2026-05-07T10:45:00+00:00,SOLUSDT,5m,UP,7.579525,0.6205,0.101,89.18,89.11,LOSS,-7.579525,87.164532
2026-05-07T11:15:00+00:00,2026-05-07T11:20:00+00:00,SOLUSDT,5m,DOWN,0.921066,0.5224,0.4278,89.45,89.61,LOSS,-0.921066,86.243466
2026-05-07T11:25:00+00:00,2026-05-07T11:30:00+00:00,SOLUSDT,5m,DOWN,4.098316,0.5559,0.339,89.43,89.51,LOSS,-4.098316,82.145151
2026-05-07T11:45:00+00:00,2026-05-07T11:50:00+00:00,SOLUSDT,5m,DOWN,5.425861,0.5727,0.3558,89.43,89.48,LOSS,-5.425861,76.71929
2026-05-07T11:50:00+00:00,2026-05-07T11:55:00+00:00,SOLUSDT,5m,DOWN,0.573733,0.5196,0.363,89.48,89.57,LOSS,-0.573733,76.145556
2026-05-07T23:55:00+00:00,2026-05-08T00:00:00+00:00,SOLUSDT,5m,DOWN,0.351056,0.517,0.4424,88.42,88.52,LOSS,-0.351056,75.7945
